ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,EBA_P3_Map?,SASB_Map?,Description,TCFD_Map?,Guidance,Title,Full_Partial_Match,Delta,Potential_Proxy,Depends_on_Industry,Calculation_Required
4b6c7d9a-0b9b-4190-956e-47a67e62a856,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(l),,"ff89eba5-cdcb-4d04-a8fe-638c94fd6a81,2d176f2c-8f95-4964-a1f0-e303ebe74138,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,88652f7a-8154-4f09-92b7-780f7a47ccc6,624b00f4-0014-4abc-8e84-ffd6125fc021,458beb4b-d04e-41a7-abe3-8b13a349f296",,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR: - the processes by which institutions identify and monitor its activities and exposures which are sensitive and vulnerable to environmental risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. - The processes by which institutions identify and monitor environmental risks that are financially material or currently nonmaterial with a prospect to become material in the future. Activities, exposures and assets which are sensitive and vulnerable to environmental risks shall include those related, for example, to agriculture, fisheries, forestry, energy sectors in combination with their geographical location, reliance on water or other environmental factors and risks, which may be vulnerable to factors such as flood, draught, fires, loss of biodiversity. They shall also include concentration of the counterparty’s operations in endangered zones, and they shall be deemed to cover the entire value chain of the counterparty. When disclosing the above, institutions shall indicate materiality (including double materiality) as defined in the report in accordance with Article 98(8) of CRD and it shall cover the life cycle of exposures including for example, loan origination together with creditworthiness assessment of the counterparty and monitoring. Institutions shall explain the extent to which such assessment covers relevant transmission channels including, for example, (i) lower profitability, (ii) lower real estate value, lower household wealth, (iii) lower asset performance, (iv) increase cost of compliance, and (v) increase legal costs. If institutions identify no environmental risks as material, they shall provide justification and present the underlying methodology used to arrive to this conclusion.",,,,,,
889c1d3c-e0c9-48eb-beda-8299d420d567,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,ff89eba5-cdcb-4d04-a8fe-638c94fd6a81,,,,,,,,,,,,,Yes,0,No,No,No
deac3f2a-48ea-4a9e-8b9a-0e67511c308f,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,2d176f2c-8f95-4964-a1f0-e303ebe74138,,,,,,,,,,,,,Yes,0,No,No,No
1683d4cf-ad98-496b-8094-5c9cd4dca061,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
fef47971-9929-403f-b7b8-a1a13dddfc47,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,,,Part,"Credit analysis is not specified, however link between ESG and credit risk is required",No,No,No
1b4f4398-7f07-4efb-a6de-b38828e484f3,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
c561c9f1-0a29-4099-ba1b-b235fbf7a508,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,,,,,,,,No,Incorporation of ESG factors in investment/lending activities is not quantified under EBA P3. [This could potentially be calculated as investments/loans incorporating analysis from Table 1 (l)],Yes,No,No
d02cb641-5076-4203-b54e-59acaa8627a2,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
1537331e-e7b5-4bd3-987c-400146a000a2,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,458beb4b-d04e-41a7-abe3-8b13a349f296,,,,,,,,,,,,,Part,"EBA P3 does not specifically refer to mortgage finance, however loans collateralised by residential/commercial property are disclosed",No,No,No
897dac12-f23e-4cac-a0ba-327a74288fcd,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(m),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, the activities, commitments, and exposures institutions have in place in order to mitigate environmental risks. The methodology institutions use to identify risk mitigating measures and activities, and to what extent these activities, commitments and exposures account for relevant transmission channels, for example, (i) lower profitability, (ii) lower real estate value, lower household wealth, (iii) lower asset performance, (iv) increase cost of compliance, and (v) increase legal costs.",,,,,,
c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(n),,"5256ae76-3e60-4bb0-980e-77c2f35b4726,3fecc6a2-0387-4b9b-bc81-47777cdc233a",,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) and (f) CRR, the implementation tools that institutions use for identification and management of environmental risks such as stress test, sensitivity analysis or other forward-looking indicators, applied at exposure-level, portfolio-level, counterparty-level or sectoral-level, depending on the materiality of the risk. This shall include indications of all assumptions and methodologies for any of the implementation tools used. Institution shall also indicate the time horizon used for the assessment of the environmental risk on the accounting and prudential metrics, e.g. short-term, medium-term or long-term time horizon.",,,,,,
847018ad-aeac-4479-acc8-6766ac4e3e06,Transition,,,c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,5256ae76-3e60-4bb0-980e-77c2f35b4726,,,,,,,,,,,,,Part,Whether processes have changed since prior reporting period,No,No,No
0ecd3112-4c42-4836-9351-dbe6abca1af9,Transition,,,c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,3fecc6a2-0387-4b9b-bc81-47777cdc233a,,,,,,,,,,,,,Yes,0,No,No,No
52c875a3-e4f8-448b-953a-3fecd7a94040,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(o),,"62f09a8f-5d32-4aed-8cc1-536c72943e00,5256ae76-3e60-4bb0-980e-77c2f35b4726,3fecc6a2-0387-4b9b-bc81-47777cdc233a,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,624b00f4-0014-4abc-8e84-ffd6125fc021",,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) and (f) CRR, the description of the outcome of the assessment from the risk tool used in accordance with point 14. The estimated impact of environmental risk, e.g., climate change risk, on institutions’ solvency, regulatory capital requirements and liquidity risk profile in the framework of ICAAP and ILAAP. For example, disclosure of the assessment of a portfolio with regard to different climate change scenarios and of the outcome of the scenario analyses with a linkage between the transition risk and its effect on financial and prudential metrics, such as the impact on accounting provisions or Tier 1 capital ratio.",,,,,,
7c9daf16-e118-4aad-b76a-c3ed617073f5,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,62f09a8f-5d32-4aed-8cc1-536c72943e00,,,,,,,,,,,,,Yes,0,No,No,No
f874ec69-cb4a-4abb-b4c9-5debedd5ee69,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,5256ae76-3e60-4bb0-980e-77c2f35b4726,,,,,,,,,,,,,Part,Whether processes have changed since prior reporting period,No,No,No
59c750ea-6ca5-4161-8a49-ed2a2203b69f,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,3fecc6a2-0387-4b9b-bc81-47777cdc233a,,,,,,,,,,,,,Yes,0,No,No,No
cb7af8cd-aaef-4c4b-92f8-928ca71ad7fb,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
beac1723-cde1-4aa8-8d89-8ae945f59869,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,,,Part,"Credit analysis is not specified, however link between ESG and credit risk is required",No,No,No
dccfe121-bc8a-41d8-9674-3f5bb4ab98ec,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
1369bbf5-a7e4-480c-8e0c-d1d526aa223d,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
31b0aab6-93e3-4d2e-9570-7de96e72f3d9,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(p),,5256ae76-3e60-4bb0-980e-77c2f35b4726,,,,,,Qualitative,,,,,"In accordance with Article 449a, the data and information available to institutions in order to carry out the risk management of environmental risks, the key data and information currently missing and measures the institution is taking in order to close data gaps and to improve data quality and accuracy.",,,,,,
1f7a8987-63e8-4ad4-a2d3-4c1c56517e63,Transition,,,31b0aab6-93e3-4d2e-9570-7de96e72f3d9,5256ae76-3e60-4bb0-980e-77c2f35b4726,,,,,,,,,,,,,Part,Whether processes have changed since prior reporting period,No,No,No
67fb9893-d41c-479a-8927-ca842375d9b1,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(q),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, the limits institutions set on financing projects or counterparties, which significantly harm environmental objectives (e.g., as per Article 9 of Regulation (EU) 2020/852) in line with institution’s business strategy. These limits shall include limits set by institutions at the point of origination and monitoring in order to avoid or mitigate environmental risks and limits that indicate when a specific exposure would trigger corrective actions, further investigation, internal escalation, and/or exclusion from portfolio.",,,,,,
64427737-a4c0-406b-8a50-f23d4b1ec3fa,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(r),,"fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,624b00f4-0014-4abc-8e84-ffd6125fc021",,,,,,Qualitative,,,,,"The ways that institutions map and link the manifestation of environmental risks on its balance sheet through credit risk, liquidity risk, market risk and operational risk. The ways in which institutions assess and manage the impact of transition to a low-carbon and climate-resilient economy to the prudential risk categories including credit risk, liquidity risk, market risk and operational risk.",,,,,,
8be553dc-97d9-4609-8f92-b861bd598c05,Transition,,,64427737-a4c0-406b-8a50-f23d4b1ec3fa,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
35cd8599-c4e6-40be-a66f-c928a002ebf8,Transition,,,64427737-a4c0-406b-8a50-f23d4b1ec3fa,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,,,Part,"Credit analysis is not specified, however link between ESG and credit risk is required",No,No,No
00936483-24be-4c81-bf26-ce78c16d1d38,Transition,,,64427737-a4c0-406b-8a50-f23d4b1ec3fa,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
2db7167a-fd23-4413-b212-dc5f40c568ae,Transition,,,64427737-a4c0-406b-8a50-f23d4b1ec3fa,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,Part,Qualitative info on incorporation of ESG factors into activities,No,No,No
2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 2: Qualitative information on Social risk,,,,,,,,,,,,,,,,,,,
a1ccad46-eed8-459e-ab06-9ea7e636b686,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Business strategy and processes,,,,,,,,,,,,,,,,,,,
98a6415d-4662-4e71-9c04-69afc46e8df7,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(a),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), points (a) and (e) CRR, how institutions’ business environment, business model, strategy and processes, financial planning integrate risks stemming from social factors (i.e. social risks) and how these evolve over time given changing technology, policy framework, business environment and stakeholder (e.g. consumers and investors) preferences.",,,,,,
98e1acc0-2d85-4648-8e9f-32f7fef0bae8,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(b),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), points (a), (c), (d), (e) and (f) CRR, whether the institution sets objectives, targets and limits the institution sets for the assessment and management of social risks, and how the process is for the setting of these objectives, targets and limits. An explanation of the linkages of these objectives, targets and limits to the current international and European policy framework and benchmarks available, for example, the Ten Principles of UN Global Compact, ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights. Examples of social aspects can include human rights violation, labour rights, income inequality, lack of human rights, customer safety and protection, privacy, poverty and non-discrimination. Furthermore, climate change and transition to low carbon economy have social impactssuch as ending of certain job and skills, and emergence of new jobs and skills, consumers’ changing preferences and preferences of shareholders of companies that prioritise swift integration of climate, environmental and social change, as defined in paragraphs 78 of the EBA report under Article 98(8) CRD.",,,,,,
71af1698-a77c-4e4a-b075-8611c3fc8191,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(c),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, how institutions take measures to mitigate risks associated with social factors, including understanding the counterparty’s capacity to manage social risks and entering into a dialogue with them to mitigate social risks.",,,,,,
943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Governance,,,,,,,,,,,,,,,,,,,
5778ae57-5027-42f1-abaa-a6b67cc2cf5e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(d),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (b) and Article 435(2), points (a), (b), (c) CRR, how institutions’ management body is involved in the supervision and management of social risks, and what is the rationale for this approach taking into account a number of social factors including activities towards the community and society, employee relationships and labour standards, customer protection and product responsibility, human rights.",,,,,,
c7e78e38-caed-4734-bc15-edb703fd649c,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(e),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(2), points (a), (b), (c) CRR, how institutions organise risk committees, allocate tasks and responsibilities in the risk management framework to monitor and manage social risks. Institutions shall provide information on the level of internal capacity is being built, with the amount of resources, and the extent to which information for social risk assessment is reliant on external capacity.",,,,,,
0ad5f1af-9b69-46d6-a938-6514607714cd,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(f),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, how institutions include social risks into internal reporting framework and structure, and what is the frequency of internal reporting and information exchange on social risks.",,,,,,
0e10e3df-db77-4671-a694-d0fd1451c69e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(g),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR information on whether social risks are included in remuneration policy, and the criteria and metrics used to determine the impact on variable remuneration of social risk considerations.",,,,,,
96f01bb1-0e98-4d94-b47d-cbf86a169cff,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Risk management,,,,,,,,,,,,,,,,,,,
ab9fef27-5b37-429f-9835-55ca9a317337,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(h),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, what methodologies, definitions and standards institutions use for the identification and management of social factors and risks, and the framework on which these standards, definitions and methodologies are based. An explanation of the linkages of these methodologies, definitions and standards to the current international and European policy framework and benchmarks, for example, the Ten Principles of UN Global Compact; ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights.",,,,,,
2473eb58-24e0-4096-8c0a-7c343da3e01c,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(i),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the process by which institutions identify and monitor their activities and exposures sensitive and vulnerable to social risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. The process by which institutions identify and monitor social risks that are financially material or currently non-material with a prospect to be material in the future. Such activities, exposures and assets sensitive and vulnerable to social risks may be related to counterparties breaching labour law, human rights or other social laws or rights that may face legal dispute. More precisely, sectors with enhanced social risk may include those with migrant workers, low wages; poor labour standards; poor working conditions; negatively affecting communities; and enhanced chance of being under public and political scrutiny.",,,,,,
28a1da2f-4221-489e-bc18-a75db51ebc45,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(j),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the activities, commitments and assets that institutions have in place to mitigate social risks.",,,,,,
d0ec12cd-3da2-476e-b84c-ad5f04e2857d,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(k),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the implementation tools that institutions use for identification and management of social risks such as scenario analysis, applied at exposurelevel, portfolio-level, counterparty-level or sectoral-level and cover covering factors such as migration, demographic trends, change in labour force, technological change. Furthermore, social risks to be identified can include change of consumer behaviour, issues around discrimination and social inclusiveness, scenarios about increasing inequality, social impact of climate change, climate adaptation/mitigation and environmental degradation. Assumptions and methodologies of such scenario analysis shall be indicated. The institution shall indicate the time horizon used for the assessment of the social risk on the accounting and prudential metrics, e.g., short-term, mediumterm or long-term time horizon.",,,,,,
a21aff69-97c7-4e41-9f3b-27193253351b,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(l),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, the limits institutions set on financing projects or counterparties, which significantly harm social objectives in line with institution’s business strategy. These limits shall include limits set by institutions at the point of origination and monitoring in order to avoid or mitigate social risks and limits that indicate when a specific exposure would trigger corrective actions, further investigation, internal escalation, and/or exclusion from portfolio.",,,,,,
b76a1858-3b1c-4499-b7da-a559d29b957f,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(m),,,,,,,,Qualitative,,,,,"In accordance with Article 449a CRR, the ways the institutions map and link the manifestation of social risks on their balance sheet through credit risk, liquidity risk, market risk and operational risk. The ways in which the institution assesses and manages the impact of relevant socially harmful events on the prudential risks categories including credit risk, liquidity risk, market risk and operational risk.",,,,,,
9e8f126c-381d-479e-a89c-6555114dc34c,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 3: Qualitative information on Governance risk,,,,,,,,,,,,,,,,,,,
407dbfe0-d777-4e8f-9a66-aae5f278cbee,Attribute,9e8f126c-381d-479e-a89c-6555114dc34c,Business strategy and processes,,,,,,,,,,,,,,,,,,,
bb5c7136-157e-43db-90f9-fb5b42e780a0,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Governance,,,,,,,,,,,,,,,,,,,
047c571b-48a2-4d77-a70b-e90bffe4647d,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(a),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways in which institutions integrate governance performance of the counterparty in their governance arrangements. The considerations on the governance performance of the counterparty shall cover the necessary steps and phases in the decision-making, supervision and management processes of the counterparty at all levels. This shall include committees of the highest governance body and committees responsible for decision-making on economic, environmental, and social topics. An explanation of these economic, environmental and social topics to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,,,,,
55542a20-a6e7-4904-b039-6170dfb58749,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(b),,,,,,,,Qualitative,,,,,"The ways via which the institution takes into account the role of the counterparty's highest governance body in non-financial reporting, e.g., the highest committee or position that formally reviews and approves the organisation’s sustainability report and ensures that all material topics are covered. An explanation of these material topics (including economic, environmental and social areas) to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,,,,,
0b001a4c-4898-4c45-903d-c79acdf32c61,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(c),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways via which the institution integrates the governance performance of their counterparties in its governance arrangements. The considerations related to the governance performance of the institution’s counterparties shall cover all of the following: a) ethical considerations; e.g., integrity of conduct, values and ethics, anti-bribery and anti-corruption measures, accountability and rule of law; b) strategy and risk management; e.g., strategy implementation, operational execution and monitoring, internal controls and risk management policies and procedures; c) inclusiveness; e.g., gender gap and representation of people from minority groups in the management, income gap; d) transparency; e.g. disclosures on discrimination, tax commitments and payments, disclosure on lobbying activities, and rules and practices; e) Management of conflict of interest, e.g. processes for the highest governance body to ensure that any conflict of interest is avoided, managed and mitigated; and f) Internal communication on critical concerns, e.g. how internal process of the counterparty operates for communicating critical concerns to the highest governance body.",,,,,,
2e0fda44-459a-4825-9b20-f4d154f8c02d,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Risk management,,,,,,,,,,,,,,,,,,,
e162060a-3199-4886-8b16-b38139fcebed,Attribute,2e0fda44-459a-4825-9b20-f4d154f8c02d,(d),,,,,,,,Qualitative,,,,,"In accordance with Article 449a in conjunction with Article 435(1) CRR, the ways in which the institution integrates in its risk management arrangements the governance performance of their counterparties considering aspects explained in row 3.",,,,,,
5e2f3343-092a-4491-94fd-cd19f791892e,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 1: Banking book - Climate change transition risk: Quality of exposures by sector,,,,,,,,,,,,,,,,,,,
31781775-d60f-4686-971c-25614bebf2e5,Group,5e2f3343-092a-4491-94fd-cd19f791892e,Columns,,,,,,,,,,,,,,,,,,,
764784be-182d-47b7-b983-bb498b83c51b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,a,,"ad34f4ce-5cd8-4150-887b-e29da4723640,82cb0151-2d59-4947-bdbe-63f27f2196d3,64cfdbbc-688a-43eb-a975-768ae6e8977c,9550b615-fe64-4ac0-b77c-000e9bc94cc6,422187a3-2c94-45c7-82b0-5592f0feb94d",,,,,,Quantitative,,,,,"The gross carrying amount, as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 4 , of those exposures towards nonfinancial corporates, including loans and advances, debt securities and equity instruments, classified in the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading or held for sale assets.",Total gross carrying amount,,,,,
cb921c85-5510-43fb-a328-e7e5afba75c6,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,ad34f4ce-5cd8-4150-887b-e29da4723640,,,,,,,,,,,,,Part,"EBA P3 may not require disclosure regarding banks' asset management activities (unless these fall under banking book?). If required, same as FN-CB-2*. Calculation required",No,Yes,Yes
656bfe03-4fb4-4132-b670-4e4def09307b,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,82cb0151-2d59-4947-bdbe-63f27f2196d3,,,,,,,,,,,,,Yes,0,No,No,No
453677e7-6a55-427a-850a-d1af7513755b,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,64cfdbbc-688a-43eb-a975-768ae6e8977c,,,,,,,,,,,,,Yes,Calculation required,No,No,Yes
146e7c3b-11f7-4ae9-9b48-c7a98459e958,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,9550b615-fe64-4ac0-b77c-000e9bc94cc6,,,,,,,,,,,,,Part,"EBA P3 may not require disclosure regarding banks' insurance activities (unless these fall under banking book?). If required, same as FN-CB-1*",No,Yes,No
8318d974-9dfc-4305-91ac-5d6c58c3df24,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,422187a3-2c94-45c7-82b0-5592f0feb94d,,,,,,,,,,,,,Part,"If required, same as FN-CB-2*",No,Yes,No
b2b825ca-5593-434a-86ed-45ed7f67bd1c,Attribute,31781775-d60f-4686-971c-25614bebf2e5,b,,,,,,,,Quantitative,,,,,"The gross carrying amount of those exposures towards counterparties that are excluded from the EU Paris-aligned Benchmarks as specified in Article 12.1, points (d) to (g) and Article 12.2 of Commission Delegated Regulation (EU) 2020/18185 .",Of which exposures towards companies excluded from EU Paris-aligned Benchmarks,,,,,
5f7e4d82-4191-4c82-97a4-f00ac6342d0b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,c,,7e402e97-a220-4b70-a570-78febb86986b,,,,,,Quantitative,,,,,"Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.","Of which environmentally sustainable (CCM)
Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.",,,,,
95e512a8-6a95-45c9-aa17-eff3873a678d,Transition,,,5f7e4d82-4191-4c82-97a4-f00ac6342d0b,7e402e97-a220-4b70-a570-78febb86986b,,,,,,,,,,,,,No,[Could use Template 1 col. c or Template 6 col. E as a proxy - environmentally sustainable exposures/assets],Yes,No,No
6d8e76ad-8d39-4803-9fa2-1873423ce4b4,Attribute,31781775-d60f-4686-971c-25614bebf2e5,d,,,,,,,,Quantitative,,,,,Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC6.,Of which stage 2,,,,,
0a7c9f28-70e9-4f6f-acc7-771aa2f751a1,Attribute,31781775-d60f-4686-971c-25614bebf2e5,e,,,,,,,,Quantitative,,,,,Non-performing exposures as defined in Article 47a(3) CRR.,Of which non-performing exposures,,,,,
9234cced-bff3-4b0e-b781-b8dcc1ceb033,Attribute,31781775-d60f-4686-971c-25614bebf2e5,f,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,Quantitative,,,,,"The amounts defined in paragraphs 11, 69 to 71, 106 and 110 of Part 2 of Annex V to Commission Implementing Regulation (EU) 2021/451.","Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",,,,,
3e5ffd97-246d-4d37-889a-5e7e52a89a41,Transition,,,9234cced-bff3-4b0e-b781-b8dcc1ceb033,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,,Part,"Expected loss and LGD are not required specifically, however EBA P3 does require [Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions]",Yes,No,No
acfb5896-d0e5-45e1-bf2c-f5c73fcd026f,Attribute,31781775-d60f-4686-971c-25614bebf2e5,g,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,Quantitative,,,,,Accumulated impairment amount of stage 2 exposures. Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC7 .,Of which stage 2,,,,,
