ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Description,TCFD_Map?,EBA_P3_Map?,SEC_Map?,SASB_Map?,Quant_Qual,Guidance,Title,confidence
9ce33b48-4bde-4e6b-877b-c4ed254847c1,Attribute,ced78bca-998f-4b6c-84d8-f71e098ce237,(ii),,,,,,,,which third-party scheme(s) will verify or certify the carbon credits;,,,,,,,,
a3dd726b-2a0c-4689-8094-f6767cb374b2,Attribute,ced78bca-998f-4b6c-84d8-f71e098ce237,(iii),,,,,,,,"the type of carbon credit, including whether the underlying offset will be nature-based or based on technological carbon removals, and whether the underlying offset is achieved through carbon reduction or removal; and",,,,,,,,
a0a0251a-c16a-4ed5-b4fd-2f69abc15736,Attribute,ced78bca-998f-4b6c-84d8-f71e098ce237,(iv),,,,,,,,"any other factors necessary for users of general purpose financial reports to understand the credibility and integrity of the carbon credits the entity plans to use (for example, assumptions regarding the permanence of the carbon offset).",,,,,,,,
b674c3bb-03bb-40b3-a94b-1eab3fca1e8b,Attribute,e2b2567e-3eb8-4e85-88a1-6f071e07467d,37,,,,,,,,"In identifying and disclosing the metrics used to set and monitor progress towards reaching a target described in paragraphs 33⁠–⁠34, an entity shall refer to and consider the applicability of cross-industry metrics (see paragraph 29) and industry-based metrics (see paragraph 32), including those described in an applicable IFRS Sustainability Disclosure Standard, or metrics that otherwise satisfy the requirements in IFRS S1.",,,,,,,,
ae10df11-bd9b-4a34-9081-d2d909c168fe,Layer,,IFRS S2: Industry-based Guidance on implementing Climate-related Disclosures,,,,,,,,,,,,,,,,
150516d0-4eeb-424c-87c9-39053f01b4c6,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,Volume 15: Asset Management & Custody Activities,,,,,,,,,,,,,,,,
8edef6fb-af21-4076-bf4a-67b56a7f13f9,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-410a.1,,,,,,,,"Amount of assets under management, by asset class, that employ (1) integration of environmental, social and governance (ESG) issues, (2) sustainability themed investing, and (3) screening",No,,,Part,,,,
fec5264f-3234-4d79-9199-2cfe4ef19fce,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-410a.2,"64427737-a4c0-406b-8a50-f23d4b1ec3fa,4b6c7d9a-0b9b-4190-956e-47a67e62a856,af975d0a-79cc-4359-8c94-71d08bccea0b,52c875a3-e4f8-448b-953a-3fecd7a94040",,,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment or wealth management processes and strategies",Part,Part,Part,Yes,,,,
8a34f210-2ada-4dfb-af33-c2d12a46b66b,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-410a.3,,,,,,,,Description of proxy voting and investee engagement policies and procedures,Part,,,Yes,,,,
763f3e13-39b6-4f45-944b-0c1c005795d9,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-000.A,,,,,,,,Total assets under management (AUM),No,,,Yes,,,,
60b1fde7-c1c6-4e74-ad39-e6c1d1f04664,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-000.B,,,,,,,,Total assets under custody and supervision,No,,,Yes,,,,
053fbfec-8e1d-455f-baed-d7b9630e67d1,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,Volume 16: Commercial Banks,,,,,,,,,,,,,,,,
7408249b-3541-4532-bbda-46dc1707012d,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-410a.2,"64427737-a4c0-406b-8a50-f23d4b1ec3fa,4b6c7d9a-0b9b-4190-956e-47a67e62a856,af975d0a-79cc-4359-8c94-71d08bccea0b,52c875a3-e4f8-448b-953a-3fecd7a94040",,,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",No,Part,Part,Yes,,,,
3f9aa2e4-039a-4cff-aa95-4a6401fdafd4,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-000.A,,,,,,,,(1) Number and (2) value of checking and savings accounrs by segment: (a) personal and (b) small business,No,,,Yes,,,,
6aa9a990-db8f-4a54-8b69-5d2f2191702a,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-000.B,,,,,,,,"(1) Number and (2) value of loans by segment: (a) personal, (b) small business, and (c) corporate",No,,,Yes,,,,
15b4243b-1f80-49a5-8b02-3823d1611f9d,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,Volume 17: Insurance,,,,,,,,,,,,,,,,
0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410a.2,"64427737-a4c0-406b-8a50-f23d4b1ec3fa,4b6c7d9a-0b9b-4190-956e-47a67e62a856,af975d0a-79cc-4359-8c94-71d08bccea0b,52c875a3-e4f8-448b-953a-3fecd7a94040",,,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",No,Part,Part,Yes,,,,
7e402e97-a220-4b70-a570-78febb86986b,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410b.1,"5f7e4d82-4191-4c82-97a4-f00ac6342d0b,ca267341-6d60-47e6-9578-33ee4bc9aca2",,,,,,,Net premiums written related to energy efficiency and low carbon technology,No,,Part,Yes,,,,
268843c7-e21e-4364-9c9b-358397a7bbe2,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410b.2,,,,,,,,"Discussion of products or product features that incentivise health, safety, or environmentally responsible actions or behaviours",Part,,Part,Yes,,,,
703642b9-0c26-4dfb-b90a-a6638a286283,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.1,,,,,,,,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,Part,,,Yes,,,,
3c0b6a8e-1e36-4c2d-91ea-8ab70fd144d0,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.2,,,,,,,,"Total amount of monetary losses attributable to insurance pay-outs from (1) modelled natural catastrophes and (2) non-modelled natural catastrophes, by type of event and geographical segment (net and gross of reinsurance)",No,,,Yes,,,,
d3804730-6c68-4ceb-a2fd-1163fc98b9be,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.3,,,,,,,,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of entity-level risks and capital adequacy,Part,,Part,Yes,,,,
a4eb686c-35d6-4faf-b3a3-fabb2ed63f79,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-000.A,,,,,,,,"Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance",No,,,Yes,,,,
ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,Volume 18: Investment Banking & Brokerage,,,,,,,,,,,,,,,,
e8be7e7d-e402-404d-ab4e-693997e21628,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.1,,,,,,,,"Revenue from (1) underwriting, (2) advisory and (3) securitisation transactions incorporating integration of environmental, social and governance (ESG) factors, by industry",No,,Part,Part,,,,
88652f7a-8154-4f09-92b7-780f7a47ccc6,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.2,4b6c7d9a-0b9b-4190-956e-47a67e62a856,,,,,,,"(1) Number and (2) total value of investments and loans incorporating integration of environmental, social and governance (ESG) factors, by industry",No,,Part,Yes,,,,
624b00f4-0014-4abc-8e84-ffd6125fc021,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.3,"64427737-a4c0-406b-8a50-f23d4b1ec3fa,af975d0a-79cc-4359-8c94-71d08bccea0b,52c875a3-e4f8-448b-953a-3fecd7a94040,4b6c7d9a-0b9b-4190-956e-47a67e62a856",,,,,,,"Description of approach to incorporation of environmental, social and governance (ESG) factors in investment banking and brokerage activities",No,Part,Part,Yes,,,,
6c78b942-d4b0-4cd3-8052-b32eec0a9619,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.A,,,,,,,,"(1) Number and (2) value of (a) underwriting, (b) advisory, and (c) securitisation transactions",No,,,Yes,,,,
a4457778-4ba8-4860-9abc-c46af9456517,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.B,,,,,,,,(1) Number and (2) value of proprietary investments and loans by sector,No,,,Yes,,,,
b96a741c-7425-469a-8e10-bbcdff8de364,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.C,,,,,,,,"(1) Number and (2) value of market making transactions in (a) fixed income, (b) equity, (c) currency, (d) derivatives, and (e) commodity products",No,,,Yes,,,,
a2fead6c-f111-4b2b-a13c-2d55190e944a,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,Volume 19: Mortgage Finance,,,,,,,,,,,,,,,,
10a9738a-11ff-484b-ac18-3978b178cf1c,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.1,,,,,,,,(1) Number and (2) value of mortgage loans in 100-year flood zones,No,,,Part,,,,
2158cdf2-295f-41fa-9ad6-e5dbe60f3632,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.2,"fc1b0ebf-c774-4e46-9836-f09c38e6a9d5,012d629c-7620-495f-84e6-dd3e9edd81d3,4ba3ce7e-f102-492b-ba0c-3a4e4a6f970d,acfb5896-d0e5-45e1-bf2c-f5c73fcd026f,9234cced-bff3-4b0e-b781-b8dcc1ceb033",,,,,,,"(1) Total expected loss and (2) Loss Given Default (LGD) attributable to mortgage loan default and delinquency because of weather-related natural catastrophes, by geographical region",No,Part,,Part,,,,
458beb4b-d04e-41a7-abe3-8b13a349f296,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.3,4b6c7d9a-0b9b-4190-956e-47a67e62a856,,,,,,,Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting,No,Part,Part,Yes,,,,
d9ec6ac2-6712-4780-b4aa-61ce8473adac,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.A,,,,,,,,(1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial,No,,,Yes,,,,
dff87e34-40b3-4459-b1ba-b31ae43a547f,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.B,,,,,,,,(1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial,No,,,Yes,,,,
dc78c85a-756b-413a-8a9d-11f9456b2095,Layer,,EBA Pillar 3,,,,,,,,,,,,,,,,
7e55e7e7-4b99-4187-84c3-320c55899409,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 1: Qualitative information on Environmental risk,,,,,,,,,,,,,,,,
d4ed9129-27b1-4d2d-a491-24e36928afd8,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Business strategy and processes,,,,,,,,,,,,,,,,
756a7aec-9a34-430e-87cc-0729184ac5c2,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(a),,"38aae54f-9b87-4e18-bba8-74119ce59226,ffe9c960-6a14-4725-9477-d4fc741d75c3",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), points (a) and (e) CRR an explanation of how institution business environment, business model, strategy and processes, and financial planning integrate risks stemming from environmental factors (i.e. environmental risks) and how these evolve over time given changing technology, policy framework, business environment, stakeholder (e.g. consumers and investors) preferences, and changes in the physical environment itself.",,
291c3089-a433-4fcd-afb8-dd17c5d1a616,Transition,,,756a7aec-9a34-430e-87cc-0729184ac5c2,38aae54f-9b87-4e18-bba8-74119ce59226,,,,,,,,,,,,,,100
adce9a8f-b399-4dae-892b-4bcaa8bfb829,Transition,,,756a7aec-9a34-430e-87cc-0729184ac5c2,ffe9c960-6a14-4725-9477-d4fc741d75c3,,,,,,,,,,,,,,100
a1787fb4-b36a-4e94-9368-739bb81e95ce,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(b),,"38aae54f-9b87-4e18-bba8-74119ce59226,7cc85bf9-0794-4845-bbaa-9f4225bb41f5,82067ba4-0efd-456b-a2db-367ab01998d4,fe556e2d-75f7-485b-a781-59d8c30c0b46,4d1c781a-418c-4112-b6a1-e5d89cb174ce,8a187c13-8b85-46b6-aadc-8d0bf3d7a29f,bb24b93a-6144-4ed2-9945-74f6f2458d6f,3e3f7e50-c9fc-4a97-a3ab-d7bd8e35b31b,76d50689-aa56-4afb-9173-d3871a5fd5ec,cbb6142a-d8d3-433b-9157-3dec1ace7128,f6975ba0-6ced-4931-a8f6-c5d346ae74c2,a8f71bbf-b5dc-46ef-b6ae-267d3acdc04e,2af350e2-cdb2-431d-b8e2-edab9c1cf234",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1) points (a), (c), (d), (e) and (f) CRR, the objectives, targets and limits (e.g. in terms of green asset ratio – GAR and BTAR –, GHG emissions, etc) that institutions set for the assessment and management of environmental risks, and institutions processes for the setting of these objectives, targets and limits. An explanation of the linkages of these objectives, targets and limits to the current international and European policy framework and benchmarks available, for example, Paris Climate Accords; European Green Deal; Nonfinancial Reporting Directive (NFRD); European Commission’s Guidelines on non-financial reporting - Supplement on reporting climate-related information; Task Force on Climate-related Financial Disclosures (TCFD) Recommendations; United Nations Environment Programme Finance Initiative (UNEP FI); the Global Reporting Initiative Sustainability Reporting Standards, the United Nations’ Principles for Responsible Investment (UNPRI).",,
6fa2a4ce-2b0c-48a7-badb-10b9a422bc7a,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,38aae54f-9b87-4e18-bba8-74119ce59226,,,,,,,,,,,,,,100
f5b20a0f-c9e0-41ee-9121-7742c83678c8,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,7cc85bf9-0794-4845-bbaa-9f4225bb41f5,,,,,,,,,,,,,,100
4c72ce3f-0e98-4d47-8a41-4f858bd7d7a5,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,82067ba4-0efd-456b-a2db-367ab01998d4,,,,,,,,,,,,,,100
9f3efdd6-6b62-4956-869a-f9cb011084d1,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,fe556e2d-75f7-485b-a781-59d8c30c0b46,,,,,,,,,,,,,,100
59a08bce-0ac4-46b7-ae30-57dbf639dedd,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,4d1c781a-418c-4112-b6a1-e5d89cb174ce,,,,,,,,,,,,,,100
09912dad-049f-4bbc-8f7b-7d1b5fe843f9,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,8a187c13-8b85-46b6-aadc-8d0bf3d7a29f,,,,,,,,,,,,,,100
3c4a1828-60f2-44e2-ba99-28e578b372d3,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,bb24b93a-6144-4ed2-9945-74f6f2458d6f,,,,,,,,,,,,,,100
094813a2-2dd9-4874-86b3-b4430333f907,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,3e3f7e50-c9fc-4a97-a3ab-d7bd8e35b31b,,,,,,,,,,,,,,100
3300c8f1-b4bd-4b78-9815-87cd566cc20b,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,76d50689-aa56-4afb-9173-d3871a5fd5ec,,,,,,,,,,,,,,100
18b4fe52-5310-4bd1-b873-6c671d36f1d6,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,cbb6142a-d8d3-433b-9157-3dec1ace7128,,,,,,,,,,,,,,100
d0e4b79a-f92f-4d4f-b1f9-67e9274442c8,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,f6975ba0-6ced-4931-a8f6-c5d346ae74c2,,,,,,,,,,,,,,100
6e673fa4-462d-4629-9a87-2ba0fa5d3f4d,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,a8f71bbf-b5dc-46ef-b6ae-267d3acdc04e,,,,,,,,,,,,,,100
0d3709b9-822f-4631-9eab-a39a856e22f5,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,2af350e2-cdb2-431d-b8e2-edab9c1cf234,,,,,,,,,,,,,,100
6f280482-a472-4f96-b39d-84e53c748c1d,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(c),,06557a3b-6e2e-493a-989e-2b73fd638be9,,,,,,,,,,,Qualitative,"In accordance with Article 449a, the evolution of the institution’s current and future (planned) investment in environmentally sustainable economic activities and EU Taxonomy-aligned sectors/activities in accordance with the environmental objectives (including climate change objectives, e.g, in terms of GAR and BTAR) set out in Article 9 of Regulation (EU) 2020/8522. Institutions current and future (planned) investment activities towards environmental objectives may depend on their own approach and definitions. Institutions shall include these approaches in their disclosures.",,
ef3e920b-e600-4ce1-9c89-58ea56d80c04,Transition,,,6f280482-a472-4f96-b39d-84e53c748c1d,06557a3b-6e2e-493a-989e-2b73fd638be9,,,,,,,,,,,,,,100
cd4c818c-79fd-46a1-96c1-ac7250a83df9,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(d),,,,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, the measures that institutions take to mitigate risks associated with environmental factors, including understanding the counterparty’s capacity to manage environmental risks and entering into a dialogue with counterparties to mitigate such environmental risks.",,
fbe05847-a947-4e28-add6-df1840a625ad,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Governance,,,,,,,,,,,,,,,,
c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(e),,"c21df3e9-4b43-4f59-b97c-63238c4eeb1a,2e639db2-d563-4d12-bda3-544912363c95,d2f88ce2-4006-42f6-8e0d-b8d2778bc278,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (b), and Article 435(2), points (a), (b), (c) CRR, the involvement of institutions management body in the supervision and management of environmental risks, and the rationale for institutions approach taking into account various transmission channels such as physical, transition and liability risks.",,
da38a1cd-b1c9-440f-814f-3d95dda84f30,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,,,,,,,,,,,,,,100
05983d14-9571-4fad-9328-5a2b1f210f8b,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,2e639db2-d563-4d12-bda3-544912363c95,,,,,,,,,,,,,,100
ff1c26c1-c1dc-4e7c-9b71-38f8a3e15dba,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,d2f88ce2-4006-42f6-8e0d-b8d2778bc278,,,,,,,,,,,,,,100
aeb410b6-5edb-40ad-80dc-97e446f5717e,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,,,,,,,,,,,,,,100
6d03657e-dd41-40e0-9e03-6e063d3c24fc,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(f),,"df12b5a7-85d5-456c-b48b-b8b86b975a36,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), point (d) CRR, the ways in which institutions’ management body integrates short-term, medium-term and long-term effects of environmental risks in organisational structure for the purposes of risk management and the ways in which this integration of environmental risks is reflected in business lines and internal control functions.",,
6c8fdd9b-5d16-45e5-a15f-cc36cf05ab3f,Transition,,,6d03657e-dd41-40e0-9e03-6e063d3c24fc,df12b5a7-85d5-456c-b48b-b8b86b975a36,,,,,,,,,,,,,,100
c5c186ff-1e24-4b6b-986a-7b2770dda5f3,Transition,,,6d03657e-dd41-40e0-9e03-6e063d3c24fc,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,,,,,,,,,,,,,,100
532cbf4c-ea69-4d6b-8f07-26978a36e993,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(g),,"50a56c3c-71ee-4470-a83f-7de7b88824af,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (a), (b), (c) CRR, institutions’ organisation of risk committees and the allocation of tasks and responsibilities in the risk management framework to monitor and manage environmental risks, taking into account physical, transition and liability transmission channels.",,
cf810c6c-b9c8-4e3a-9e31-cff1ea92c783,Transition,,,532cbf4c-ea69-4d6b-8f07-26978a36e993,50a56c3c-71ee-4470-a83f-7de7b88824af,,,,,,,,,,,,,,100
c76248a4-989e-41ac-a284-7248d3404614,Transition,,,532cbf4c-ea69-4d6b-8f07-26978a36e993,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,,,,,,,,,,,,,,100
44003a30-6a80-4a41-8cea-a80f08d4b287,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(h),,7d0b8474-6371-4766-ae8d-fce04fefc3a7,,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, the ways via which institutions include environmental risks into internal reporting framework and structure, and the frequency of internal reporting and information exchange on environmental risks.",,
2cdccde4-19a2-4457-bdf5-b573f0bc2038,Transition,,,44003a30-6a80-4a41-8cea-a80f08d4b287,7d0b8474-6371-4766-ae8d-fce04fefc3a7,,,,,,,,,,,,,,100
13a2ab87-74fe-4d86-8eaf-5392469da901,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(i),,,,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, information on whether environmental risks are included in remuneration policy, and the criteria and metrics used to determine the impact on variable remuneration of environmental risk considerations.",,
8b82e74b-b353-4af3-af1c-c2d5af5cfca3,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Risk management,,,,,,,,,,,,,,,,
af975d0a-79cc-4359-8c94-71d08bccea0b,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(j),,"38aae54f-9b87-4e18-bba8-74119ce59226,5d9dfb50-2248-4e83-a919-8f7c31a7e4eb,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,624b00f4-0014-4abc-8e84-ffd6125fc021",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, integration of short-, medium- and long-term effects of environmental factors and risks in the risk tolerance framework. Institutions shall decide the relevant time horizon according to their own risk profile and exposures.",,
f8bb1e7b-b5d5-4fee-b431-da5de17b5005,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,38aae54f-9b87-4e18-bba8-74119ce59226,,,,,,,,,,,,,,100
8274ccd2-e1bc-4e82-b680-db4fa80ebff1,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,5d9dfb50-2248-4e83-a919-8f7c31a7e4eb,,,,,,,,,,,,,,100
ab50a6d2-f94e-4d56-9af2-ab7ad6721a18,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,,,100
9840a879-142d-4a68-bfea-769fa7924d7c,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,,,,100
5ffa2987-340e-4276-9a78-2fb862dff8ba,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,,,100
b60e700a-96f1-4081-b7d0-137a76d4b990,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,,100
0ac63ca1-35e9-4f32-a969-666c5ea05e97,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(k),,,,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the methodologies, definitions and standards institutions are using for the identification and management of environmental factors and risks, and the framework on which these standards, definitions and methodologies are based. An explanation of the linkages of methodologies, definitions and standards to the current international and European policy framework and benchmarks available, for example, Non-financial Reporting Directive (NFRD); Task Force on Climate-related Financial Disclosures (TCFD) Recommendations; European Commission’s Guidelines on non-financial reporting – Supplement on reporting climate-related information; United Nations Environment Programme Finance Initiative (UNEP FI); the Global Reporting Initiative (GRI) Sustainability Reporting Standards, the United Nations’ Principles for Responsible Investment (UNPRI), Sustainability Accounting Standards Board standards and Carbon Disclosure Projects.",,
4b6c7d9a-0b9b-4190-956e-47a67e62a856,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(l),,"cf03bd31-6987-4e89-8157-9ef19fdc021a,6cab5ea1-ff0c-472c-981c-98a71acdac5c,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,88652f7a-8154-4f09-92b7-780f7a47ccc6,624b00f4-0014-4abc-8e84-ffd6125fc021,458beb4b-d04e-41a7-abe3-8b13a349f296",,,,,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR: - the processes by which institutions identify and monitor its activities and exposures which are sensitive and vulnerable to environmental risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. - The processes by which institutions identify and monitor environmental risks that are financially material or currently nonmaterial with a prospect to become material in the future. Activities, exposures and assets which are sensitive and vulnerable to environmental risks shall include those related, for example, to agriculture, fisheries, forestry, energy sectors in combination with their geographical location, reliance on water or other environmental factors and risks, which may be vulnerable to factors such as flood, draught, fires, loss of biodiversity. They shall also include concentration of the counterparty’s operations in endangered zones, and they shall be deemed to cover the entire value chain of the counterparty. When disclosing the above, institutions shall indicate materiality (including double materiality) as defined in the report in accordance with Article 98(8) of CRD and it shall cover the life cycle of exposures including for example, loan origination together with creditworthiness assessment of the counterparty and monitoring. Institutions shall explain the extent to which such assessment covers relevant transmission channels including, for example, (i) lower profitability, (ii) lower real estate value, lower household wealth, (iii) lower asset performance, (iv) increase cost of compliance, and (v) increase legal costs. If institutions identify no environmental risks as material, they shall provide justification and present the underlying methodology used to arrive to this conclusion.",,
c2221f23-b63d-498f-a280-bf8e2a21ffae,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,cf03bd31-6987-4e89-8157-9ef19fdc021a,,,,,,,,,,,,,,100
7878b757-4919-4823-868e-723ebf20283c,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,6cab5ea1-ff0c-472c-981c-98a71acdac5c,,,,,,,,,,,,,,100
1d275d56-d07b-4269-953d-1d13844de113,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,,,100
29a3ce4b-f4b7-4d65-9ac1-5addc56bb0c5,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,,,,100
fef4eb23-ea74-4e28-918a-2a8fab593017,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,,,100
20ba1776-9679-4c81-a50d-9cc45935839c,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,,,,,,,,,100
795f25f3-563a-491a-9896-43fa582b5c10,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,,100
