ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,EBA_P3_Map?,SASB_Map?,Description,TCFD_Map?
c4eed934-11a1-46f6-93ba-e41b66473686,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-4,,,,,,,,Qualitative,Part,Part,Description of methodology used to calculate financed emissions,Yes
763f3e13-39b6-4f45-944b-0c1c005795d9,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-000.A,,,,,,,,Quantitative,No,Yes,(1) Total registered and (2) total unregistered assets under management (AUM),No
60b1fde7-c1c6-4e74-ad39-e6c1d1f04664,Attribute,150516d0-4eeb-424c-87c9-39053f01b4c6,FN-AC-000.B,,,,,,,,Quantitative,No,Yes,Total Assets under custody and supervision,No
053fbfec-8e1d-455f-baed-d7b9630e67d1,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,B16 - Commercial Banks,,,,,,,,,,,,
7408249b-3541-4532-bbda-46dc1707012d,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-410a.2,,,,,,,,Qualitative,Part,Yes,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",No
82cb0151-2d59-4947-bdbe-63f27f2196d3,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-1,,,,,,,,Quantitative,Yes,No,"(1) Gross exposure to carbon-related industries, by industry, (2) total gross exposure to all industries, and (3) percentage of total gross exposure for each carbon-related industry",Yes
64cfdbbc-688a-43eb-a975-768ae6e8977c,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-2,,,,,,,,Quantitative,Yes,No,Percentage of gross exposure included in the financed emissions calculation,No
b9e8d2d5-8c58-4799-8930-28344f2d89b3,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-3,,,,,,,,Quantitative,Part,No,"For each industry asset class: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions, (c) Scope 3 emissions, and (2) gross exposure (i.e. financed emissions",Yes
48376d61-0883-4aa0-85b5-e49a33c7216a,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-4,,,,,,,,Quantitative,Part,No,"For each industry asset class: (1) gross emissions intensity by(a) Scope 1 emissions, (b) Scope 2 emissions, (c) Scope 3 emissions, and (2) gross exposure (i.e. financed emissions",Yes
0291d308-af37-4bb3-acc8-190c9ae84dc1,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-5,,,,,,,,Qualitative,Yes,No,Description of the methodology used to calculate financed emissions,Yes
3f9aa2e4-039a-4cff-aa95-4a6401fdafd4,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-000.A,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of checking and savings accounrs by segment: (a) personal and (b) small business,No
6aa9a990-db8f-4a54-8b69-5d2f2191702a,Attribute,053fbfec-8e1d-455f-baed-d7b9630e67d1,FN-CB-000.B,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) value of loans by segment: (a) personal, (b) small business, and (c) corporate",No
15b4243b-1f80-49a5-8b02-3823d1611f9d,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,B17 - Insurance,,,,,,,,,,,,
0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410a.2,,,,,,,,Qualitative,Part,Yes,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",No
7e402e97-a220-4b70-a570-78febb86986b,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410b.1,,,,,,,,Quantitative,No,Yes,Net premiums written related to energy efficiency and low carbon technology,No
268843c7-e21e-4364-9c9b-358397a7bbe2,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-410b.2,,,,,,,,Qualitative,No,Yes,"Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors",Part
703642b9-0c26-4dfb-b90a-a6638a286283,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.1,,,,,,,,Quantitative,No,Yes,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,Part
3c0b6a8e-1e36-4c2d-91ea-8ab70fd144d0,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.2,,,,,,,,Quantitative,No,Yes,"Total amount of monetary losses attributable to insurance payouts from (1) modeled natural catastrophes and (2) non-modeled natural catastrophes, by type of event and geographic segment (net and gross of reinsurance)",No
d3804730-6c68-4ceb-a2fd-1163fc98b9be,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-450a.3,,,,,,,,Qualitative,No,Yes,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy,Part
9550b615-fe64-4ac0-b77c-000e9bc94cc6,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-1,,,,,,,,Quantitative,Part,No,"(1) Gross exposure to carbon-related industries, by industry (2) total gross exposure to all industries, and (3) percentage of total gross exposure to each carbon-related industry",No
422187a3-2c94-45c7-82b0-5592f0feb94d,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-2,,,,,,,,Quantitative,Part,No,Percentage of gross exposure included in the financed emissions calculation,No
39d85432-ff72-4ff4-9009-7bac1789cb42,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-3,,,,,,,,Quantitative,Part,No,"For each industry by asset class: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) gross exposure (i.e., financed emissions)",Yes
a376c4b4-39b9-4336-833a-5b3a5092de84,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-4,,,,,,,,Quantitative,Part,No,"For each industry by asset class: (1) gross emissions intensity of (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) gross exposure (i.e., financed emissions)",Yes
67ceec39-ef7a-45c3-98ef-e9c3e7c705b2,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-5,,,,,,,,Qualitative,Part,No,Description of the methodology used to calculate financed emissions,Yes
a4eb686c-35d6-4faf-b3a3-fabb2ed63f79,Attribute,15b4243b-1f80-49a5-8b02-3823d1611f9d,FN-IN-000.A,,,,,,,,Quantitative,No,Yes,"Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance",No
ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,B18 - Investment Banking & Brokerage,,,,,,,,,,,,
e8be7e7d-e402-404d-ab4e-693997e21628,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.1,,,,,,,,Quantitative,No,Part,"Revenue from (1) underwriting, (2) advisory, and (3) securitzation transactions incorporating integration of envrionmental, social and governance (ESG) factors, by industry#",No
88652f7a-8154-4f09-92b7-780f7a47ccc6,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.2,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) total value of investments and loans incorporating integration of environmental, social and governance (ESG) factors, by industry",No
624b00f4-0014-4abc-8e84-ffd6125fc021,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.3,,,,,,,,Qualitative,Part,Yes,"Description of approach to incorporation of environmental, social and governance (ESG) factors in investment banking and brokerage activities",No
6eb1f3b0-818e-463c-83e1-d1acf91d7c45,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-1,,,,,,,,Quantitative,Part,No,"For each key business line in industry: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions and (c) Scope 3 emissions, and (2) associated revenue (i.e. facilitated emissions)",Yes
f66de6e4-44d5-4829-b413-5803f1888a8a,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-2,,,,,,,,Qualitative,Part,No,Description of the methodology used to calculate financed emissions,Yes
6c78b942-d4b0-4cd3-8052-b32eec0a9619,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.A,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) value of (a) underwriting. (b) advisory, and (c) securitization transactions",No
a4457778-4ba8-4860-9abc-c46af9456517,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.B,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of proprietary investments and loans by sector,No
b96a741c-7425-469a-8e10-bbcdff8de364,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.C,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) value of market making transactions in (a) fixed income, (b) equity, (c) currency, (d) derivatives, and (e) commodity products",No
a2fead6c-f111-4b2b-a13c-2d55190e944a,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,B19 - Mortgage Finance,,,,,,,,,,,,
10a9738a-11ff-484b-ac18-3978b178cf1c,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.1,,,,,,,,Quantitative,No,Part,(1) Number and (2) value of mortgage loans in 100-year flood zones,No
2158cdf2-295f-41fa-9ad6-e5dbe60f3632,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.2,,,,,,,,Quantitative,Part,Part,"(1) Total expected loss and (2) Loss Default (LGD) attributable to mortgage loan default and deliquency due to weather-related natural catastrophes, by geographic region",No
458beb4b-d04e-41a7-abe3-8b13a349f296,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.3,,,,,,,,Qualitative,Part,Yes,Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting,No
d9ec6ac2-6712-4780-b4aa-61ce8473adac,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.A,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial,No
dff87e34-40b3-4459-b1ba-b31ae43a547f,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.B,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial,No
