ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Description,TCFD_Map?,EBA_P3_Map?,SEC_Map?,confidence,SASB_Map?
50a56c3c-71ee-4470-a83f-7de7b88824af,Attribute,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,(v),,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,"how the body(s) or individual(s) oversees the setting of targets related to climate-related risks and opportunities, and monitors progress towards those targets (see paragraphs 33⁠–⁠36), including whether and how related performance metrics are included in remuneration policies (see paragraph 29(g)).",Yes,Part,Yes,,
06052b92-c838-469a-b638-c618be159326,Transition,,,50a56c3c-71ee-4470-a83f-7de7b88824af,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,,,,100,
d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,Group,5a955e28-5d02-4758-8a96-cf08951cd113,(b),,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,"management’s role in the governance processes, controls and procedures used to monitor, manage and oversee climate-related risks and opportunities, including information about:",Part,Part,Yes,,
53149988-47fe-4b48-ba41-e7182587c488,Transition,,,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,,,,100,
fcad0300-eee8-40a6-acdb-459ee16c3fe8,Attribute,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,(i),,,,,,,,,,,whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and,,,,,
d00cab2f-eae9-4836-b4f3-668c5ac557b5,Attribute,d670eaf2-d460-4fe5-9dfa-99a9c5a253d7,(ii),,,,,,,,,,,"whether management uses controls and procedures to support the oversight of climate-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",,,,,
9795c4bc-c602-4f7a-b969-730522de729c,Attribute,f6f7e0c1-0ea5-437d-af87-1087c6f9f174,7,,,,,,,,,,,"In preparing disclosures to fulfil the requirements in paragraph 6, an entity shall avoid unnecessary duplication in accordance with IFRS S1 General Requirements for Disclosure of Sustainability-related Financial Information (IFRS S1) (see paragraph B42(b) of IFRS S1). For example, although an entity shall provide the information required by paragraph 6, if oversight of sustainability-related risks and opportunities is managed on an integrated basis, the entity would avoid duplication by providing integrated governance disclosures instead of separate disclosures for each sustainability-related risk and opportunity.",,,,,
ba4009b1-6a40-4ab1-ad33-4507c56632c2,Object,5995bdb5-0b8d-4a23-88a6-c41f3f4c9032,Strategy,,,,,,,,,,,,,,,,
a6064081-b55d-4873-aabd-653b29cbcf7d,Attribute,ba4009b1-6a40-4ab1-ad33-4507c56632c2,8,,,,,,,,,,,The objective of climate-related financial disclosures on strategy is to enable users of general purpose financial reports to understand an entity’s strategy for managing climate-related risks and opportunities.,,,,,
bcffbcff-33f9-413d-a5af-a0603af4b24f,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,9,,,,,,,,,,,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand:",,,,,
5a429598-2506-478e-b7d5-f469caf447fd,Attribute,bcffbcff-33f9-413d-a5af-a0603af4b24f,(a),,,,,,,,,,,the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10⁠–⁠12);,,,,,
30dfc8f6-30de-4e02-8c31-0ca7e1e33387,Attribute,bcffbcff-33f9-413d-a5af-a0603af4b24f,(b),,,,,,,,,,,the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13);,,,,,
c05e6e2c-e2d0-4b10-81a8-a8fcdcbf38e3,Attribute,bcffbcff-33f9-413d-a5af-a0603af4b24f,(c),,,,,,,,,,,"the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14);",,,,,
118aaed9-5458-45a1-b9cf-f8dc786ebdaa,Attribute,bcffbcff-33f9-413d-a5af-a0603af4b24f,(d),,,,,,,,,,,"the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15⁠–⁠21); and",,,,,
d594bb4a-3234-49d9-b315-ae1214a0c02f,Attribute,bcffbcff-33f9-413d-a5af-a0603af4b24f,(e),,,,,,,,,,,"the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",,,,,
a9c9650b-8183-4d41-9fea-73420515119c,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,Climate-related risks and opportunities,,,,,,,,,,,,,,,,
38aae54f-9b87-4e18-bba8-74119ce59226,Group,a9c9650b-8183-4d41-9fea-73420515119c,10,,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,"An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall:",Yes,Yes,Yes,,
fce27e18-e942-4f4f-b1c6-a5b49b80482f,Transition,,,38aae54f-9b87-4e18-bba8-74119ce59226,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,,,,100,
3f0c63c2-a5d0-4aa6-92d0-2d61975a01b7,Attribute,38aae54f-9b87-4e18-bba8-74119ce59226,(a),,,,,,,,,,,describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects;,,,,,
b0bcb99f-1d35-4c5a-b595-519cc5d3c112,Attribute,38aae54f-9b87-4e18-bba8-74119ce59226,(b),,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,"explain, for each climate-related risk the entity has identified, whether the entity considers the risk to be a climate-related physical risk or climate-related transition risk;",Yes,,Yes,,
7bc2af33-7e97-4e31-9c21-e118d33445a6,Transition,,,b0bcb99f-1d35-4c5a-b595-519cc5d3c112,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,,,,100,
b208554d-9fb4-4756-9e18-3d2bb996fa34,Attribute,38aae54f-9b87-4e18-bba8-74119ce59226,(c),,,,,,,,,,,"specify, for each climate-related risk and opportunity the entity has identified, over which time horizons—short, medium or long term—the effects of each climate-related risk and opportunity could reasonably be expected to occur; and",,,,,
7cc85bf9-0794-4845-bbaa-9f4225bb41f5,Attribute,38aae54f-9b87-4e18-bba8-74119ce59226,(d),,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,"explain how the entity defines ‘short term’, ‘medium term’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making.",Yes,Part,Yes,,
274ffe60-e76e-4cc3-8339-5a3e2a35d8b9,Transition,,,7cc85bf9-0794-4845-bbaa-9f4225bb41f5,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,,,,100,
c326327d-75d6-48d9-b2c5-f8507e3d1df0,Attribute,a9c9650b-8183-4d41-9fea-73420515119c,11,,,,,,,,,,,"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort, including information about past events, current conditions and forecasts of future conditions.",,,,,
df9dc2fa-0bb3-49f3-bc99-25fb9014a1be,Attribute,a9c9650b-8183-4d41-9fea-73420515119c,12,,,,,,,,,,,"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall refer to and consider the applicability of the industry-based disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2.",,,,,
2f24feb1-715e-4562-83e2-4a277a5089b5,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,Business model and value chain,,,,,,,,,,,,,,,,
72c62a8f-559a-4b95-8ed6-8897d961edcc,Group,2f24feb1-715e-4562-83e2-4a277a5089b5,13,,,,,,,,,,,"An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose:",,,,,
ffe9c960-6a14-4725-9477-d4fc741d75c3,Attribute,72c62a8f-559a-4b95-8ed6-8897d961edcc,(a),,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,a description of the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain; and,Yes,Part,Yes,,
1dc07a8e-d9c0-428b-a1f6-a8874b2df03f,Transition,,,ffe9c960-6a14-4725-9477-d4fc741d75c3,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
e874eea0-ac04-4d09-a366-d3d3d89f43a1,Attribute,72c62a8f-559a-4b95-8ed6-8897d961edcc,(b),,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,"a description of where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).",Yes,,Yes,,
07712131-7852-44a3-95cd-46ab91f0271e,Transition,,,e874eea0-ac04-4d09-a366-d3d3d89f43a1,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,,,,100,
d1aee234-0d90-40c3-81cd-9b87a153acbc,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,Strategy and decision-making,,,,,,,,,,,,,,,,
07949fee-3b38-42f0-ab51-8192a9bcc154,Group,d1aee234-0d90-40c3-81cd-9b87a153acbc,14,,,,,,,,,,,"An entity shall disclose information that enables users of general purpose financial reports to understand the effects of climate-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose:",,,,,
82067ba4-0efd-456b-a2db-367ab01998d4,Group,07949fee-3b38-42f0-ab51-8192a9bcc154,(a),,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,"information about how the entity has responded to, and plans to respond to, climate-related risks and opportunities in its strategy and decision-making, including how the entity plans to achieve any climate-related targets it has set and any targets it is required to meet by law or regulation. Specifically, the entity shall disclose information about:",Part,Part,Yes,,
37df134e-6ff9-4ded-92ba-f902738c230f,Transition,,,82067ba4-0efd-456b-a2db-367ab01998d4,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
b2e8a90f-39fe-4488-8c8b-ad5d9ec362de,Attribute,82067ba4-0efd-456b-a2db-367ab01998d4,(i),,,,,,,,,,,"current and anticipated changes to the entity’s business model, including its resource allocation, to address climate-related risks and opportunities (for example, these changes could include plans to manage or decommission carbon-, energy- or water-intensive operations; resource allocations resulting from demand or supply-chain changes; resource allocations arising from business development through capital expenditure or additional expenditure on research and development; and acquisitions or divestments);",,,,,
2dfa628c-88dd-45f5-9eee-3c1d67bf5a5d,Attribute,82067ba4-0efd-456b-a2db-367ab01998d4,(ii),,,,,,,,,,,"current and anticipated direct mitigation and adaptation efforts (for example, through changes in production processes or equipment, relocation of facilities, workforce adjustments, and changes in product specifications);",,,,,
bc5105cf-785b-4637-83e5-e7312c658607,Attribute,82067ba4-0efd-456b-a2db-367ab01998d4,(iii),,,,,,,,,,,"current and anticipated indirect mitigation and adaptation efforts (for example, through working with customers and supply chains);",,,,,
8d7e3213-93d5-4e6e-9464-5b836bfd069e,Attribute,82067ba4-0efd-456b-a2db-367ab01998d4,(iv),,,,,,,,,,,"any climate-related transition plan the entity has, including information about key assumptions used in developing its transition plan, and dependencies on which the entity’s transition plan relies; and",,,,,
fe556e2d-75f7-485b-a781-59d8c30c0b46,Attribute,82067ba4-0efd-456b-a2db-367ab01998d4,(v),,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,"how the entity plans to achieve any climate-related targets, including any greenhouse gas emissions targets, described in accordance with paragraphs 33⁠–⁠36.",Part,Part,Yes,,
9deb506a-7619-422a-8a2e-ce295d0b9412,Transition,,,fe556e2d-75f7-485b-a781-59d8c30c0b46,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
0296fa01-08a9-4ba5-b117-8db830f267fb,Attribute,07949fee-3b38-42f0-ab51-8192a9bcc154,(b),,,,,,,,,,,"information about how the entity is resourcing, and plans to resource, the activities disclosed in accordance with paragraph 14(a).",,,,,
4d1c781a-418c-4112-b6a1-e5d89cb174ce,Attribute,07949fee-3b38-42f0-ab51-8192a9bcc154,(c),,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,quantitative and qualitative information about the progress of plans disclosed in previous reporting periods in accordance with paragraph 14(a).,Yes,Yes,Yes,,
d6d0591a-1e14-4b9b-840e-f7e4aa17112a,Transition,,,4d1c781a-418c-4112-b6a1-e5d89cb174ce,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
a1ecbe1a-7f08-4674-ba78-dda66fe85894,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,"Financial position, financial performance and cash flows",,,,,,,,,,,,,,,,
23645944-4a10-4fbe-a849-4d54f093c62e,Group,a1ecbe1a-7f08-4674-ba78-dda66fe85894,15,,,,,,,,,,,An entity shall disclose information that enables users of general purpose financial reports to understand:,,,,,
fa2d72cf-0426-45e8-a540-a6c64face5f1,Attribute,23645944-4a10-4fbe-a849-4d54f093c62e,(a),,,,,,,,,,,"the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and",,,,,
73038587-7b97-44c7-9fd0-49cedc5575a5,Attribute,23645944-4a10-4fbe-a849-4d54f093c62e,(b),,,,,,,,,,,"the anticipated effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how climate-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",,,,,
5c44c3ab-2b83-4307-ba3a-609947a393ec,Group,a1ecbe1a-7f08-4674-ba78-dda66fe85894,16,,,,,,,,,,,"Specifically, an entity shall disclose quantitative and qualitative information about:",,,,,
16e07e32-16af-4a8a-91f1-0102e2fd3cde,Attribute,5c44c3ab-2b83-4307-ba3a-609947a393ec,(a),,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,"how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period;",Yes,,Yes,,
0334c4fb-c091-4466-a0d4-45db0eeeef37,Transition,,,16e07e32-16af-4a8a-91f1-0102e2fd3cde,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
cf03bd31-6987-4e89-8157-9ef19fdc021a,Attribute,5c44c3ab-2b83-4307-ba3a-609947a393ec,(b),,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements;,Yes,Yes,Part,,
5b6c1059-2417-4449-b20e-83fb0f01a1b6,Transition,,,cf03bd31-6987-4e89-8157-9ef19fdc021a,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,,,,100,
06557a3b-6e2e-493a-989e-2b73fd638be9,Group,5c44c3ab-2b83-4307-ba3a-609947a393ec,(c),,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,"how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration:",Part,Part,Part,,
17bfaa02-8d82-499e-9803-7eb0f4c541e0,Transition,,,06557a3b-6e2e-493a-989e-2b73fd638be9,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,,,,100,
10b07880-ed64-4b7c-86e0-1272986a317a,Attribute,06557a3b-6e2e-493a-989e-2b73fd638be9,(i),,,,,,,,,,,"its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and",,,,,
5a62792b-a51f-4294-b79a-43083b9c75f4,Attribute,06557a3b-6e2e-493a-989e-2b73fd638be9,(ii),,,,,,,,,,,its planned sources of funding to implement its strategy; and,,,,,
e54b075c-7d7c-400a-9231-bda08ed68979,Attribute,5c44c3ab-2b83-4307-ba3a-609947a393ec,(d),,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,"how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",Part,,Part,,
c53406f3-880c-40e8-b65e-5a36c43f531d,Transition,,,e54b075c-7d7c-400a-9231-bda08ed68979,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,,,,100,
98dc85e7-b60b-4dd9-b842-b0793cf92c4d,Attribute,a1ecbe1a-7f08-4674-ba78-dda66fe85894,17,,,,,,,,,,,"In providing quantitative information, an entity may disclose a single amount or a range.",,,,,
f4a4a54a-4315-4a11-b522-e8cc5c30fdae,Group,a1ecbe1a-7f08-4674-ba78-dda66fe85894,18,,,,,,,,,,,"In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall:",,,,,
59870103-1cdd-4af5-a259-0342cd2352b4,Attribute,f4a4a54a-4315-4a11-b522-e8cc5c30fdae,(a),,,,,,,,,,,use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort; and,,,,,
a2db4b41-db59-419a-a5b8-3bb2043fc136,Attribute,f4a4a54a-4315-4a11-b522-e8cc5c30fdae,(b),,,,,,,,,,,"use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",,,,,
565de3b3-c2ad-4913-b711-494a97218094,Group,a1ecbe1a-7f08-4674-ba78-dda66fe85894,19,,,,,,,,,,,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that:,,,,,
c90d6a41-c36b-4249-a301-3ca07779db6b,Attribute,565de3b3-c2ad-4913-b711-494a97218094,(a),,,,,,,,,,,those effects are not separately identifiable; or,,,,,
1b617110-fee5-46ba-b029-7a756c4c2d7a,Attribute,565de3b3-c2ad-4913-b711-494a97218094,(b),,,,,,,,,,,the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,,,,,
c689cca7-10e6-470f-9e3b-c0a6a0b24081,Attribute,a1ecbe1a-7f08-4674-ba78-dda66fe85894,20,,,,,,,,,,,"In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.",,,,,
8f98ba9d-579f-4375-af24-cf5bd109e4d0,Group,a1ecbe1a-7f08-4674-ba78-dda66fe85894,21,,,,,,,,,,,"If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19⁠–⁠20, the entity shall:",,,,,
39bb3b2a-99ae-406f-b67a-872313b335cf,Attribute,8f98ba9d-579f-4375-af24-cf5bd109e4d0,(a),,,,,,,,,,,explain why it has not provided quantitative information;,,,,,
8ed07d34-a0ad-4a5a-a3e6-921c488a1d28,Attribute,8f98ba9d-579f-4375-af24-cf5bd109e4d0,(b),,,,,,,,,,,"provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and",,,,,
c2841428-0c5b-4650-9581-e0547434e626,Attribute,8f98ba9d-579f-4375-af24-cf5bd109e4d0,(c),,,,,,,,,,,provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.,,,,,
977e7dc3-8e28-4c9a-a61c-f483097f75ef,Group,ba4009b1-6a40-4ab1-ad33-4507c56632c2,Climate resilience,,,,,,,,,,,,,,,,
1d5af0f0-822e-44ec-bbd3-ad5f40e0a7e0,Group,977e7dc3-8e28-4c9a-a61c-f483097f75ef,22,,,,,,,,,,,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1⁠–⁠B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose:",,,,,
4072ca27-fc3a-444a-8735-d0a581ba712a,Group,1d5af0f0-822e-44ec-bbd3-ad5f40e0a7e0,(a),,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,"the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand:",Part,,Yes,,
f5e5202f-994f-4c10-9913-254b2efefc9a,Transition,,,4072ca27-fc3a-444a-8735-d0a581ba712a,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,,,,100,
a3e1a315-fab8-4f92-8f7b-63ddf29cc997,Attribute,4072ca27-fc3a-444a-8735-d0a581ba712a,(i),,,,,,,,,,,"the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis;",,,,,
41d7f56d-47e8-48db-b935-41124a8d7082,Attribute,4072ca27-fc3a-444a-8735-d0a581ba712a,(ii),,,,,,,,,,,the significant areas of uncertainty considered in the entity’s assessment of its climate resilience;,,,,,
46d04b0a-e7b5-4d35-9b73-03576cf7b07d,Group,4072ca27-fc3a-444a-8735-d0a581ba712a,(iii),,,,,,,,,,,"the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including;",,,,,
d21d21de-5f3b-42c9-a3eb-089c1ee6ee6b,Attribute,46d04b0a-e7b5-4d35-9b73-03576cf7b07d,-1,,,,,,,,,,,"the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities;",,,,,
1f3ccd83-e68a-4b80-89ab-9ed9af03461b,Attribute,46d04b0a-e7b5-4d35-9b73-03576cf7b07d,-2,,,,,,,,,,,"the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and",,,,,
de2ebc5c-f67c-4c93-a34d-32d787570844,Attribute,46d04b0a-e7b5-4d35-9b73-03576cf7b07d,-3,,,,,,,,,,,"the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and",,,,,
1d04fd1b-dd09-4574-a9d6-0adedcba46f5,Group,1d5af0f0-822e-44ec-bbd3-ad5f40e0a7e0,(b),,"36058f69-8afa-4f8e-9e23-fc02cd6805e9,743e65b8-3187-4b93-99af-7c9989148a9c",,,,,,,,,"how and when the climate-related scenario analysis was carried out, including:",Part,,Yes,,
5490b4c8-aa38-4b31-9c8b-9b95c9bf9854,Transition,,,1d04fd1b-dd09-4574-a9d6-0adedcba46f5,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,,,,100,
5fafb765-0734-4231-820f-ccff9e3cfe14,Transition,,,1d04fd1b-dd09-4574-a9d6-0adedcba46f5,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,,,,100,
982bdb0a-c286-401f-a366-2f19cd16aa38,Group,1d04fd1b-dd09-4574-a9d6-0adedcba46f5,(i),,,,,,,,,,,"information about the inputs the entity used, including:",,,,,
d6969a39-51e7-4730-ab4d-db1d73f52162,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-1,,,,,,,,,,,which climate-related scenarios the entity used for the analysis and the sources of those scenarios;,,,,,
4f38efe7-2c90-4484-b0aa-2b236ce3bcdf,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-2,,,,,,,,,,,whether the analysis included a diverse range of climate-related scenarios;,,,,,
0ab17317-ccb5-464c-b815-4d98c1df1fc1,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-3,,,,,,,,,,,whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks;,,,,,
3805b10f-3c9f-4359-be30-cd7121590cfb,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-4,,,,,,,,,,,"whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change;",,,,,
21463bc0-17d1-4895-818a-4ca83f7cc467,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-5,,,,,,,,,,,"why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties;",,,,,
8157d4ca-ceab-4934-8539-580942fa70c9,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-6,,,,,,,,,,,the time horizons the entity used in the analysis; and,,,,,
f1f1c0c4-bf52-4d29-ad3e-527b8596510b,Attribute,982bdb0a-c286-401f-a366-2f19cd16aa38,-7,,,,,,,,,,,"what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis);",,,,,
8d0626ba-0890-482f-b607-e9d6b88ba116,Group,1d04fd1b-dd09-4574-a9d6-0adedcba46f5,(ii),,,,,,,,,,,"the key assumptions the entity made in the analysis, including assumptions about:",,,,,
8610a1b0-8456-4b15-9260-60ccf7f0cb9b,Attribute,8d0626ba-0890-482f-b607-e9d6b88ba116,-1,,,,,,,,,,,climate-related policies in the jurisdictions in which the entity operates;,,,,,
5b071fe2-6f34-4fad-8dae-d58ba66851c5,Attribute,8d0626ba-0890-482f-b607-e9d6b88ba116,-2,,,,,,,,,,,macroeconomic trends;,,,,,
0e19476b-bb73-4203-886d-7d0dba968375,Attribute,8d0626ba-0890-482f-b607-e9d6b88ba116,-3,,,,,,,,,,,"national- or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources);",,,,,
843d3984-8b5b-4556-9d69-748259b17bc7,Attribute,8d0626ba-0890-482f-b607-e9d6b88ba116,-4,,,,,,,,,,,energy usage and mix; and,,,,,
25d3a7cc-b838-4d31-b3e9-c0cadf164e5d,Attribute,8d0626ba-0890-482f-b607-e9d6b88ba116,-5,,,,,,,,,,,developments in technology; and,,,,,
d3396d1e-97a4-4bf5-b1ca-58adab354740,Attribute,1d04fd1b-dd09-4574-a9d6-0adedcba46f5,(iii),,,,,,,,,,,the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18).,,,,,
60a8c3c4-9f5a-4714-a21b-616a949d1ad2,Attribute,ba4009b1-6a40-4ab1-ad33-4507c56632c2,23,,,,,,,,,,,"In preparing disclosures to meet the requirements in paragraphs 13⁠–⁠22, an entity shall refer to and consider the applicability of cross-industry metric categories, as described in paragraph 29, and industry-based metrics associated with disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2 as described in paragraph 32.",,,,,
e579ae2a-dc3a-43e5-a0c3-31fc3f18babd,Object,5995bdb5-0b8d-4a23-88a6-c41f3f4c9032,Risk management,,,,,,,,,,,,,,,,
0bab7143-3705-400b-8464-5dfc826896a1,Attribute,e579ae2a-dc3a-43e5-a0c3-31fc3f18babd,24,,,,,,,,,,,"The objective of climate-related financial disclosures on risk management is to enable users of general purpose financial reports to understand an entity’s processes to identify, assess, prioritise and monitor climate-related risks and opportunities, including whether and how those processes are integrated into and inform the entity’s overall risk management process.",,,,,
6cab5ea1-ff0c-472c-981c-98a71acdac5c,Group,e579ae2a-dc3a-43e5-a0c3-31fc3f18babd,25,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,"To achieve this objective, an entity shall disclose information about:",Part,Yes,Part,,
4694226b-7fe2-487c-8f55-53575932197f,Transition,,,6cab5ea1-ff0c-472c-981c-98a71acdac5c,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,,,,100,
a0800eb3-dd56-4301-ba86-9dabee10e45c,Group,6cab5ea1-ff0c-472c-981c-98a71acdac5c,(a),,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,"the processes and related policies the entity uses to identify, assess, prioritise and monitor climate-related risks, including information about:",Part,Part,Part,,
3bfdec77-f4f9-455e-9529-51fe555333a6,Transition,,,a0800eb3-dd56-4301-ba86-9dabee10e45c,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,,,,100,
