ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,EBA_P3_Map?,SASB_Map?,Description,TCFD_Map?,Full_Partial_Match,Delta,Potential_Proxy,Depends_on_Industry,Calculation_Required
e8be7e7d-e402-404d-ab4e-693997e21628,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.1,"48260b22-06f1-4729-a98e-3c2ac71a8a6c,a5fc600a-acea-475a-beaf-b46c89836708",,,,,,,Quantitative,No,Part,"Revenue from (1) underwriting, (2) advisory, and (3) securitzation transactions incorporating integration of envrionmental, social and governance (ESG) factors, by industry#",No,,,,,
88652f7a-8154-4f09-92b7-780f7a47ccc6,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.2,"48260b22-06f1-4729-a98e-3c2ac71a8a6c,a5fc600a-acea-475a-beaf-b46c89836708",,,,,,,Quantitative,No,Yes,"(1) Number and (2) total value of investments and loans incorporating integration of environmental, social and governance (ESG) factors, by industry",No,,,,,
624b00f4-0014-4abc-8e84-ffd6125fc021,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-410a.3,"48260b22-06f1-4729-a98e-3c2ac71a8a6c,a5fc600a-acea-475a-beaf-b46c89836708",,,,,,,Qualitative,Part,Yes,"Description of approach to incorporation of environmental, social and governance (ESG) factors in investment banking and brokerage activities",No,,,,,
6eb1f3b0-818e-463c-83e1-d1acf91d7c45,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-1,33abac51-57ad-4043-8c3e-c7f8f70edacc,,,,,,,Quantitative,Part,No,"For each key business line in industry: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions and (c) Scope 3 emissions, and (2) associated revenue (i.e. facilitated emissions)",Yes,,,,,
f66de6e4-44d5-4829-b413-5803f1888a8a,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB-2,33abac51-57ad-4043-8c3e-c7f8f70edacc,,,,,,,Qualitative,Part,No,Description of the methodology used to calculate financed emissions,Yes,,,,,
6c78b942-d4b0-4cd3-8052-b32eec0a9619,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.A,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) value of (a) underwriting. (b) advisory, and (c) securitization transactions",No,,,,,
a4457778-4ba8-4860-9abc-c46af9456517,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.B,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of proprietary investments and loans by sector,No,,,,,
b96a741c-7425-469a-8e10-bbcdff8de364,Attribute,ec7d0f6a-bb97-40ff-aa61-c81fffe64e58,FN-IB.000.C,,,,,,,,Quantitative,No,Yes,"(1) Number and (2) value of market making transactions in (a) fixed income, (b) equity, (c) currency, (d) derivatives, and (e) commodity products",No,,,,,
a2fead6c-f111-4b2b-a13c-2d55190e944a,Object,ae10df11-bd9b-4a34-9081-d2d909c168fe,B19 - Mortgage Finance,,,,,,,,,,,,,,,,,
10a9738a-11ff-484b-ac18-3978b178cf1c,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.1,,,,,,,,Quantitative,No,Part,(1) Number and (2) value of mortgage loans in 100-year flood zones,No,,,,,
2158cdf2-295f-41fa-9ad6-e5dbe60f3632,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.2,,,,,,,,Quantitative,Part,Part,"(1) Total expected loss and (2) Loss Default (LGD) attributable to mortgage loan default and deliquency due to weather-related natural catastrophes, by geographic region",No,,,,,
458beb4b-d04e-41a7-abe3-8b13a349f296,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.3,"48260b22-06f1-4729-a98e-3c2ac71a8a6c,a5fc600a-acea-475a-beaf-b46c89836708",,,,,,,Qualitative,Part,Yes,Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting,No,,,,,
d9ec6ac2-6712-4780-b4aa-61ce8473adac,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.A,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial,No,,,,,
dff87e34-40b3-4459-b1ba-b31ae43a547f,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.B,,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial,No,,,,,
cd65e7e0-75d5-4aee-acc7-04a515f15086,Layer,,SEC Climate-related Disclosures,,,,,,,,,,,,,,,,,
76777e86-dd84-4f20-83aa-6aa7c4c30100,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,A. Overview of the Climate-Related Disclosure Framework,,,,,,,,,,,,,,,,,
f968db1c-0246-49f4-838b-86b98a0fa663,Attribute,76777e86-dd84-4f20-83aa-6aa7c4c30100,1. Proposed TCFD-Based Disclosure Framework,,,,,,,,,,,See page 46 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
8aa582d9-2e32-4251-82a8-d3402ba8968c,Attribute,76777e86-dd84-4f20-83aa-6aa7c4c30100,2. Location of the Climate-Related Disclosure,,,,,,,,,,,See page 50 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
4067552c-20e1-4d90-a0a8-32f8968ae338,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,B. Disclosure of Climate-Related Risks,,,,,,,,,,,,,,,,,
de216cdb-19b3-4032-a075-1eceba71526e,Attribute,4067552c-20e1-4d90-a0a8-32f8968ae338,1. Definitions of Climate-Related Risks and Climate-Related Opportunities,,"62f09a8f-5d32-4aed-8cc1-536c72943e00,bedade3d-c52c-483f-8966-311978556e8f,e91e98a4-678f-4bec-9409-eccb4401c376,82cb0151-2d59-4947-bdbe-63f27f2196d3,9550b615-fe64-4ac0-b77c-000e9bc94cc6",,,,,,,,,See page 56 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
0faa4497-cf8f-4f4a-b667-9877f050abc3,Transition,,,de216cdb-19b3-4032-a075-1eceba71526e,62f09a8f-5d32-4aed-8cc1-536c72943e00,,,,,,,,,,,Yes,0,No,No,No
5065138d-bbf1-408d-8b24-70e63166da22,Transition,,,de216cdb-19b3-4032-a075-1eceba71526e,bedade3d-c52c-483f-8966-311978556e8f,,,,,,,,,,,Yes,0,No,No,No
6d447061-11db-4a19-9ea1-9e7d5392d39f,Transition,,,de216cdb-19b3-4032-a075-1eceba71526e,e91e98a4-678f-4bec-9409-eccb4401c376,,,,,,,,,,,Yes,0,No,No,No
73284593-a3d1-43a0-8da4-8936ae761216,Transition,,,de216cdb-19b3-4032-a075-1eceba71526e,82cb0151-2d59-4947-bdbe-63f27f2196d3,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
33a1cba2-a57b-4ecd-8ea2-9e9ecb86161c,Transition,,,de216cdb-19b3-4032-a075-1eceba71526e,9550b615-fe64-4ac0-b77c-000e9bc94cc6,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
c8ffaa4a-0b53-4560-98a5-1d7a3aef11bc,Attribute,4067552c-20e1-4d90-a0a8-32f8968ae338,2. Proposed Time Horizons and the Materiality Determination,,7925c970-9536-42e2-9ff4-7628c1ec5c49,,,,,,,,,See page 63 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
7f12bd29-c0fc-4aa6-a80d-f5ce392bafd5,Transition,,,c8ffaa4a-0b53-4560-98a5-1d7a3aef11bc,7925c970-9536-42e2-9ff4-7628c1ec5c49,,,,,,,,,,,Yes,0,No,No,No
3742edf9-8e82-4647-a1bf-f3c50e796d25,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,"C. Disclosure Regarding Climate-Related Impacts on Strategy, Business Model, and Outlook",,,,,,,,,,,,,,,,,
48260b22-06f1-4729-a98e-3c2ac71a8a6c,Attribute,3742edf9-8e82-4647-a1bf-f3c50e796d25,1. Disclosure of Material Impacts,,"62f09a8f-5d32-4aed-8cc1-536c72943e00,bedade3d-c52c-483f-8966-311978556e8f,e91e98a4-678f-4bec-9409-eccb4401c376,223984c2-936c-4f90-b13b-0e2a8a991ae7,17a95b06-4489-4df6-8b6f-84ae00a138e2,ff89eba5-cdcb-4d04-a8fe-638c94fd6a81,38a9397e-77c5-4d5b-a650-f40c5382f7bf,846d8b45-e7b0-4326-bc7a-2122d8628174,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,82cb0151-2d59-4947-bdbe-63f27f2196d3,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,7e402e97-a220-4b70-a570-78febb86986b,268843c7-e21e-4364-9c9b-358397a7bbe2,d3804730-6c68-4ceb-a2fd-1163fc98b9be,9550b615-fe64-4ac0-b77c-000e9bc94cc6,e8be7e7d-e402-404d-ab4e-693997e21628,88652f7a-8154-4f09-92b7-780f7a47ccc6,624b00f4-0014-4abc-8e84-ffd6125fc021,458beb4b-d04e-41a7-abe3-8b13a349f296",,,,,,,,,See page 72 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
4b8e9e08-6f92-43d5-8305-f49b2de676ab,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,62f09a8f-5d32-4aed-8cc1-536c72943e00,,,,,,,,,,,Yes,0,No,No,No
7b5a0f48-c0c5-42ec-806e-014bdb6b9aa5,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,bedade3d-c52c-483f-8966-311978556e8f,,,,,,,,,,,Yes,0,No,No,No
c1039311-07a6-4f5c-b7ba-ba75a2438e75,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,e91e98a4-678f-4bec-9409-eccb4401c376,,,,,,,,,,,Yes,0,No,No,No
ca46eee4-3b96-4908-8054-9b1e63450a2d,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,223984c2-936c-4f90-b13b-0e2a8a991ae7,,,,,,,,,,,Yes,0,No,No,No
9ddd4f1e-db9c-41a8-b441-fc197ab9d685,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,,,Yes,0,No,No,No
eecc5afc-ad23-4f07-b317-8d10e08d7acb,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,ff89eba5-cdcb-4d04-a8fe-638c94fd6a81,,,,,,,,,,,Part,Potential effects of climate risks on future outlook are only required in qualitative form. Quantitative metrics and disclosures are only required in relation to climate effects that have materialised and already affected the company's financial position/performance.,No,No,No
6a8d828b-0daa-4901-b7df-52fd411341e4,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,38a9397e-77c5-4d5b-a650-f40c5382f7bf,,,,,,,,,,,Part,Potential effects of climate risks on future outlook are only required in qualitative form. Quantitative metrics and disclosures are only required in relation to climate effects that have materialised and already affected the company's financial position/performance.,No,No,No
67a24798-88cf-4bd6-a21a-96ad873526f0,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,846d8b45-e7b0-4326-bc7a-2122d8628174,,,,,,,,,,,Part,Potential effects of climate risks on future outlook are only required in qualitative form. Quantitative metrics and disclosures are only required in relation to climate effects that have materialised and already affected the company's financial position/performance.,No,No,No
24c12d69-fd59-4e5b-82da-6172caa714ba,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
57fc4ac7-6c58-416f-9c8d-c2d9cd6b3bde,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
93fb07ce-7ba7-4aa1-b31b-690c5f051f4a,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,82cb0151-2d59-4947-bdbe-63f27f2196d3,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
38ae32f5-74d1-4b1e-8a3f-bb6e0b2d02e2,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
0d313c83-e737-4d87-971b-6f2f0f7c113a,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,7e402e97-a220-4b70-a570-78febb86986b,,,,,,,,,,,Part,May be covered under SEC optional climate-related opportunity disclosures,No,No,No
b3dc06a1-6839-45f8-bc70-9781c39ab0c7,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,268843c7-e21e-4364-9c9b-358397a7bbe2,,,,,,,,,,,Part,May be covered under SEC optional climate-related opportunity disclosures,No,No,No
7a1d150b-54de-4c6e-a994-a888d6fe4cfc,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,d3804730-6c68-4ceb-a2fd-1163fc98b9be,,,,,,,,,,,Part,"SEC does not specify insurance related processes, however this would likely be covered under SEC strategy disclosure requirements.",No,No,No
2d4f9423-7903-4d6d-8b60-6494c1a6701b,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,9550b615-fe64-4ac0-b77c-000e9bc94cc6,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
12f43112-134f-403d-87ed-f8ef2474c540,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,e8be7e7d-e402-404d-ab4e-693997e21628,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion of incorporation of environmental factors may be covered under SEC strategy and risk management disclosure requirements",No,No,No
4fe4e354-e237-4a49-8934-77943fc7ccd3,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion of incorporation of environmental factors may be covered under SEC strategy and risk management disclosure requirements",No,No,No
dbd5f1c9-d8b8-4bb6-a173-00ec99f3873d,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
fdea295c-92be-457b-943b-1afe7cc8df8b,Transition,,,48260b22-06f1-4729-a98e-3c2ac71a8a6c,458beb4b-d04e-41a7-abe3-8b13a349f296,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
cd2893f9-8e21-4753-899f-2b5efc7bb81e,Attribute,3742edf9-8e82-4647-a1bf-f3c50e796d25,2. Disclosure of Carbon Offsets or Renewable Energy Credits If Used,,,,,,,,,,,See page 77 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
d7046313-f863-4e26-b740-3a2e5c6d3e07,Attribute,3742edf9-8e82-4647-a1bf-f3c50e796d25,3. Disclosure of a Maintained Internal Carbon Price,,885b90ef-d4c2-427a-8721-0a93e957950c,,,,,,,,,See page 79 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
c5c7e144-30a4-462c-9c2d-669d1eaa60c3,Transition,,,d7046313-f863-4e26-b740-3a2e5c6d3e07,885b90ef-d4c2-427a-8721-0a93e957950c,,,,,,,,,,,Yes,0,No,No,No
da55528d-bf4c-4ae4-b282-f6b353140967,Attribute,3742edf9-8e82-4647-a1bf-f3c50e796d25,"4. Disclosure of Scenario Analysis, if Used",,"23de1b5b-69c7-48c4-b46d-a8d01527931e,8f9ecdd1-6129-4058-8a98-89c525f41409",,,,,,,,,See page 83 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
9d46620c-8a0a-47d8-8482-5f21d17c5532,Transition,,,da55528d-bf4c-4ae4-b282-f6b353140967,23de1b5b-69c7-48c4-b46d-a8d01527931e,,,,,,,,,,,Yes,0,No,No,No
bd6279bf-cad8-442c-b1ca-652e480d1afa,Transition,,,da55528d-bf4c-4ae4-b282-f6b353140967,8f9ecdd1-6129-4058-8a98-89c525f41409,,,,,,,,,,,Yes,0,No,No,No
8efe504f-5974-404e-9557-2c1a339a9dbe,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,D. Governance Disclosure,,,,,,,,,,,,,,,,,
3c7fa6bb-758d-4557-b85f-e0ea1f612d87,Attribute,8efe504f-5974-404e-9557-2c1a339a9dbe,1. Board Oversight,,"c40496a5-1e40-42ce-bf8e-57c9388db2b6,e38b9d18-6061-4598-a05b-d3ddb93912fe,cc467f97-4152-4865-a183-41a6b31c06bc,1648f610-b592-42a3-81b4-930829e843e7,fb878c4d-4f81-4775-a347-cd7e6ed6ce3c",,,,,,,,,See page 94 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
5c19669e-06fb-41ff-8475-2b397614d1f4,Transition,,,3c7fa6bb-758d-4557-b85f-e0ea1f612d87,c40496a5-1e40-42ce-bf8e-57c9388db2b6,,,,,,,,,,,Part,Opportunities not specified by SEC,No,No,No
ef4a813f-11bc-4b75-b20f-46013ba285df,Transition,,,3c7fa6bb-758d-4557-b85f-e0ea1f612d87,e38b9d18-6061-4598-a05b-d3ddb93912fe,,,,,,,,,,,Part,"SEC requires disclosure of climate-related expertise of the board/committee, however does not require a description of how they ensure relevant skills are present",No,No,No
321061ca-7f39-48a0-8fca-b37965bc5fc3,Transition,,,3c7fa6bb-758d-4557-b85f-e0ea1f612d87,cc467f97-4152-4865-a183-41a6b31c06bc,,,,,,,,,,,Yes,0,No,No,No
f0a3d278-9a20-4a8a-8c85-3543e81ff752,Transition,,,3c7fa6bb-758d-4557-b85f-e0ea1f612d87,1648f610-b592-42a3-81b4-930829e843e7,,,,,,,,,,,Yes,0,No,No,No
41cd1b64-6f97-4ac3-a25b-fe7967751fea,Transition,,,3c7fa6bb-758d-4557-b85f-e0ea1f612d87,fb878c4d-4f81-4775-a347-cd7e6ed6ce3c,,,,,,,,,,,Yes,0,No,No,No
62db3be0-23f6-4488-a5b1-8c359c50adb7,Attribute,8efe504f-5974-404e-9557-2c1a339a9dbe,2. Management Oversight,,662edc21-02d4-4627-b4fa-8703d5a53567,,,,,,,,,See page 96 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
cf0efa77-00d8-4dde-8166-703498f05fb8,Transition,,,62db3be0-23f6-4488-a5b1-8c359c50adb7,662edc21-02d4-4627-b4fa-8703d5a53567,,,,,,,,,,,Yes,0,No,No,No
3779280e-dcd6-4425-a1be-53f7fb8d7761,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,E. Risk Management Disclosure,,,,,,,,,,,,,,,,,
a5fc600a-acea-475a-beaf-b46c89836708,Attribute,3779280e-dcd6-4425-a1be-53f7fb8d7761,"1. Disclosure of Processes for Identifying, Assessing, and Managing Climate-Related Risks",,"2d176f2c-8f95-4964-a1f0-e303ebe74138,5256ae76-3e60-4bb0-980e-77c2f35b4726,4671bb12-aff9-4941-864e-10d03fa779b9,3fecc6a2-0387-4b9b-bc81-47777cdc233a,33899c1b-cb30-4402-b229-5adec58de813,fec5264f-3234-4d79-9199-2cfe4ef19fce,7408249b-3541-4532-bbda-46dc1707012d,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,e8be7e7d-e402-404d-ab4e-693997e21628,88652f7a-8154-4f09-92b7-780f7a47ccc6,624b00f4-0014-4abc-8e84-ffd6125fc021,458beb4b-d04e-41a7-abe3-8b13a349f296",,,,,,,,,See page 100 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
0b1f9980-d803-44ea-b8b0-d21bb63daa14,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,2d176f2c-8f95-4964-a1f0-e303ebe74138,,,,,,,,,,,Part,Opportunities not specified by SEC,No,No,No
5340cb8d-b526-4a02-9d99-5089a13b5f1a,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,5256ae76-3e60-4bb0-980e-77c2f35b4726,,,,,,,,,,,Part,"SEC does not specify: (iii) the input parameters it uses (for example, data sources, the scope of operations covered and the detail used in assumptions); or (iv) whether it has changed the processes used compared to the prior reporting period",No,No,No
c2350df1-3c6d-42a9-999a-ec695e184426,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,4671bb12-aff9-4941-864e-10d03fa779b9,,,,,,,,,,,Yes,0,No,No,No
0c9d0f16-da45-4059-ae44-dbd62a2d3fc7,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,3fecc6a2-0387-4b9b-bc81-47777cdc233a,,,,,,,,,,,Part,Opportunities not specified by SEC,No,No,No
d261f5ad-69b4-4b80-aa10-3b730307b015,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,33899c1b-cb30-4402-b229-5adec58de813,,,,,,,,,,,Yes,0,No,No,No
bf535e68-d3aa-4ab9-960b-847db87d0519,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
341bd2cf-aa9f-4a68-a9ce-2fc657250fc8,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,7408249b-3541-4532-bbda-46dc1707012d,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
7587f5d1-2326-4e82-b2fa-c4ac8825e784,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
56a97c1e-4403-4fce-bc14-11fadea7f12f,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,e8be7e7d-e402-404d-ab4e-693997e21628,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion of incorporation of environmental factors may be covered under SEC strategy and risk management disclosure requirements",No,No,No
36a608ed-d93c-48ff-ba9a-9e7d615594ec,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion of incorporation of environmental factors may be covered under SEC strategy and risk management disclosure requirements",No,No,No
95f6940a-4024-4864-9e4c-d4f061e1db5b,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
efbc0062-4e97-4bad-873c-56163d5b69ee,Transition,,,a5fc600a-acea-475a-beaf-b46c89836708,458beb4b-d04e-41a7-abe3-8b13a349f296,,,,,,,,,,,Part,Incorporation of Environmental factors may be covered under SEC strategy and risk management disclosure requirements,No,No,No
77e5d08c-cbcd-4510-982d-a56ac738ca3c,Attribute,3779280e-dcd6-4425-a1be-53f7fb8d7761,2. Transition Plan Disclosure,,"ad4294ca-59a1-42c7-8ca8-aead9a5226c4,acd8f34e-fadb-4b68-a542-c8957bff571d,c3d91609-bc19-4e05-bea6-bebe5f3e362f",,,,,,,,,See page 102 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
be0dc575-cf24-4939-be54-be119cbf7428,Transition,,,77e5d08c-cbcd-4510-982d-a56ac738ca3c,ad4294ca-59a1-42c7-8ca8-aead9a5226c4,,,,,,,,,,,Yes,0,No,No,No
3e19178a-27e5-4c6e-b5f0-04e56c2d849b,Transition,,,77e5d08c-cbcd-4510-982d-a56ac738ca3c,acd8f34e-fadb-4b68-a542-c8957bff571d,,,,,,,,,,,Yes,0,No,No,No
a0bceef0-0c92-43e4-b707-b3b3a8936fca,Transition,,,77e5d08c-cbcd-4510-982d-a56ac738ca3c,c3d91609-bc19-4e05-bea6-bebe5f3e362f,,,,,,,,,,,Yes,0,No,No,No
62b1af07-fc2c-43fb-a70b-0233e9f7aea8,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,F. Financial Statement Metrics,,,,,,,,,,,,,,,,,
2098bd1b-ddde-4dc8-b3fd-d07890330814,Attribute,62b1af07-fc2c-43fb-a70b-0233e9f7aea8,1. Overview,,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,See page 110 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
87319003-09cb-4763-a998-58c3cd8abdd4,Transition,,,2098bd1b-ddde-4dc8-b3fd-d07890330814,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,,,Yes,0,No,No,No
5eaf0606-8b59-4155-8b2d-91ba2bc2708a,Attribute,62b1af07-fc2c-43fb-a70b-0233e9f7aea8,2. Financial Impact Metrics,,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,See page 116 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
ce94ff31-6018-40ce-846c-346142ac09ff,Transition,,,5eaf0606-8b59-4155-8b2d-91ba2bc2708a,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,,,Yes,0,No,No,No
4c2d5f5e-9f34-4751-8c0b-484b5fb1756d,Attribute,62b1af07-fc2c-43fb-a70b-0233e9f7aea8,3. Expenditure Metrics,,"17a95b06-4489-4df6-8b6f-84ae00a138e2,c0b313f6-15fb-47b1-81e1-737da835df49",,,,,,,,,See page 132 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
8bef9806-096a-4b0b-b201-5c7c731f557e,Transition,,,4c2d5f5e-9f34-4751-8c0b-484b5fb1756d,17a95b06-4489-4df6-8b6f-84ae00a138e2,,,,,,,,,,,Yes,0,No,No,No
354a5349-b89e-4a53-a280-b8b53e59ca3c,Transition,,,4c2d5f5e-9f34-4751-8c0b-484b5fb1756d,c0b313f6-15fb-47b1-81e1-737da835df49,,,,,,,,,,,Part,"Requirements are formulated differently, however are similar in that SEC requires ""amount[s] incurred during the fiscal years presented (i) toward positive and negative impacts associated with the climate-related events (i.e., severe weather events and other natural conditions and identified physical risks) and (ii) toward transition activities, specifically, to reduce GHG emissions or otherwise mitigate exposure to transition risks (including identified transition risks). The registrant may also choose to disclose the impact of efforts to pursue climate-related opportunities associated with transition activities.",Yes,No,No
8a61a87b-76f4-4b89-b2f3-cf4817212031,Attribute,62b1af07-fc2c-43fb-a70b-0233e9f7aea8,4. Financial Estimates and Assumptions,,,,,,,,,,,See page 139 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
d9ce8112-2330-43c0-bb90-1686bb8011fb,Attribute,62b1af07-fc2c-43fb-a70b-0233e9f7aea8,5. Inclusion of Climate-Related Metrics in the Financial Statements,,,,,,,,,,,See page 144 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
e0bc3178-9966-43f0-a7b2-0fde2e15f100,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,G. GHG Emissions Metrics Disclosure,,,,,,,,,,,,,,,,,
