ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Type,Full Description,Principle Summary,Reference Principles
3141567f-ae54-4df0-900a-d18643b30a24,Attribute,27bed17c-a45d-4f9e-a51f-c60f7984fc2f,77,,,,,,,,Paragraph,"Supervisors should test a bank’s capabilities to aggregate data and produce reports in both stress/crisis and steady-state environments, including sudden sharp increases in business volumes.",,
653b66e7-1d19-4330-8fdc-0ad5f583dc9d,Group,acec668b-910a-44fd-ba3e-3b2d73779e4b,Principle 13,,,,,,,,Principle,"Supervisors should have and use the appropriate tools and resources to require effective and timely remedial action by a bank to address deficiencies in its risk data aggregation capabilities and risk reporting practices. Supervisors should have the ability to use a range of tools, including Pillar 2.",Remedial actions and supervisory measures,
64a3b84b-db1b-4e4d-bf15-a2f698e172d5,Attribute,653b66e7-1d19-4330-8fdc-0ad5f583dc9d,78,,,,,,,,Paragraph,Supervisors should require effective and timely remedial action by a bank to address deficiencies in its risk data aggregation capabilities and risk reporting practices and internal controls.,,
17e38d02-00df-4d37-9726-4b106ea9992b,Attribute,653b66e7-1d19-4330-8fdc-0ad5f583dc9d,79,,,,,,,,Paragraph,"Supervisors should have a range of tools at their disposal to address material deficiencies in a bank’s risk data aggregation and reporting capabilities. Such tools may include, but are not limited to, requiring a bank to take remedial action; increasing the intensity of supervision; requiring an independent review by a third party, such as external auditors; and the possible use of capital add-ons as both a risk mitigant and incentive under Pillar 2.",,
8ccc3cf1-985a-41d6-b57c-ed85b2f6f0fa,Attribute,653b66e7-1d19-4330-8fdc-0ad5f583dc9d,80,,,,,,,,Paragraph,Supervisors should be able to set limits on a bank’s risks or the growth in their activities where deficiencies in risk data aggregation and reporting are assessed as causing significant weaknesses in risk management capabilities.,,
9fc1e31b-a2b1-4499-a6a0-7a48dd279380,Attribute,653b66e7-1d19-4330-8fdc-0ad5f583dc9d,81,,,,,,,,Paragraph,"For new business initiatives, supervisors may require that banks’ implementation plans ensure that robust risk data aggregation is possible before allowing a new business venture or acquisition to proceed.",,
3a120790-157b-4b5c-9ad8-64619fecea19,Attribute,653b66e7-1d19-4330-8fdc-0ad5f583dc9d,82,,,,,,,,Paragraph,"When a supervisor requires a bank to take remedial action, the supervisor should set a timetable for completion of the action. Supervisors should have escalation procedures in place to require more stringent or accelerated remedial action in the event that a bank does not adequately address the deficiencies identified, or in the case that supervisors deem further action is warranted.",,
6d68eef6-ed46-4eb8-9d4f-34275d4eee56,Group,acec668b-910a-44fd-ba3e-3b2d73779e4b,Principle 14,,,,,,,,Principle,"Supervisors should cooperate with relevant supervisors in other jurisdictions regarding the supervision and review of the Principles, and the implementation of any remedial action if necessary.",Home/host cooperation,
5bba970d-2ac0-4805-99a6-690b81fb76b6,Attribute,6d68eef6-ed46-4eb8-9d4f-34275d4eee56,83,,,,,,,,Paragraph,"Effective cooperation and appropriate information sharing between the home and host supervisory authorities should contribute to the robustness of a bank’s risk management practices across a bank’s operations in multiple jurisdictions. Wherever possible, supervisors should avoid performing redundant and uncoordinated reviews related to risk data aggregation and risk reporting.",,
86e050b4-7194-42d9-870d-f91d2935089f,Attribute,6d68eef6-ed46-4eb8-9d4f-34275d4eee56,84,,,,,,,,Paragraph,"Cooperation can take the form of sharing of information within the constraints of applicable laws, as well as discussion between supervisors on a bilateral or multilateral basis (eg through colleges of supervisors), including, but not limited to, regular meetings. Communication by conference call and email may be particularly useful in tracking required remedial actions. Cooperation through colleges should be in line with the Basel Committee’s Good practice principles on supervisory colleges.",,
a2d146e6-5bcb-4c63-b508-61f5c301e822,Attribute,6d68eef6-ed46-4eb8-9d4f-34275d4eee56,85,,,,,,,,Paragraph,Supervisors should discuss their experiences regarding the quality of risk data aggregation capabilities and risk reporting practices in different parts of the group. This should include any impediments to risk data aggregation and risk reporting arising from cross-border issues and also whether risk data is distributed appropriately across the group. Such exchanges will enable supervisors to identify significant concerns at an early stage and to respond promptly and effectively.,,
