ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Comments,Connected to other Frameworks,Footnotes,KPI,Unit of Measure,Example,Rationale,Alignment with Other Reporting Frameworks,EU Policy Reference
996e4007-4a9a-4673-8b98-0c5f5aab819e,Attribute,9e5a58b6-e128-47e1-b630-7c6d61d342bf,1,,,,,,,,Companies are advised to disclose the sources or methodology they have used to identify regions more exposed to physical climate-related risks.,,,,,,,,
9b2333a9-025a-455a-99fb-a5f107a65a0e,Group,f1ca8fe9-bb63-413b-b874-8f9d357ce1d7,Products and services,,,,,,,,,,,,,,,,
55bd2d82-c810-4e3b-8453-37d422b8d2bc,Group,9b2333a9-025a-455a-99fb-a5f107a65a0e,Products and services,,,,,,,,,,,,,,,,
135b79b6-9ab5-457d-85a8-793ca3cfa5f7,Attribute,55bd2d82-c810-4e3b-8453-37d422b8d2bc,KPI,,,,,,,,,,,"Percent turnover in the reporting year from products or services associated with activities that meet the criteria for substantially contributing to mitigation of or adaptation to climate change as set out in the Regulation on the establishment of a framework to facilitate sustainable investment (EU taxonomy).

And / or

Percent investment (CapEx) and/or expenditures (OpEx) in the reporting year for assets or processes associated with activities that meet the criteria for substantially contributing to mitigation of or adaptation to climate change as set out in the Regulation on the establishment of a framework to facilitate sustainable investment (EU taxonomy).",Percentage,"12,5 % (turnover) from products or services associated with activities that substantially contribute to mitigation of or adaptation to climate change

8 % (CapEx) in products associated with activities that substantially contribute to mitigation of or adaptation to climate change",These KPIs provide useful information to investors who are interested in companies whose products and services substantially contribute to mitigation of or adaptation to climate change whilst not significantly harming any other of the EU’s environmental objectives.,,"Proposed Regulation on the establishment of a framework to facilitate sustainable investment

Commission action plan on financing sustainable growth"
1a07338d-4fc3-4114-8e6a-c962e0c378fa,Group,55bd2d82-c810-4e3b-8453-37d422b8d2bc,Further guidance:,,,,,,,,,,,,,,,,
f13e7fef-e626-4007-8117-d947b8df9561,Attribute,1a07338d-4fc3-4114-8e6a-c962e0c378fa,1,,,,,,,,"Companies should report on this indicator if and when the proposed Regulation on the establishment of a framework to facilitate sustainable investment (EU taxonomy) is approved. In assessing whether an activity substantially contributes to the two EU objectives of mitigation of or adaptation to climate change while not significantly harming any other of the EU’s environmental objectives, companies should take account of all relevant criteria and conditions set out in the Regulation.",,,,,,,,
f106b112-52ac-49bf-be95-eb8803e2f815,Group,f1ca8fe9-bb63-413b-b874-8f9d357ce1d7,Green Finance,,,,,,,,,,,,,,,,
f81a9a18-6ae0-48f5-9902-ec73185be0f5,Group,f106b112-52ac-49bf-be95-eb8803e2f815,Green Finance,,,,,,,,,,,,,,,,
a76298fe-af08-4bec-b482-c02bc8f314fc,Attribute,f81a9a18-6ae0-48f5-9902-ec73185be0f5,KPI,,,,,,,,,,,"Climate-related Green Bond Ratio:

Total amount of green bonds outstanding (at year-end) divided by (a 5-year rolling average of) total amount of bonds outstanding

and / or,

Climate-related Green Debt Ratio:

Total amount of all green debt instruments outstanding (at year-end) divided by (a 5-year rolling average of) total amount of all debt outstanding.",Percentage,20 % of bonds,This KPIs helps companies communicate how their low-carbon transition plan is supported by debt financing activities and how capital is raised for existing and new projects with climate benefits.,"ISO/CD 14030-1

Green bonds -- Environmental performance of nominated projects and assets (DRAFT)",Commission action plan on financing sustainable growth
445adff6-e1b1-495a-a49d-592ece032efc,Group,f81a9a18-6ae0-48f5-9902-ec73185be0f5,Further guidance:,,,,,,,,,,,,,,,,
8cb0a7fb-4e07-49c2-8142-e3e3b01f522c,Attribute,445adff6-e1b1-495a-a49d-592ece032efc,1,,,,,,,,"The total amount of green bonds or green debt should only include bonds and debt instruments issued according to a potential EU Green Bond Standard if and when such a standard is approved, or according to any other broadly recognised green bond framework, such as the Green Bond Principles and the Green Loan Principles. Companies should specify the green bond framework applied.",,,,,,,,
7581bfa3-32ec-49d5-b075-0963ebbb38c5,Attribute,445adff6-e1b1-495a-a49d-592ece032efc,2,,,,,,,,"For bond issuers that have issued bonds that are not listed instruments (e.g., as private placements), the breakdown of listed and unlisted should be disclosed.",,,,,,,,
a6a18e23-7513-473b-bdfa-a2ffade57f5f,Attribute,445adff6-e1b1-495a-a49d-592ece032efc,3,,,,,,,,Companies should also consider providing future targets related to these KPIs.,,,,,,,,
b45a7089-6f9e-4a24-9247-151df4f81efd,Group,f1ca8fe9-bb63-413b-b874-8f9d357ce1d7,Additional Considerations:,,,,,,,,,,,,,,,,
fa85cbc1-7512-4501-a8ef-fc8530ef7a32,Attribute,b45a7089-6f9e-4a24-9247-151df4f81efd,1,,,,,,,,"Sector-specific indicators relevant for the particular industry. Companies from sectors including but not limited to energy, transportation, materials, real estate, and agriculture should refer to the TCFD’s supplemental guidance for non-financial groups and other climate-related reporting frameworks to ensure comparability of reported KPIs across sectors and companies (25)",,"(25)  TCFD (2017): Implementing the Recommendations of the Task-Force on Climate-related Financial Disclosures, https://www.fsb-tcfd.org/wp-content/uploads/2017/06/FINAL-TCFD-Annex-062817.pdf Other reporting standards and frameworks providing industry-specific KPIs on climate-related issues include the CDP Climate Change, Water Security and Forests Questionnaires, the GRI 305: Emissions 2016 and GRI 302: Energy 2016 standards or the SASB industry standards.",,,,,,
ceb4e22e-8535-4f26-9acf-78a846e63bfd,Attribute,b45a7089-6f9e-4a24-9247-151df4f81efd,2,,,,,,,,"Indicators on related environmental issues. Companies whose business models are dependent on natural capitals threatened by climate change may need to disclose indicators related to those natural capitals (e.g. water, soil productivity or biodiversity). Companies with adverse impacts on the climate as a result of land-use change including deforestation and forest degradation should consider disclosing indicators on these matters (26)",,(26)  Additional guidance can be found in The Natural Capital Protocol Toolkit https://naturalcapitalcoalition.org/protocol-toolkit/ and in the Commission Recommendation 179/2013 for common methods on measuring GHG performance following a lifecycle approach (Organisation Environmental Footprint and Product Environmental Footprint).,,,,,,
0804a73c-64bf-48bb-a5b9-1067bd64dbd4,Attribute,b45a7089-6f9e-4a24-9247-151df4f81efd,3,,,,,,,,"Indicators on related human capital and social issues, such as training and recruitment of employees.",,,,,,,,
7d597519-e465-40a4-8a19-1b4dba374e53,Attribute,b45a7089-6f9e-4a24-9247-151df4f81efd,4,,,,,,,,"Indicators related to opportunities. Companies engaging with a transition to a low-carbon and climate-resilient economy, aligned with key EU policies (27), carrying out climate change mitigation / adaptation activities that could translate into opportunities for the company should consider disclosing KPIs that reflect such efforts. Examples of these could be revenues from low-carbon products, revenues from product or services applying to the circular economy model, and R&D expenditures in circular economy production.",,"(27)  Such as the Circular Economy Package, the Renewable Energy Directive, the Energy Efficiency Directive, the EU Emission Trading Scheme or the Clean Transport Package. For more details, see https://ec.europa.eu/clima/policies/strategies/2050_en",,,,,,
6d587943-2fcc-4b4b-9a58-cc5806cbe5af,Layer,,NFRD - ANNEX I - Further guidance for banks and insurance companies,,,,,,,,,,,,,,,,
7b697373-d7fe-40d1-ad54-4b56b258b270,Object,6d587943-2fcc-4b4b-9a58-cc5806cbe5af,1.   Business Model,,,,,,,,,,,,,,,,
638885d5-0fac-4eaf-b697-1c69820217ff,Group,7b697373-d7fe-40d1-ad54-4b56b258b270,1.1 Considerations,,,,,,,,Banks and insurance companies should consider including the following information as part of the recommended disclosures on Business Model under Section 3:,,,,,,,,
04c5d018-ff61-46ea-8370-a0bb59fb9224,Attribute,638885d5-0fac-4eaf-b697-1c69820217ff,1,,,,,,,,"How climate-related risks and opportunities of the investment, lending and insurance underwriting portfolios might affect the financial institution’s business model.",,,,,,,,
234a7112-1a00-4f88-b085-4e8a584c54f0,Attribute,638885d5-0fac-4eaf-b697-1c69820217ff,2,,,,,,,,Whether and how the institution takes into consideration that its counterparties take climate-related risks and opportunities into account.,,,,,,,,
36d38dcc-c468-4b51-a9a0-2f006e86457c,Attribute,638885d5-0fac-4eaf-b697-1c69820217ff,3,,,,,,,,"How the assessment of climate-related risks and opportunities are factored into relevant investment, lending and insurance underwriting strategies and how each strategy might be affected by the transition to a lower-carbon economy.",,,,,,,,
a58830f4-7642-4dec-8bb1-44a6674c78a0,Attribute,638885d5-0fac-4eaf-b697-1c69820217ff,4,,,,,,,,"Insurance underwriting activities: how the potential impacts from climate change could influence policyholder, ceding company, reinsurer and their selection by the insurance company.",,,,,,,,
520ebb03-9547-4956-a8a5-53762f9bb94e,Object,6d587943-2fcc-4b4b-9a58-cc5806cbe5af,2.   Policies and Due Diligence Processes,,,,,,,,,,,,,,,,
57e0ad39-88ca-4217-b887-5a920e3e8bee,Group,520ebb03-9547-4956-a8a5-53762f9bb94e,2.1 Considerations,,,,,,,,Banks and insurance companies should consider including the following information as part of the recommended disclosures on Policies and due diligence processes under Section 3:,,,,,,,,
974b2f06-baaf-4ad4-94d3-0e8ad3aed911,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,1,,,,,,,,"How the financial institution encourages better disclosure and practices related to climate-related risks to improve data availability and any effort to increase the awareness of counterparties, and more generally of customers, of the relevance of climate-related issues as part of their lending, investment, and insurance underwriting processes, including for example by means of specialty climate-related risk advisory services.",,,,,,,,
15ca82f2-3fac-4bd0-85ad-d40e3a07badc,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,2,,,,,,,,"Any stewardship activities related to the financial institution’s climate strategy such as engagements with companies, outcomes, and proxy voting (e.g. resolutions filed or supported).",,,,,,,,
ed9066a2-fa8e-471a-b102-81f3d6bc9d85,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,3,,,,,,,,"Any investment, lending and insurance underwriting portfolio contributing to climate change mitigation and adaptation and any relevant target in this respect, e.g. in terms of insurance revenues related to energy efficiency and low carbon technology.",,,,,,,,
fe2395c1-24a7-47b5-9d3c-83b671c015d5,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,4,,,,,,,,Investment activities: how climate-related issues are considered as drivers of value in the financial institution’s investment decision process.,,,,,,,,
ead619b3-7516-4759-b6d3-2a212532e856,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,5,,,,,,,,"Insurance underwriting activities: whether specific climate-related products are under development, such as the underwriting of risks of green infrastructure and nature-based solutions (2).",,(2)  http://ec.europa.eu/research/environment/index.cfm?pg=nbs,,,,,,
e779943c-5904-4d8e-b6a8-36ee0ab13039,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,6,,,,,,,,Insurance underwriting activities: whether any of the company’s life products incorporate climate considerations in the modelling of biometric risks (Life).,,,,,,,,
9089d01e-2ea0-407f-9674-837a7119e814,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,7,,,,,,,,"Insurance underwriting activities: whether the insurance company is part of public-private partnerships to promote awareness raising about climate-related risks, disaster risk resilience and/or climate adaptation investments.",,,,,,,,
4ca97561-c865-4332-bdde-6579aa50158b,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,8,,,,,,,,Asset management activities: how climate-related considerations are embedded in suitability assessments in order to understand customers’ preferences and awareness regarding climate-related risks and opportunities.,,,,,,,,
7f26205f-a195-4dd2-9244-3c8f990b1091,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,9,,,,,,,,Asset management activities: how the financial institution ensures that its climate-related performance is aligned with the climate strategy of its clients.,,,,,,,,
906e0146-5be2-4ae3-ad90-dd1932ae52a7,Attribute,57e0ad39-88ca-4217-b887-5a920e3e8bee,10,,,,,,,,Asset management activities: the targets associated with climate-related exposure of assets under management across asset classes (e.g. equity / bonds / infrastructure / real estate / structured products / MBS / derivatives).,,,,,,,,
d7926d92-991b-4871-a8ba-156d4bd055d1,Object,6d587943-2fcc-4b4b-9a58-cc5806cbe5af,3.   Outcomes,,,,,,,,,,,,,,,,
85593ce0-88ee-45ad-a023-d5655ab71661,Group,d7926d92-991b-4871-a8ba-156d4bd055d1,3.1 Considerations,,,,,,,,Banks and insurance companies should consider including the following information as part of the recommended disclosures on Outcomes under Section 3:,,,,,,,,
1a1916e7-ab04-4cd9-a0c7-3b9e4beea28a,Attribute,85593ce0-88ee-45ad-a023-d5655ab71661,1,,,,,,,,The development trend of the amount of carbon-related assets in the different portfolios against any relevant target set and the related risks over time.,,,,,,,,
a87ce23e-1054-4719-97a0-24345602fc1c,Attribute,85593ce0-88ee-45ad-a023-d5655ab71661,2,,,,,,,,The development trend of the weighted average carbon intensity for the different portfolios against any relevant target set and the related risks over time. Financial institutions should disclose the changes in the sector and geographic allocation of their investments compared to the previous reporting year and explain the impact of these changes on the average weighted carbon intensity of their portfolios.,,,,,,,,
9c26a954-d86e-4862-9c83-9e8a0eb01de6,Object,6d587943-2fcc-4b4b-9a58-cc5806cbe5af,4.   Risks and Risk management,,,,,,,,,,,,,,,,
64eea082-b71b-4ac6-a32e-1cc572c3e828,Group,9c26a954-d86e-4862-9c83-9e8a0eb01de6,4.1 Considerations,,,,,,,,Banks and insurance companies should consider including the following information as part of the recommended disclosures on Risks and risk management under Section 3:,,,,,,,,
1eb3b588-7d63-4eaa-ba28-bc844d968b49,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,1,,,,,,,,"Whether risk management processes, including internal stress testing, consider climate-related risks.",,,,,,,,
65ed545d-34d8-4718-a016-2f65058a2bd3,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,2,,,,,,,,"Any exposures in the different lending, investment and underwriting activities to sectors perceived as contributing to climate change, which might create reputational risks for the financial institution.",,,,,,,,
def26b74-9f59-494c-9439-0dc22e4adf65,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,3,,,,,,,,"The climate-related risks identified in the different lending, investment or underwriting activities and how the financial institution assesses and manages those risks.",,,,,,,,
2e41bcda-fcab-4209-a618-f76fdfb07f6c,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,4,,,,,,,,"The exposure of financial assets, non-financial assets and assets under management to principal climate-related risks and provide with a breakdown of those risks in physical and transition risks.",,,,,,,,
3b4d9cf3-1089-4f71-9363-e22841b191ef,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,5,,,,,,,,How the financial institution has assessed the exposure of financial assets and non-financial assets to climate-related risks under different climate-related scenarios.,,,,,,,,
7fbb1267-35cf-499a-940e-ed3bd4744ce7,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,6,,,,,,,,"Characterisation of their climate-related risks in the context of traditional industry risk categories such as credit risk, market risk and operational risk (3).",,(3)  Examples of Climate Risks across Insurance Operations and Activities: International Association of Insurance Supervisors 2018 https://www.iaisweb.org/page/supervisory-material/issues-papers/file/76026/sif-iais-issues-paper-on-climate-changes-risk,,,,,,
19cc4dc0-c803-49b4-824a-08d90631b9f9,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,7,,,,,,,,"How climate-related risks could affect overall solvency needs of insurance companies and banks’ present and future regulatory capital requirements. For that purpose, banks may use the outcomes of their own internal capital adequacy assessment process (see Article 73 of Directive 2013/36/EU), and insurance companies may use the results of the calculations carried-out in their Own Risk and Solvency Assessments (see Article 45 of Directive 2009/138/EC and Article 262 of Commission Delegated Regulation (EU) 2015/35), and the outcome of stress testing and sensitivity analysis (see Article 295.6 of Commission Delegated Regulation (EU) 2015/35), in particular when those techniques make use of climate-related data (4).",,"(4)  In light of regulatory developments in the prudential area, banks and insurance companies should ensure consistency between the disclosed information required by prudential rules and any other information disclosed in general purpose reports.",,,,,,
d6d21c44-6bdf-481a-8f36-9797ff4f61e6,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,8,,,,,,,,Lending activities: volume of the collateral highly exposed to climate-related risks and the impact of the selected scenarios on its value.,,,,,,,,
eaa8fc63-e4d6-4bbb-bca0-2aa4d220bbad,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,9,,,,,,,,"Lending activities: volume of real estate collateral by energy efficiency rating according to energy performance certificates. In particular, volume of real estate collaterals highly exposed to transition risk, including collateral with the lowest energy efficiency ratings in comparison to total collaterals.",,,,,,,,
74d3fbd7-b25f-4014-bc81-012e3babf282,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,10,,,,,,,,Lending activities: volume of real estate collaterals highly exposed to physical risk in comparison to total collaterals.,,,,,,,,
4d66fe66-321a-4386-880e-efb8dca4cac2,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,11,,,,,,,,"Insurance underwriting activities: processes for identifying and assessing climate-related risks on re-/insurance by geography, business division, or product segments.",,,,,,,,
24e2a260-2fa6-4645-8458-116d86d08542,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,12,,,,,,,,"Insurance underwriting activities: mitigating actions, such as reinsurance treaties or hedging strategies put in place by the institution to reduce climate-related risks and the effect of any change in such techniques.",,,,,,,,
b5894d75-a10a-4e15-b7f8-4523ea1f1204,Attribute,64eea082-b71b-4ac6-a32e-1cc572c3e828,13,,,,,,,,Insurance underwriting activities: the amount of carbon-related underwriting exposures in terms of insurance revenues.,,,,,,,,
3ec60ad0-f4cf-4641-b168-d97389d098e7,Object,6d587943-2fcc-4b4b-9a58-cc5806cbe5af,5.   KPIs,,,,,,,,,,,,,,,,
36574c69-80e1-49e4-bc4b-20c52873ffc7,Group,3ec60ad0-f4cf-4641-b168-d97389d098e7,banks and insurance companies,,,,,,,,"When disclosing key performance indicators relevant to their particular business and in supporting their other qualitative climate-related disclosures, as recommended under Section 3, banks and insurance companies should consider disclosing the following indicators:",,,,,,,,
7dcd453f-699d-450a-af50-2331663a9c76,Attribute,36574c69-80e1-49e4-bc4b-20c52873ffc7,1,,,,,,,,,,"(5)  The TCFD recognises that the term carbon-related assets is not well defined. Entities need to use a consistent definition to support comparability. The TCFD suggests defining carbon-related assets as those assets tied to the energy and utilities sectors under the Global Industry Classification Standard, excluding water utilities and independent power and renewable electricity producer industries.",Amount or percentage of carbon-related assets in each portfolio in MEUR or as a percentage of the current portfolio value (5).,M in reporting currency / percentage,EUR 20 m or 20 % carbon-related assets of bank’s equity portfolio,Show awareness of the exposure of portfolio to sectors affected to varying degrees by climate-related risks and opportunities.,TCFD Common Carbon Footprinting and Exposure Metrics,2030 climate & energy framework
060198e4-0ea2-486a-9f27-da8841c030e3,Attribute,36574c69-80e1-49e4-bc4b-20c52873ffc7,2,,,,,,,,,,"(6)  Financial institutions should disclose the changes in the sector and geographic allocation of their investments compared to the previous reporting year and explain the impact of these changes on the average weighted carbon intensity of their portfolios. Financial institutions are advised to review the relevance and utility of this indicator on an annual basis, in light of rapid advances in the development of scenario analysis methodologies and decision-useful, climate-related risk indicators.

The TCFD acknowledges the challenges and limitations of current carbon footprinting indicators, including that such indicators should not necessarily be interpreted as risk indicators. The TCFD recognises that some asset managers may be able to report weighted average carbon intensity for only portion of the assets they manage given data availability and methodological issues. Reporting entities may provide other carbon footprinting and exposure indicators included in the TCFD supplemental guidance for the financial sector along with a description of the methodology used (TCFD annex p. 43).","Weighted average carbon intensity of each portfolio, where data are available or can be reasonably estimated (6).",tCO2e/M revenues in reporting currency,A bank reports the carbon intensity of its equity portfolio in terms of tCO2e per EUR m using third-party carbon data.,Show awareness of the exposure of portfolio to sectors affected to varying degrees by climate-related risks and opportunities.,TCFD Common Carbon Footprinting and Exposure Metrics,2030 climate & energy framework
027ff014-9c54-4129-88f9-1411ce9b4561,Attribute,36574c69-80e1-49e4-bc4b-20c52873ffc7,3,,,,,,,,,,,Volume of exposures by sector of counterparty.,"Reporting currency
% of the total risk exposure",EUR 1 250 m in energy sector accounting for 17 % of total investments,Show the concentration of exposures towards high-carbon and low-carbon sectors.,,EU Low Carbon Economy Roadmap
ce39bcbc-8495-4580-9892-03829adf4322,Group,3ec60ad0-f4cf-4641-b168-d97389d098e7,Lending and Investment Activities,,,,,,,,,,,,,,,,
61c0d4f9-9a2e-4d33-b180-a5ec796173ba,Attribute,ce39bcbc-8495-4580-9892-03829adf4322,1,,,,,,,,,,,"Credit risk exposures and volumes of collateral by geography/country of location of the activity or collateral, with an indication of those countries/geographies highly exposed to physical risk.",Reporting currency,EUR 750 m,Show the concentration of exposures and collateral in countries and geographies highly exposed to physical risks.,,EU Low Carbon Economy Roadmap
c007d1e0-dfe3-4cfe-b375-56a6b99fbb7b,Attribute,ce39bcbc-8495-4580-9892-03829adf4322,2,,,,,,,,,,,Volume of collaterals related to assets or activities in climate change mitigating sectors.,% of the total volume of collaterals,12 % of collaterals,"Show the volume of green collaterals, e.g. with lower carbon exposure.",,2030 climate & energy framework
bfa69597-808a-4e68-89bf-5ecf984926d6,Attribute,ce39bcbc-8495-4580-9892-03829adf4322,3,,,,,,,,,,,Volume of financial assets funding sustainable economic activities contributing substantially to climate mitigation and/or adaptation (absolute figures and compared to total exposures) according to the EU taxonomy.,"Reporting currency
% of the total risk exposure",EUR 650 m accounting for 12 % of lending portfolio,Show the concentrations of green investments and their resilience to climate change.,,EU Low Carbon Economy Roadmap
ae0b0c64-fe7f-4b8a-80a7-83cc6d594ba1,Attribute,ce39bcbc-8495-4580-9892-03829adf4322,4,,,,,,,,,,(7)  European eco-label currently being developed by the European Commission with support from the EC’s Joint Research Centre (JRC),"Total amount of the fixed income portfolios invested in green bond certified according to a potential EU Green Bond Standard if and when such a standard is approved, or according to any other broadly recognised green bond framework (at year-end) divided by (a 5-year rolling average of) total amount of holdings in fixed income portfolios.",Percentage and total amount in -Reporting currency,Green bonds compared to vanilla bonds underwritten or emitted,"This indicator demonstrates commitment to green finance and the investor’s strategy and transition path towards alignment with a well below 2 °C scenario.
It helps demonstrate track-record and forward-looking data can underpin the investor’s transition strategy with a robust key-performance indicator.",The proposed draft version of ISO 14030 (October 2018) on green bonds already requires reporting on this indicator.,Upcoming EU eco-label on green financial products (7).
55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,Group,3ec60ad0-f4cf-4641-b168-d97389d098e7,Insurance underwriting activities,,,,,,,,,,,,,,,,
31ec601b-beea-4167-95b8-20da249cfaea,Attribute,55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,1,,,,,,,,,,,Breakdown of underwriting exposure by lines of business to economic sectors (life / non-life / reinsurance).,Reporting currency,Amount and % of net premiums written and of technical provisions as in Directive 2009/138/EC deriving from infrastructure insurance from policyholders in the energy sector.,Demonstrate awareness of current economic exposure and concentration (if any) in industries that are impacted by climate change in varying degrees.,"EU Taxonomy
SASB
Directive 2009/138/EC (Solvency II)",2030 climate & energy framework
57c3420c-dd7b-42ec-bde3-fa2bc979e994,Attribute,55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,2,,,,,,,,,,,Percentage of products incorporating climate-related risks into the underwriting process for individual contracts (life / non-life / reinsurance).,0-100 %,Products could be related to a specific type of risk or to a segment of the clientele with particular exposure to climate risks.,Demonstrate product portfolio resilience to climate change.,SASB,2030 climate & energy framework
a0811dcb-b09d-4793-aff3-dfc2feca264e,Attribute,55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,3,,,,,,,,,,,"Number and value of climate-related underwriting products offered (Non-life / reinsurance).
The company has developed a specific offering for geographic areas particularly exposed to extreme weather events, and discloses quantitative information around the uptake of the product.","Reporting currency
Number","The company has developed a specific offering for geographic areas particularly exposed to extreme weather events, and discloses quantitative information around the uptake of the product.",Demonstrate ability to capture opportunities deriving from climate change mitigation and adaptation.,N/A,"2030 climate & energy framework
EU Adaptation Strategy"
0e662e22-f56c-40e0-859f-ddd132b37bca,Attribute,55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,4,,,,,,,,,,,Maximum Expected Loss from natural catastrophes caused by climate change (life / non-life / reinsurance).,Reporting currency,"A company discloses its Net Maximum Expected Loss by peril and region
Based on Occurrence Exceedance Probability (OEP) in billion EUR. Perils include hurricanes, floods, wildfires and droughts.",Demonstrate risk management maturity and business resilience to adverse conditions.,"SASB FN-IN-450a.1,
AODP
ASTM","2030 climate & energy framework
EU Adaptation Strategy"
1f8a9ed0-0a3b-4c70-b1c0-ce8cda0ca3e0,Attribute,55fd5e8c-27f2-4aa2-8cb1-b60f7438a82a,5,,,,,,,,,,,"Total losses attributable to insurance payouts from (1) expected natural catastrophes and (2) non-expected natural catastrophes, by type of event and geographic segment (net and gross of reinsurance).",Reporting currency,A company discloses the key results of its natural catastrophe risk management.,Demonstrate risk management maturity and business resilience to adverse conditions.,"SASB FN-IN-450a.2,
GRI 201-2",2030 climate & energy framework
5ddc9c56-b677-4d2d-9d10-7e490a4d76a4,Group,3ec60ad0-f4cf-4641-b168-d97389d098e7,Asset Management activities,,,,,,,,,,,,,,,,
9709889c-97f8-43fa-830a-729cd914671f,Attribute,5ddc9c56-b677-4d2d-9d10-7e490a4d76a4,1,,,,,,,,,,"(8)  The amounts per industry, and/or sector of counterparty, as defined in financial filings. Specify definitions used.

Report high-level sector exposure based on the Statistical classification of economic activities in the European Community (NACE) — one-digit codes. In particular, report exposure to high-carbon intensive sectors — A, B, C, D, E, F, H.

The entity should disclose its exposure to at least the 10 largest industries by monetary amount of exposure, or to industries representing at least 2 percent of the overall monetary exposure",Breakdown of assets under management by business sector across asset classes (equity / bonds / infrastructure / real estate / structured products / MBS / derivatives) (8).,Reporting currency,Report the net asset value in equity broken down by industry.,Demonstrate awareness of current economic exposure and concentration (if any) in industries that are impacted by climate change in varying degrees.,"EU Taxonomy
EIOPA
SASB FN-IN-410a. GRI 201-2",2030 climate & energy framework
