ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Comments/Description,Category
b5058c68-f249-4847-b109-7bfe7e3e1393,Attribute,ec45b2c1-1af5-4d4d-ab2d-125ea77438ad,Share of investments in investee companies without carbon emission reduction initiatives aimed at aligning with the Paris Agreement,,,,,,,,Metric,Emissions
6ed0c918-7179-4e6d-b840-812919875e4b,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,5. Breakdown of energy consumption by type of non-renewable sources of energy,,,,,,,,Adverse sustainability indicator,Energy performance
5c7fc6b3-195d-41cc-bade-fa4668e248f7,Attribute,6ed0c918-7179-4e6d-b840-812919875e4b,Share of energy from non-renewable sources used by investee companies broken down by each non-renewable energy source,,,,,,,,Metric,Energy performance
3e9bffc2-c2e5-43c4-83cf-7056fd001fe3,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,6. Water usage and recycling,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
3bc5aa40-723d-4a39-8f9c-7b1f120e8102,Attribute,3e9bffc2-c2e5-43c4-83cf-7056fd001fe3,"1. Average amount of water consumed by the investee companies (in cubic meters) per million EUR of revenue of investee companies
2. Weighted average percentage of water recycled and reused by investee companies",,,,,,,,Metric,"Water, waste and material emissions"
fa455ada-78dd-45e3-afeb-d65fd74c71ec,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,7. Investments in companies without water management policies,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
ffef9041-c8a0-4b75-845c-d39a882e4627,Attribute,fa455ada-78dd-45e3-afeb-d65fd74c71ec,Share of investments in investee companies without water management policies,,,,,,,,Metric,"Water, waste and material emissions"
81c75b0e-b151-4c5b-a3ce-4fe0c961a48d,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,8. Exposure to areas of high water stress,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
94b80b1e-fc88-4edd-80c6-e430dbacde3a,Attribute,81c75b0e-b151-4c5b-a3ce-4fe0c961a48d,Share of investments in investee companies with sites located in areas of high water stress without a water management policy,,,,,,,,Metric,"Water, waste and material emissions"
196910b0-7a38-4303-9160-c3e507176323,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,9. Investments in companies producing chemicals,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
67d6d07d-e81a-4b94-a284-642bca4fe1dd,Attribute,196910b0-7a38-4303-9160-c3e507176323,Share of investments in investee companies the activities of which fall under Division 20.2 of Annex I to Regulation (EC) No 1893/2006,,,,,,,,Metric,"Water, waste and material emissions"
77b7bff9-29b1-43d3-92c3-1513882cc13e,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,"10. Land degradation, desertification, soil sealing",,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
2cf1b6a6-c645-433b-a08f-d09a7d10058b,Attribute,77b7bff9-29b1-43d3-92c3-1513882cc13e,"Share of investments in investee companies the activities of which cause land degradation, desertification or soil sealing",,,,,,,,Metric,"Water, waste and material emissions"
fb08851f-fd8b-4271-bb37-795b1590da42,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,11. Investments in companies without sustainable land/agriculture practices,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
709f5418-7ef7-41ba-bc38-4628f1c983ed,Attribute,fb08851f-fd8b-4271-bb37-795b1590da42,Share of investments in investee companies without sustainable land/agriculture practices or policies,,,,,,,,Metric,"Water, waste and material emissions"
390f81bd-6acc-4502-a21c-2429b9f423b6,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,12. Investments in companies without sustainable oceans/seas practices,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
6ae4837e-d50f-4635-9bf6-9ccd154bdeb5,Attribute,390f81bd-6acc-4502-a21c-2429b9f423b6,Share of investments in investee companies without sustainable oceans/seas practices or policies,,,,,,,,Metric,"Water, waste and material emissions"
872476b8-e679-4a9b-857b-8a642cede396,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,13. Non-recycled waste ratio,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
b232a04f-e72a-46b6-ba15-74c3d0d328c9,Attribute,872476b8-e679-4a9b-857b-8a642cede396,"Tonnes of non-recycled waste generated by investee companies per million EUR invested, expressed as a weighted average",,,,,,,,Metric,"Water, waste and material emissions"
ae9c449a-ff90-4f75-ac8f-5314428b60f4,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,14. Natural species and protected areas,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
1600e8f9-c765-455a-a03c-d0b8736aa486,Attribute,ae9c449a-ff90-4f75-ac8f-5314428b60f4,"1.Share of investments in investee companies whose operations affect threatened species
2.Share of investments in investee companies without a biodiversity protection policy covering operational sites owned, leased, managed in, or adjacent to, a protected area or an area of high biodiversity value outside protected areas",,,,,,,,Metric,"Water, waste and material emissions"
b81bb0ad-12d3-4af7-8bb1-6dcd9a82b968,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,15. Deforestation,,,,,,,,Adverse sustainability indicator,"Water, waste and material emissions"
08b8b95b-c174-4c31-a0a6-6c8fff450a73,Attribute,b81bb0ad-12d3-4af7-8bb1-6dcd9a82b968,Share of investments in companies without a policy to address deforestation,,,,,,,,Metric,"Water, waste and material emissions"
117a0003-26f9-4437-9529-482c0127958a,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,16. Share of securities not issued under Union legislation on environmentally sustainable bonds,,,,,,,,Adverse sustainability indicator,Green securities
89f179ce-4652-4069-8b3c-8d0187b52767,Attribute,117a0003-26f9-4437-9529-482c0127958a,Share of securities in investments not issued under Union legislation on environmentally sustainable bonds,,,,,,,,Metric,Green securities
b5f03305-844b-4920-aec6-c5086a3f0e44,Group,15380304-93e1-43be-99cc-541d2162162c,Indicators applicable to investments in sovereigns and supranationals,,,,,,,,,
1180935a-128e-4cf7-a896-d4189a8a674a,Group,b5f03305-844b-4920-aec6-c5086a3f0e44,17. Share of bonds not issued under Union legislation on environmentally sustainable bonds,,,,,,,,Adverse sustainability indicator,Green securities
83a73acd-3490-4e26-893b-60299d904039,Attribute,1180935a-128e-4cf7-a896-d4189a8a674a,Share of bonds not issued under Union legislation on environmentally sustainable bonds,,,,,,,,Metric,Green securities
cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,Group,15380304-93e1-43be-99cc-541d2162162c,Indicators applicable to investments in real estate assets,,,,,,,,,
2b64cd47-205d-4424-94c2-3cc4ff14ff9e,Group,cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,18. GHG emissions,,,,,,,,Adverse sustainability indicator,
f23681ff-b7fe-428d-b4a2-9b7a415e6df7,Attribute,2b64cd47-205d-4424-94c2-3cc4ff14ff9e,Scope 1 GHG emissions generated by real estate assets,,,,,,,,Metric,Greenhouse gas emissions
55edd53f-cfdb-4494-8337-9fbdbbd5b155,Attribute,2b64cd47-205d-4424-94c2-3cc4ff14ff9e,Scope 2 GHG emissions generated by real estate assets,,,,,,,,Metric,Greenhouse gas emissions
5a4c7b98-b785-4594-a8f9-cb42c45d6134,Attribute,2b64cd47-205d-4424-94c2-3cc4ff14ff9e,Scope 3 GHG emissions generated by real estate assets,,,,,,,,Metric,Greenhouse gas emissions
fdf0ad41-5dc3-4657-8cf6-96d1b0d05ef0,Attribute,2b64cd47-205d-4424-94c2-3cc4ff14ff9e,Total GHG emissions generated by real estate assets,,,,,,,,Metric,Greenhouse gas emissions
07f4ce2f-1c17-4655-850b-768a8f430d79,Group,cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,19. Energy consumption intensity,,,,,,,,Adverse sustainability indicator,Energy consumption
4d041e31-4240-4f5f-bc86-7b9ced2ed436,Attribute,07f4ce2f-1c17-4655-850b-768a8f430d79,Energy consumption in GWh of owned real estate assets per square meter,,,,,,,,Metric,Energy consumption
279d7660-68dc-4737-8946-4aa9a2364afd,Group,cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,20. Waste production in operations,,,,,,,,Adverse sustainability indicator,Waste
8762b0f9-f7e7-4b45-86e9-f2081378908c,Attribute,279d7660-68dc-4737-8946-4aa9a2364afd,Share of real estate assets not equipped with facilities for waste sorting and not covered by a waste recovery or recycling contract,,,,,,,,Metric,Waste
1793c863-1656-4956-9fb4-8c8f37e2fe78,Group,cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,21. Raw materials consumption for new construction and major renovations,,,,,,,,Adverse sustainability indicator,Resource consumption
49965882-22dc-4960-b4d4-7bf66c59549b,Attribute,1793c863-1656-4956-9fb4-8c8f37e2fe78,"Share of raw building materials (excluding recovered, recycled and biosourced) compared to the total weight of building materials used in new construction and major renovations",,,,,,,,Metric,Resource consumption
c78d5885-a7dd-43ab-ba5d-7cde3e90208e,Group,cd9bc1b4-b39b-4a8e-8ed8-cbd164312ca6,22. Land artificialisation,,,,,,,,Adverse sustainability indicator,Biodiversity
85d5598a-6243-45a9-9166-3b2ff7d533ed,Attribute,c78d5885-a7dd-43ab-ba5d-7cde3e90208e,"Share of non-vegetated surface area (surfaces that have not been vegetated in ground, as well as on roofs, terraces and walls) compared to the total surface area of the plots of all assets",,,,,,,,Metric,Biodiversity
0d7cf733-3a77-4297-9fe4-db658471c63d,Object,67cf9d57-f213-495a-9c2d-687edd9230dc,"Table 3: Additional indicators for social and employee, respect for human rights, anti-corruption and anti-bribery matters",,,,,,,,,
b201ab76-accd-48cb-b93c-0ec4e44e5693,Group,0d7cf733-3a77-4297-9fe4-db658471c63d,Indicators applicable to investments in investee companies,,,,,,,,,
a0ff8af9-c864-4832-983e-1bf1acc42907,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,1. Investments in companies without workplace accident prevention policies,,,,,,,,Adverse sustainability indicator,Social and employee matters
e5c5e77e-169f-4ae2-800a-e2f157789e79,Attribute,a0ff8af9-c864-4832-983e-1bf1acc42907,Share of investments in investee companies without a workplace accident prevention policy,,,,,,,,Metric,Social and employee matters
a41bed0c-4e94-4f9c-a52a-7c8c1c0d7bec,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,2. Rate of accidents,,,,,,,,Adverse sustainability indicator,Social and employee matters
da17804d-d442-4a41-b4d9-29d45ad8bcba,Attribute,a41bed0c-4e94-4f9c-a52a-7c8c1c0d7bec,Rate of accidents in investee companies expressed as a weighted average,,,,,,,,Metric,Social and employee matters
51a8b9e1-e8ed-42e4-ba77-79f285736642,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,"3. Number of days lost to injuries, accidents, fatalities or illness",,,,,,,,Adverse sustainability indicator,Social and employee matters
1eae3ede-9bd2-4524-b77e-a6cbb42502e5,Attribute,51a8b9e1-e8ed-42e4-ba77-79f285736642,"Number of workdays lost to injuries, accidents, fatalities or illness of investee companies expressed as a weighted average",,,,,,,,Metric,Social and employee matters
8ec448d8-720a-4e48-bf5d-4e921004a5a9,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,4. Lack of a supplier code of conduct,,,,,,,,Adverse sustainability indicator,Social and employee matters
c56d87a9-953e-4cb4-91b0-feab4f7c9ed0,Attribute,8ec448d8-720a-4e48-bf5d-4e921004a5a9,"Share of investments in investee companies without any supplier code of conduct (against unsafe working conditions, precarious work, child labour and forced labour)",,,,,,,,Metric,Social and employee matters
b757d7c2-9b70-420e-8c12-9cf154f3a3ba,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,5. Lack of grievance/complaints handling mechanism related to employee matters,,,,,,,,Adverse sustainability indicator,Social and employee matters
dc5a51b9-2686-4af3-9692-d1285414b33f,Attribute,b757d7c2-9b70-420e-8c12-9cf154f3a3ba,Share of investments in investee companies without any grievance/complaints handling mechanism related to employee matters,,,,,,,,Metric,Social and employee matters
5e73e2bb-b31d-4c68-88de-92ee1e743002,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,6. Insufficient whistleblower protection,,,,,,,,Adverse sustainability indicator,Social and employee matters
f45dd904-65c7-43ac-ae63-cf6023b9348e,Attribute,5e73e2bb-b31d-4c68-88de-92ee1e743002,Share of investments in entities without policies on the protection of whistleblowers,,,,,,,,Metric,Social and employee matters
615c03e4-6113-4411-8fb9-0d7aafe2756d,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,7. Incidents of discrimination,,,,,,,,Adverse sustainability indicator,Social and employee matters
9cfeca3e-4f19-4d16-a5a7-bde87ac133ab,Attribute,615c03e4-6113-4411-8fb9-0d7aafe2756d,"1. Number of incidents of discrimination reported in investee companies expressed as a weighted average
2. Number of incidents of discrimination leading to sanctions in investee companies expressed as a weighted average",,,,,,,,Metric,Social and employee matters
0bf3d525-e4ab-4306-bd5e-13e31ecb4d83,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,8. Excessive CEO pay ratio,,,,,,,,Adverse sustainability indicator,Social and employee matters
7ca2749c-f3d3-45aa-bc32-10ae021dec37,Attribute,0bf3d525-e4ab-4306-bd5e-13e31ecb4d83,Average ratio within investee companies of the annual total compensation for the highest compensated individual to the median annual total compensation for all employees (excluding the highest-compensated individual),,,,,,,,Metric,Social and employee matters
f5380d4e-f4e9-4d40-8a02-038212aae8a2,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,9. Lack of a human rights policy,,,,,,,,Adverse sustainability indicator,Human Rights
25962138-f2ae-47a6-bf45-510e6cbe90ef,Attribute,f5380d4e-f4e9-4d40-8a02-038212aae8a2,Share of investments in entities without a human rights policy,,,,,,,,Metric,Human Rights
9ac7b1a5-6d7f-4e5c-88cb-04ac2d525f25,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,10. Lack of due diligence,,,,,,,,Adverse sustainability indicator,Human Rights
5731d56d-b425-43e5-a21e-ec3ceff0f1b6,Attribute,9ac7b1a5-6d7f-4e5c-88cb-04ac2d525f25,"Share of investments in entities without a due diligence process to identify, prevent, mitigate and address adverse human rights impacts",,,,,,,,Metric,Human Rights
2e7e6d53-bb75-424b-a033-5994ef51ba81,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,11. Lack of processes and measures for preventing trafficking in human beings,,,,,,,,Adverse sustainability indicator,Human Rights
1e50a6d2-770e-4450-8388-a01f561c990f,Attribute,2e7e6d53-bb75-424b-a033-5994ef51ba81,Share of investments in investee companies without policies against trafficking in human beings,,,,,,,,Metric,Human Rights
d3733575-03dd-47a6-b909-4af3518f7f49,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,12. Operations and suppliers at significant risk of incidents of child labour,,,,,,,,Adverse sustainability indicator,Human Rights
81a5afc9-4dbd-4bde-9a2b-d13f683d4e5a,Attribute,d3733575-03dd-47a6-b909-4af3518f7f49,Share of investments in investee companies exposed to operations and suppliers at significant risk of incidents of child labour in terms of geographic areas or type of operation,,,,,,,,Metric,Human Rights
97ba0e13-c641-4d72-8b17-89a4d16bf271,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,13. Operations and suppliers at significant risk of incidents of forced or compulsory labour,,,,,,,,Adverse sustainability indicator,Human Rights
a825b633-c809-4b21-afb0-b4415d8ce74a,Attribute,97ba0e13-c641-4d72-8b17-89a4d16bf271,Share of the investments in investee companies exposed to operations and suppliers at significant risk of incidents of forced or compulsory labour in terms in terms of geographic areas and/or the type of operation,,,,,,,,Metric,Human Rights
841a0ad5-6173-48db-a15c-87f450ddf8ce,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,14. Number of identified cases of severe human rights issues and incidents,,,,,,,,Adverse sustainability indicator,Human Rights
9069021d-5c84-4c3d-935d-d7877a7876e5,Attribute,841a0ad5-6173-48db-a15c-87f450ddf8ce,Number of cases of severe human rights issues and incidents connected to investee companies on a weighted average basis,,,,,,,,Metric,Human Rights
d80956eb-210f-42c4-be80-8c6e85833d73,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,15. Lack of anti-corruption and anti-bribery policies,,,,,,,,Adverse sustainability indicator,Anti-corruption and anti-bribery
bf4211dc-6839-4c58-b6a4-0288c808edf1,Attribute,d80956eb-210f-42c4-be80-8c6e85833d73,Share of investments in entities without policies on anti-corruption and anti-bribery consistent with the United Nations Convention against Corruption,,,,,,,,Metric,Anti-corruption and anti-bribery
3da84610-bbbe-46b9-a543-5fe28df86a32,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,16. Cases of insufficient action taken to address breaches of standards of anti-corruption and anti-bribery,,,,,,,,Adverse sustainability indicator,Anti-corruption and anti-bribery
ec29c769-ea9b-4a26-835d-bcf78263bda4,Attribute,3da84610-bbbe-46b9-a543-5fe28df86a32,Share of investments in investee companies with identified insufficiencies in actions taken to address breaches in procedures and standards of anti-corruption and anti-bribery,,,,,,,,Metric,Anti-corruption and anti-bribery
14062613-f7e9-4d3e-8693-7dff882cc0c1,Group,b201ab76-accd-48cb-b93c-0ec4e44e5693,17. Number of convictions and amount of fines for violation of anti-corruption and anti-bribery laws,,,,,,,,Adverse sustainability indicator,Anti-corruption and anti-bribery
575298be-e998-4f12-95d0-d7dc7b6285d4,Attribute,14062613-f7e9-4d3e-8693-7dff882cc0c1,Numbers of convictions and amount of fines for violations of anti-corruption and anti-bribery laws by investee companies,,,,,,,,Metric,Anti-corruption and anti-bribery
71210b40-6686-4ff2-bf79-2c10c5304935,Group,0d7cf733-3a77-4297-9fe4-db658471c63d,Indicators applicable to investments in sovereigns and supranationals,,,,,,,,,
c265b072-9d5b-41d1-b99e-e168fb5ae1e2,Group,71210b40-6686-4ff2-bf79-2c10c5304935,18. Average income inequality score,,,,,,,,Adverse sustainability indicator,Social
f0353e20-4cc5-4428-9c43-bfdf9d55524e,Attribute,c265b072-9d5b-41d1-b99e-e168fb5ae1e2,The distribution of income and economic inequality among the participants in a particular economy including a quantitative indicator explained in the explanation column,,,,,,,,Metric,Social
93ad785d-d62b-4330-8db9-03356ef2fc8b,Group,71210b40-6686-4ff2-bf79-2c10c5304935,19. Average freedom of expression score,,,,,,,,Adverse sustainability indicator,Social
a2d2b343-d137-4dea-b975-126f68ba4221,Attribute,93ad785d-d62b-4330-8db9-03356ef2fc8b,Measuring the extent to which political and civil society organisations can operate freely including a quantitative indicator explained in the explanation column,,,,,,,,Metric,Social
e2349db6-1284-486d-b224-fd8c7503d9f8,Group,71210b40-6686-4ff2-bf79-2c10c5304935,20. Average human rights performance,,,,,,,,Adverse sustainability indicator,Human rights
889f6bc2-346c-480e-a9c8-df8e42989217,Attribute,e2349db6-1284-486d-b224-fd8c7503d9f8,Measure of the average human right performance of investee countries using a quantitative indicator explained in the explanation column,,,,,,,,Metric,Human rights
092c42c0-6c7b-477b-b952-3eb269203ab9,Group,71210b40-6686-4ff2-bf79-2c10c5304935,21. Average corruption score,,,,,,,,Adverse sustainability indicator,Governance
8434ce0c-1298-470d-bcd9-822b5bf7a413,Attribute,092c42c0-6c7b-477b-b952-3eb269203ab9,Measure of the perceived level of public sector corruption using a quantitative indicator explained in the explanation column,,,,,,,,Metric,Governance
5edd5307-00e4-46e3-940b-5dec0a146e2a,Group,71210b40-6686-4ff2-bf79-2c10c5304935,22. Non-cooperative tax jurisdictions,,,,,,,,Adverse sustainability indicator,Governance
959a306a-6a00-4ec6-9b5b-6ef1a9061113,Attribute,5edd5307-00e4-46e3-940b-5dec0a146e2a,Investments in jurisdictions on the EU list of non-cooperative jurisdictions for tax purposes,,,,,,,,Metric,Governance
5097b250-c8f2-45cc-8076-88c0240e19c9,Group,71210b40-6686-4ff2-bf79-2c10c5304935,23. Average political stability score,,,,,,,,Adverse sustainability indicator,Governance
422ac785-fc84-4744-9c0d-27cfea2985d0,Attribute,5097b250-c8f2-45cc-8076-88c0240e19c9,Measure of the likelihood that the current regime will be overthrown by the use of force using a quantitative indicator explained in the explanation column,,,,,,,,Metric,Governance
247f91e5-7ab6-46e8-9699-c6654c650f6a,Group,71210b40-6686-4ff2-bf79-2c10c5304935,24. Average rule of law score,,,,,,,,Adverse sustainability indicator,Governance
8c66a7ac-6025-4b62-95f6-bab33a649581,Attribute,247f91e5-7ab6-46e8-9699-c6654c650f6a,"Measure of the level of corruption, lack of fundamental rights, and the deficiencies in civil and criminal justice using a quantitative indicator explained in the explanation column",,,,,,,,Metric,Governance
fe0de250-d442-4b1d-b31a-b62fa27542b3,Layer,,SFDR Annex II: Template pre-contractual disclosure Article 8 financial products,,,,,,,,"Template pre-contractual disclosure for the financial products referred to in Article 8, paragraphs 1, 2 and 2a, of Regulation (EU) 2019/2088 and Article 6, first paragraph, of Regulation (EU) 2020/852",
f313a1c2-a31e-47ee-9762-c385121a5002,Object,fe0de250-d442-4b1d-b31a-b62fa27542b3,Identifiers,,,,,,,,,
2cf9244e-c14e-499a-bf1d-f7c1fd32edfd,Attribute,f313a1c2-a31e-47ee-9762-c385121a5002,Product name,,,,,,,,,
3d4cd753-869d-4bee-9bfd-1db9f86a7ed5,Attribute,f313a1c2-a31e-47ee-9762-c385121a5002,Legal entity identifier,,,,,,,,,
3e7d344f-15bc-41a6-a512-e3eb02255f9e,Object,fe0de250-d442-4b1d-b31a-b62fa27542b3,Environmental and/or social characteristics,,,,,,,,,
3ab8bcfe-ee81-4b36-9e6e-5672b437cc00,Group,3e7d344f-15bc-41a6-a512-e3eb02255f9e,Does this financial product have a sustainable investment objective?,,,,,,,,"[tick and fill in as relevant, the percentage figure represents the minimum commitment to sustainable investments]",
f3d14768-53fe-4616-8bbc-16e65cf3b39f,Group,3ab8bcfe-ee81-4b36-9e6e-5672b437cc00,Yes,,,,,,,,,
79c1fa99-0b87-4931-9507-89da3c3fd829,Group,f3d14768-53fe-4616-8bbc-16e65cf3b39f,It will make a minimum of sustainable investments with an environmental objective: (%),,,,,,,,,
6c0bf207-70d0-4b42-a8ae-1881f7d15875,Attribute,79c1fa99-0b87-4931-9507-89da3c3fd829,in economic activities that qualify as environmentally sustainable under the EU Taxonomy,,,,,,,,,
b67c3674-eb96-41dd-aabf-99252028e19d,Attribute,79c1fa99-0b87-4931-9507-89da3c3fd829,in economic activities that do not qualify as environmentally sustainable under the EU Taxonomy,,,,,,,,,
7f4c3e5d-adcd-4771-a995-fd5fd386a3b0,Attribute,f3d14768-53fe-4616-8bbc-16e65cf3b39f,It will make a minimum of sustainable investments with a social objective: (%),,,,,,,,,
0279276b-a8c1-46b0-9ef9-f96235ba3312,Group,3ab8bcfe-ee81-4b36-9e6e-5672b437cc00,No,,,,,,,,,
e698285d-77ae-4b04-992d-9fcb039b2c1a,Group,0279276b-a8c1-46b0-9ef9-f96235ba3312,"It promotes Environmental/Social (E/S) characteristics and while it does not have as its objective a sustainable investment, it will have a minimum proportion of (%) of sustainable investments",,,,,,,,,
a9ce6dae-aba5-4d79-b5e5-e99f5836fbdf,Attribute,e698285d-77ae-4b04-992d-9fcb039b2c1a,with an environmental objective in economic activities that qualify as environmentally sustainable under the EU Taxonomy,,,,,,,,,
fe8ce2be-0ba1-4a71-a810-9a8432e3e964,Attribute,e698285d-77ae-4b04-992d-9fcb039b2c1a,with an environmental objective in economic activities that do not qualify as environmentally sustainable under the EU Taxonomy,,,,,,,,,
f587cf05-8bd9-49f0-b9bf-1c29d88fb756,Attribute,e698285d-77ae-4b04-992d-9fcb039b2c1a,with a social objective,,,,,,,,,
6714841d-e9f7-453e-b718-d844b4050299,Attribute,0279276b-a8c1-46b0-9ef9-f96235ba3312,"It promotes E/S characteristics, but will not make any sustainable investments",,,,,,,,,
46505023-1597-44f3-a82b-a1fda50401a7,Group,3e7d344f-15bc-41a6-a512-e3eb02255f9e,What environmental and/or social characteristics are promoted by this financial product?,,,,,,,,[indicate the environmental and/or social characteristics promoted by the financial product and whether a reference benchmark has been designated for the purpose of attaining the environmental or social characteristics promoted by the financial product],
66648a43-a0b5-450d-85ee-111733160fab,Attribute,46505023-1597-44f3-a82b-a1fda50401a7,What sustainability indicators are used to measure the attainment of each of the environmental or social characteristics promoted by this financial product?,,,,,,,,,
3ef3d749-c263-499e-940a-d8f4515746c0,Attribute,46505023-1597-44f3-a82b-a1fda50401a7,What are the objectives of the sustainable investments that the financial product partially intends to make and how does the sustainable investment contribute to such objectives?,,,,,,,,"[include, for financial products that make sustainable investments, a description of the objectives and how the sustainable investments contribute to the sustainable investment objective. For the financial products referred to in Article 6, first paragraph, of Regulation (EU) 2020/852, list the environmental objectives set out in Article 9 of that Regulation to which the sustainable investment underlying the financial product contributes]",
6a7ae239-3e2e-4126-b250-1c085a81fdcc,Group,46505023-1597-44f3-a82b-a1fda50401a7,"How do the sustainable investments that the financial product partially intends to make, not cause significant harm to any environmental or social sustainable investment objective?",,,,,,,,[include a description for the financial product that partially intends to make sustainable investments],
d4ebff44-9ded-4486-a9c8-ecc8a772dd70,Attribute,6a7ae239-3e2e-4126-b250-1c085a81fdcc,How have the indicators for adverse impacts on sustainability factors been taken into account?,,,,,,,,"[include an explanation of how the indicators for adverse impacts in Table 1 of Annex I and any relevant indicators in Tables 2 and 3 of Annex I , are taken into account]",
d502df7e-d79f-4734-b351-0d435e90f5ce,Attribute,6a7ae239-3e2e-4126-b250-1c085a81fdcc,How are the sustainable investments aligned with the OECD Guidelines for Multinational Enterprises and the UN Guiding Principles on Business and Human Rights?,,,,,,,,"[include an explanation on the alignment with the OECD Guidelines for Multinational Enterprises and the UN Guiding Principles on Business and Human Rights, including the principles and rights set out in the eight fundamental conventions identified in the Declaration of the International Labour Organisation on Fundamental Principles and Rights at Work and the International Bill of Human Rights]",
d1babc95-26eb-4b51-a91b-1146be78c598,Attribute,46505023-1597-44f3-a82b-a1fda50401a7,EU Taxonomy DNSH statement,,,,,,,,"[Include statement for financial products referred to in Article 6, first paragraph, of Regulation (EU) 2020/852]:

The EU Taxonomy sets out a âdo not significant harmâ principle by which Taxonomy-aligned investments should not significantly harm EU Taxonomy objectives and is accompanied by specific EU criteria. 

The âdo no significant harmâ principle applies only to those investments underlying the financial product that take into account the EU criteria for environmentally sustainable economic activities. The investments underlying the remaining portion of this financial product do not take into account the EU criteria for environmentally sustainable economic activities.

 Any other sustainable investments must also not significantly harm any environmental or social objectives.",
6897bcc1-99db-4653-95f9-3bf34aff94c4,Group,3e7d344f-15bc-41a6-a512-e3eb02255f9e,Does this financial product consider principal adverse impacts on sustainability factors?,,,,,,,,,
03e2c56b-2386-4639-9fbd-662e549a6207,Group,6897bcc1-99db-4653-95f9-3bf34aff94c4,Yes,,,,,,,,"[if the financial product considers principal adverse impacts on sustainability factors, include a clear and reasoned explanation of how it considers principal adverse impacts on sustainability factors. Indicate where, in the information to be disclosed pursuant to Article 11(2) of Regulation (EU) 2019/2088, the information on principal adverse impacts on sustainability factors is available]",
cd9dff4d-a90f-4db8-ac6d-e519186ab7ba,Attribute,03e2c56b-2386-4639-9fbd-662e549a6207,Explanation,,,,,,,,"[if the financial product considers principal adverse impacts on sustainability factors, include a clear and reasoned explanation of how it considers principal adverse impacts on sustainability factors. Indicate where, in the information to be disclosed pursuant to Article 11(2) of Regulation (EU) 2019/2088, the information on principal adverse impacts on sustainability factors is available]",
4adc787b-03ff-446f-9da7-7a554c652638,Attribute,6897bcc1-99db-4653-95f9-3bf34aff94c4,No,,,,,,,,,
c2c036ab-db0b-47f8-937f-2b9df4bc3f33,Group,3e7d344f-15bc-41a6-a512-e3eb02255f9e,What investment strategy does this financial product follow?,,,,,,,,[provide a description of the investment strategy and indicate how the strategy is implemented in the investment process on a continuous basis],
613b37b0-eaa2-473a-9671-19fce52c3dae,Attribute,c2c036ab-db0b-47f8-937f-2b9df4bc3f33,What are the binding elements of the investment strategy used to select the investments to attain each of the environmental or social characteristics promoted by this financial product?,,,,,,,,,
