ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Description,Additional Info,Quant_Qual
23b5f833-b1f0-4c0d-8a90-5029b2965a74,Attribute,cf8729b4-f221-4c12-a38b-c50914d75131,E2-2 – Measurable targets for pollution,,,,,,,,The undertaking shall describe the pollution-related targets it has adopted.,"For its material pollution-related impacts, risks and opportunities, the undertaking shall disclose its targets set related to: (a) pollution to air in terms of total volume of emitted pollutants as per the classes defined in paragraph AG15 and respective specific loads in a defined time period; (b) pollution to water in terms of total volume of emitted pollutants as per the classes defined in paragraph AG15 and respective specific loads in a defined time period; and (c) pollution to soil in terms of total volume of emitted pollutants as per the classes
defined in paragraph AG15 and respective specific loads in a defined time period;
(d) substances of concern in terms of:
i. total amounts generated and/or used by the undertaking split into main
classes of substances as per Appendix A: Defined terms;
ii. absolute turnover and share of total turnover of the undertaking realised
with products and services that are or that contain substances of concern;
and
iii. absolute raw material cost and share of total raw material cost of the
undertaking when substances of concern are procured to produce other
products and services.
(e) most harmful substances in terms of:
i. total amounts generated and/or used by the undertaking split into main
classes of substances per Appendix A: Defined terms;
ii. absolute turnover and share of total turnover of the undertaking realised
with products and services that are or that contain most harmful
substances; and
iii. absolute raw material cost and share of total raw material cost of the
undertaking when most harmful substances are procured to produce other
products and services.
27. The disclosure required in paragraph 22 shall also include:
(a) whether targets are mandatory (based on legislation, including future legislation)
or voluntary;
(b) a clarification on which emissions data and information the undertaking is required
to report under the Industrial Emissions Directive (IED)4 and the BAT frameworks
(BREFs; BAT Conclusions)
5
;
(c) a presentation in 5-year periods including a set date in 2030, detailing the scope
covered in terms of total volume and/or specific loads. The undertaking shall
choose a representative baseline of the undertaking’s typical profile. The baseline
shall be chosen within the 3 years preceding the date of setting the first targets.
The baseline may also be an average of these three years if this allows a more
faithful representation and if this is specified; and
(d) where relevant, the geographical scope of the target: a description of the
geographies covered by the target and, where appropriate, an explanation of why
geographies identified as relevant were not included.",Qualitative
c3f323ba-fe14-4c21-b483-d18554968a62,Attribute,cf8729b4-f221-4c12-a38b-c50914d75131,E2-3 – Pollution action plans and resources,,,,,,,,The undertaking shall disclose its pollution-related action plans and the resources allocated to their implementation.,"The disclosure required by paragraph 28 shall include for each key action plan or action: (a) a description of whether the reported key actions are planned or implemented to achieve compliance with environmental legislation, including: i. addressing failures to comply with Do-No-Significant-Harm criteria for pollution prevention and control according to the EU Taxonomy Regulation and its Delegated Acts; ii. meeting BAT requirements in the future; and iii. any phase out of materials/compounds that have a material negative impact. (b) a list of the stakeholders involved in the actions or action plan and how they are involved, and/or a list of stakeholders impacted negatively or positively by the actions or action plan and how they are impacted. An explanation whether the action is intended to be a one-time initiative or a systematic practice; (c) the outcome of its assessment whether key actions may induce significant sustainability impacts, related to other environmental topics beyond pollution and/or related to social topics; (d) a description of whether the action is individual or collective: for a collective action, the undertaking shall explain its role and contribution; and (e) a description of whether the success of the action depends on similar or supporting actions by other undertakings, and to what degree.",Qualitative
52b2923b-044b-473a-ba3e-703f86f45b15,Object,1ca86f58-858d-4d5e-bbf4-a751daea82b6,Performance measurement,,,,,,,,,,
6760f019-ec63-44d7-b7f8-fdcc5f68eaed,Attribute,52b2923b-044b-473a-ba3e-703f86f45b15,"E2-4 – Pollution of air, water and soil",,,,,,,,"The undertaking shall disclose the list of pollutants that are generated or used during production processes or that are procured, and that leave its facilities as emissions, as products, or as part of products or services.","For the pollutants to air, water or soil, the undertaking shall disclose: (a) the total amount of emissions in a defined period, using standard measures such as tons, kilograms, cubic meters,; (b) the specific loads of emissions put in relation to production outputs (e.g. activity level, production volumes); (c) where defined, the targets as described under ESRS E2 Disclosure Requirement 2 above; and (d) where relevant, the land or water affected (in km2 ). 37. The undertaking shall put its disclosure into context with: (a) the local air quality indices (AQI) for the area where the undertaking’s pollution to air occurs; (b) the degree of urbanisation (DEGURBA)7 for the area where pollution to air occurs; and (c) the undertaking’s percentage of the total emissions of pollutants to water and soil occurring in areas of high-water stress [as defined in the ESRS E3, Appendix A]. 38. Where the undertaking’s activities are subject to the Industrial Emission Directive (IED) and relevant Best Available Techniques Reference Documents (BREFs), irrespective on whether the activity takes place within the European Union or not, the undertaking shall disclose: (a) a list of installations operated by the undertaking that fall under the IED and EU BAT Conclusions; (b) a list of any non-compliance incidents or enforcement actions; (c) the actual performance, as specified in the BAT BREF/BAT conclusions for installations, of the undertaking against the BAT-AEL conclusions.; (d) the actual performance of the undertaking against BAT-AEPLs as applicable to the sector and installation; and (e) a list of any compliance schedules or derogations associated with the implementation of BAT-AEL.",Qualitative
06382c5a-33d4-47a1-a4ab-a377c9f02493,Attribute,52b2923b-044b-473a-ba3e-703f86f45b15,E2-5 – Substances of concern and most harmful substances,,,,,,,,"The undertaking shall disclose specific information on the substances of concern and most harmful substances that are generated or used during production processes or that are procured, and that leave its facilities as emissions, as products, or as part of products or services.",The disclosure required by paragraph 39 shall present separately the information related to (i) substances of concern and (ii) most harmful substances: (a) total amounts generated and/or used by the undertaking split into main classes of substances as per the definitions of “substance of concern” and “most harmful substances” in Appendix A: Defined terms; (b) net turnover and share of total net turnover of the undertaking made with products and services that are or that contain the above-mentioned substances; and (c) absolute raw material cost and share of total raw material cost of the undertaking that relate to the procurement of the above-mentioned substances to produce other products and services.,Qualitative
6fe86bb9-800e-482c-924c-618c10024d05,Object,1ca86f58-858d-4d5e-bbf4-a751daea82b6,Taxonomy Regulation for pollution prevention and control including enabling activities,,,,,,,,,,
a89a3a98-c529-4a65-a218-e2af5c972cd3,Attribute,6fe86bb9-800e-482c-924c-618c10024d05,"E2-6 – Pollution-related incidents and deposit impacts and risks, and financial exposure to the undertaking",,,,,,,,The undertaking shall disclose the impact of and its financial exposure to pollution-related incidents and deposits.,"The undertaking shall disclose its operational and capital expenditures occurred in the reporting period in conjunction with these major incidents and deposits. 49. If not already disclosed as part of the undertaking’s financial statements, the undertaking shall disclose its provisions for environmental protection and remediation costs, e.g. for rehabilitating contaminated sites, recultivating landfills, removal of environmental contamination at existing production or storage sites and similar measures. When the information is provided in the undertaking’s financial statements, a clear reference shall be included in the sustainability statements.",Qualitative
2c47ade5-bfe1-4423-a5ad-c471aa540f6b,Attribute,6fe86bb9-800e-482c-924c-618c10024d05,"E2-7 – Potential financial effects from pollution-related impacts, risks and opportunities",,,,,,,,The undertaking shall disclose the potential financial effects of the risks and opportunities arising from pollution-related impacts and dependencies,"The undertaking may include an assessment of the market size of related products and services at risk over the short-, medium-, and long-term, explaining how these are defined, how financial amounts are estimated and which critical assumptions are made.",Qualitative
74195945-46bd-416b-be60-031b264f8dfb,Layer,,ESRS E3 - Water and Marine Resources,,,,,,,,,,
7c20c7d3-8881-4fa7-8465-2f655f445a57,Object,74195945-46bd-416b-be60-031b264f8dfb,"Policies, targets, action plans and resources",,,,,,,,,,
832023fd-bfd8-45bd-9887-cec250d995ba,Attribute,7c20c7d3-8881-4fa7-8465-2f655f445a57,E3-1 – Policies implemented to manage water and marine resources,,,,,,,,"The undertaking shall disclose its policies related to material water and marine resources2 -related impacts, risks and opportunities.","The disclosure required by paragraph 10 shall in addition include the following elements: (a) the undertaking’s commitment to reduce material water withdrawals, consumption and discharges (in volume and/or pollutant load); and (b) how the policies relate to EU and international reference frameworks (third party standards of conduct) for water and marine resources the undertaking’s processes to understand the water cycle and its relationship with water. 15. If the undertaking does not disclose the information required by paragraph 10, because it does not believe it has material impacts, risks or opportunities in relation to water and marine resources or it has not adopted a policy and/or objectives as outlined in ESRS 1, it shall disclose this to be the case, shall provide reasons for not having adopted a policy or objectives, and may report a timeframe in which it aims to have such policy or objectives in place. If at least one of the sites of the undertaking is located in an area of high-water stress and is not covered by a policy, the undertaking shall state it clearly and clarify if and when a dedicated policy will be implemented.3",Qualitative
0dda5161-352b-4891-b11a-09f1e6b905e2,Attribute,7c20c7d3-8881-4fa7-8465-2f655f445a57,E3-2 – Measurable targets for water and marine resources,,,,,,,,"The undertaking shall disclose the water and marine resources-related targets it has adopted to address its material impacts, risks and opportunities.","The disclosure required by paragraph 19 (b) shall include targets on own operations, if related material marine resources-related impacts, risks and opportunities have been identified: (a) targets related to the nature and quantity of commodities of marine origin (such as gravels, deep-sea minerals, seafood) used by the undertaking; (b) by reference to ESRS E5, any targets on the reduction of waste (in tons), the reduction in the use of plastics (in tons), the share of recycled plastic used (in %), or the share of recyclable plastic used, collected and sorted (in %); (c) by reference to ESRS E4, any targets on land change which may have an impact on water and marine resources; (d) by reference to ESRS E2, any targets related to reduction of emissions to air, emissions, effluents or other entries to water and pollutants to soil; and (e) by reference to ESRS E1, GHG emissions reduction targets. 22. The disclosure required by paragraphs 20 (a) and (b) may include water, or marineresources-related intensity targets, per unit of net turnover, or unit of product.",Qualitative
7316707a-1b35-403c-932d-0bb26831c30d,Attribute,7c20c7d3-8881-4fa7-8465-2f655f445a57,E3-3 – Water and marine resources action plans and resources,,,,,,,,"The undertaking shall disclose its water and marine resources action plans and the resources allocated for their implementation to address its material impacts, risks and opportunities.","The description of the water and marine resources-related action plans and resources shall follow the principles defined in ESRS 1 General principles, Disclosure Principle 3 Actions, action plans and resources in relation to policies and targets.",Qualitative
b7c68b11-86df-43d0-8f39-2f4dbb80a13b,Object,74195945-46bd-416b-be60-031b264f8dfb,Performance measurement,,,,,,,,,,
a6425933-774a-413d-9baf-adbcc840591e,Attribute,b7c68b11-86df-43d0-8f39-2f4dbb80a13b,E3-4 – Water management performance,,,,,,,,"The undertaking shall provide information on its water management performance related to its material impacts, risks and opportunities.","The disclosure required by paragraph 26 shall include: (a) total water withdrawals in thousands of m3 ; (b) total water consumption in thousands m3 ; (c) total water discharges in thousands m3
; and
(d) by reference to ESRS E2, where material, discharges, for priority substances of
concern in tons or kilograms.
29. In addition, where relevant, the undertaking shall also include, along the information
required under paragraph 26:
(a) total water recycled or reused in thousands m3
;
4 and
(b) total water stored in thousands m3",Qualitative
f7d8d75c-45d9-4d7c-ab23-b7dbf9d7bed7,Attribute,b7c68b11-86df-43d0-8f39-2f4dbb80a13b,E3-5 – Water intensity performance,,,,,,,,The undertaking may provide information on its water intensity performance.,"When the undertaking provides the disclosure required by paragraph 30, it shall include the following: (a) total water withdrawals in m3 per net turnover; (b) total water consumption in m3 per net turnover; 5 and (c) total water discharges in m3 per net turnover.",Qualitative
2c54248a-b99d-4ef4-a334-249b69b956ef,Attribute,b7c68b11-86df-43d0-8f39-2f4dbb80a13b,E3-6 – Marine resources-related performance,,,,,,,,"The undertaking shall provide information on marine resources-related performance indicators related to its material impacts, risks and opportunities.","The disclosure required by paragraph 33 shall: (a) include the nature and quantity (in tons) of commodities of marine origin (such as gravels, deep-sea minerals, seafood,) used by the undertaking; and (b) provide relevant reference to performance measures included in other Standards: i. its waste and reduction of waste (in tons) by reference to ESRS E5; ii. its use of plastics along with its reduction by reference to ESRS E5 and ESRS E2; iii. the proportion of recycled plastics used (in %) and recyclable plastics (in %) by reference to ESRS E5; v. any metric related to land use and habitat change that may have an impact
on water and marine resources by reference to ESRS E4;
v. its emissions to air, effluents or other entries to water and pollutants to soil
and reduction by reference to ESRS E2;
vi. its GHG emissions and reductions by reference to ESRS E1; and
vii. the quantity and reduction of material substances of concern (in tons or
kilograms) by reference to ESRS E2.",Qualitative
e5c3d3bf-a79a-483c-9e9e-f8ae7b077a43,Object,74195945-46bd-416b-be60-031b264f8dfb,Taxonomy Regulation for water and marine resources,,,,,,,,,,
13c99ecb-12d8-4f42-83e8-96e8c013ac17,Attribute,e5c3d3bf-a79a-483c-9e9e-f8ae7b077a43,"E3-7 – Potential financial effects from water and marine resources-related impacts, risks and opportunities",,,,,,,,The undertaking shall disclose its potential financial effects of material risks and opportunities arising from water and marine resources-related impacts and dependencies.,"The undertaking may include an assessment of the market size of related products and services at risk over the short-, medium-, and long-term, explaining how these are defined, how financial amounts are estimated and which critical assumptions are made.",Qualitative
bcb666f5-dafa-4e38-93bc-ab796b806649,Layer,,ESRS E4 - Biodiversity and Ecosystems,,,,,,,,,,
9a2e47df-1c24-463c-8895-8d2c1eb64c47,Object,bcb666f5-dafa-4e38-93bc-ab796b806649,"General, Strategy, Governance and Materiality assessment",,,,,,,,,,
73c955ab-54e9-43dc-8acf-f3365ed40fe1,Attribute,9a2e47df-1c24-463c-8895-8d2c1eb64c47,"E4-1 – Transition plan in line with the targets of no net loss by 2030, net gain from 2030 and full recovery by 2050",,,,,,,,"The undertaking shall disclose its plans to ensure that its business model and strategy are compatible with the transition to achieve no net loss by 2030, net gain from 2030 and full recovery by 20509 .","The undertaking shall disclose its plans for its own operations and throughout its upstream and downstream value chain. 15. The undertaking shall disclose whether the administrative, management and supervisory bodies have approved the transition plan. 16. If the undertaking cannot disclose the above required information, because it has not adopted a transition plan in line with the targets of no net loss by 2030, net gain from 2030 and full recovery by 2050, it shall disclose this to be the case, it shall then also provide reasons for not having adopted such a plan and may report a timeframe in which it aims to have such a plan in place.",Qualitative
7d76f06b-6528-43e9-8508-d9f082ec360f,Object,bcb666f5-dafa-4e38-93bc-ab796b806649,"Policies, Targets, Action Plans and Resources",,,,,,,,,,
f85e0071-8dab-4a0b-909c-6eb69d3f0617,Attribute,7d76f06b-6528-43e9-8508-d9f082ec360f,E4-2 – Policies implemented to manage biodiversity and ecosystems,,,,,,,,The undertaking shall disclose its policies related to biodiversity and ecosystems,"The description of policies related to biodiversity and ecosystems shall follow the principles defined in ESRS 1 Disclosure Principle 1 on Policies adopted to manage material sustainability matters. 21. The undertaking shall indicate which below matter the described policy addresses: (a) material biodiversity and ecosystems-related impacts; (b) its contribution to material biodiversity loss drivers; (c) material dependencies and material physical and transition risks and opportunities;
(d) biodiversity friendly production, consumption and sourcing of raw materials;
(e) screening and engaging with suppliers on biodiversity and ecosystems;
(f) the social consequences of biodiversity and ecosystems related dependencies and
impacts; and
(g) other.
22. The disclosure required by paragraphs 21(a) and (b) shall provide information on how
the policy allows the undertaking to:
(a) avoid its negative impacts on biodiversity and ecosystems in its operations and
throughout the value chain (downstream and upstream);
(b) reduce and minimise its negative impacts on biodiversity and ecosystems in its
operations and throughout the value chain that cannot be avoided;
(c) restore/rehabilitate degraded ecosystems or restore cleared ecosystems following
exposure to impacts that cannot be completely avoided and/or minimised;
(d) compensate for residual impacts (impacts that cannot be completely avoided and/or
minimised and/or restored on site) by means of offsets; and
(e) mitigate material biodiversity loss drivers as disclosed in the section dependencies,
impacts, risks and opportunities.
23. The disclosure required by paragraph 21(d) shall provide information on how the policy
allows the undertaking to:
(a) produce, source or consume with or from third-party certification;
(b) ensure traceability (i.e. the ability to follow a product or its components through
stages of the supply chain) of production, sourcing or consumption of raw materials;
(c) produce, source or consume from ecosystems that have been managed to maintain
or enhance conditions for biodiversity, as demonstrated by regular monitoring and
reporting of biodiversity status and gains or losses.
24. The disclosure required by paragraph 21(f) on policies regarding the social
consequences of biodiversity and ecosystems related dependencies and impacts shall
provide information in relation to:
(a) the fair and equitable benefit-sharing from the benefits arising from the utilisation of
genetic resources;
(b) the prior informed consent (i.e., the permission given by the competent national
authority of a provider country to a user prior to accessing genetic resources, in line
with an appropriate national legal and institutional framework) for access to genetic
resources;
(c) the prior informed consent or approval and involvement (of the communities) for
access to traditional knowledge associated with genetic resources that is held by
indigenous and local communities; and
(d) the protection of the rights of local and indigenous communities; notably recognising
the close and traditional dependence of many indigenous and local communities
embodying traditional lifestyles on biological resources, and the desirability of sharing
equitably benefits arising from the use of traditional knowledge, innovations and
practices relevant to the conservation of biological diversity and the sustainable use
of its components.",Qualitative
0ae9aeed-5e6e-4567-b267-4204f10992e7,Attribute,7d76f06b-6528-43e9-8508-d9f082ec360f,E4-3 – Measurable targets for biodiversity and ecosystems,,,,,,,,The undertaking shall disclose the biodiversity and ecosystem-related targets it has adopted.,"The targets disclosed under paragraph 27 shall include where applicable: (a) regarding the timeframe of the target: short-term relates to 1-5 years from the baseline year, medium-term to 5-10 years and long-term to 10 years and more, but no later than 2050; (b) a presentation with milestones including a set date in 2030; (c) how the targets respect and are in alignment with ecological thresholds (e.g. the biosphere integrity and land-system change planetary boundaries10) and allocate responsibility for respecting these thresholds to the organisational level; (d) whether the targets are informed by, connected to and in alignment with expectations in authoritative intergovernmental instruments such as the Convention for Biological Diversity (CBD) and, where relevant, by scientific consensus, that is, in the case of biodiversity and ecosystem services, IPBES; and (e) whether targets are mandatory (based on legislation) or voluntary. If they are mandatory, the undertaking shall list the relevant legislation; 35. The undertaking shall state how its targets disclosed are connected to and in alignment with EU and national policies and legislation related to biodiversity and ecosystems. 36. The undertaking may state how its targets disclosed are connected to and in alignment with global goals and agreements, notably: (a) the SDGs 2, 6, 12, 14 and 15; (b) the Post-2020 Global Biodiversity framework; (c) any global convention related to biodiversity and ecosystems.",Qualitative
d645d487-9517-481a-ae78-ba4645ad1369,Attribute,7d76f06b-6528-43e9-8508-d9f082ec360f,E4-4 – Biodiversity and ecosystems action plans,,,,,,,,The undertaking shall disclose its biodiversity and ecosystems-related actions and action plans and allocation of resources to meet its policy objectives and targets.,"For each action plan or stand-alone action, the undertaking shall include the description of: (a) the geographical scope of the actions, including explanation of any limitations as to
geographical boundaries or activities;
(b) a list of the stakeholders involved in the stand-alone action or action plan and how
they are involved, or/and a list of stakeholders impacted negatively or positively by
the stand-alone action or action plan and how they are impacted, including impacts
or benefits created for local communities, smallholders (i.e. small-scale agricultural
or forest producers with high dependence on family labour, generally having low
levels of productivity, small land footprint, significant economic and information
constraints and/or farmers profit being the primary source of income for the
smallholder and their family), indigenous groups, women, the poor, marginalised and
vulnerable groups and individuals;
(c) the material impact each action or action plan aims to tackle;
(d) actions categorised according to the mitigation strategy: avoid (conserve), reduce
and minimise, restore/rehabilitate;
(e) an elaboration of the reason(s) why it selected such action over other possible
actions;
(f) an explanation whether the action is intended to be a one-time initiative or a
systematic practice;
(g) if the action is individual or collective: for a collective action, the undertaking shall
explain its role;
(h) whether the success of the action depends on the undertaking or supporting actions
by other undertakings, and to what degree; and
(i) a brief assessment whether key actions may induce significant adverse sustainability
impacts.
43. The undertaking may describe the actions or actions plans to contribute to systemwide
change, notably to alter the drivers of nature loss, e.g. through technological, economic,
institutional, and social factors and changes in underlying values and behaviours11",Qualitative
c90af3c9-d79f-4a8f-830f-487dbc1517ff,Object,bcb666f5-dafa-4e38-93bc-ab796b806649,Performance measurement,,,,,,,,,,
f7fc4bac-5387-4b54-ba29-911c4c40132e,Attribute,c90af3c9-d79f-4a8f-830f-487dbc1517ff,E4-5 – Pressure metrics,,,,,,,,The undertaking shall report pressure metrics.,"If climate change has been assessed by the undertaking as a material impact driver of biodiversity and ecosystem services loss, the undertaking shall report pressure metrics that pertain to climate change, as laid out in ESRS E1. 49. If pollution has been assessed by the undertaking as a material impact driver of biodiversity and ecosystem services loss, the undertaking shall report pressure that pertain to pollution, as laid out in ESRS E2, but not limited to sources of pollution covered in ESRS E2. 50. If natural resource use and exploitation has been assessed by the undertaking as a material impact driver of biodiversity and ecosystem services loss, the undertaking shall report pressure metrics that pertain to natural resource use and exploitation as laid out in ESRS E3 for water use and ESRS E5 for natural resources use, but not limited to natural resources covered in ESRS E3 and E5. 51. If invasive species has been assessed by the undertaking as a material impact driver of biodiversity and ecosystem services loss, the undertaking shall report pressure metrics that pertain to invasive species control and eradication. 52. If the undertaking has identified any other material impact drivers of biodiversity and ecosystem services loss, the undertaking shall report pressure metrics that pertain to those particular additional material impact drivers.",Qualitative
39e898d1-73ec-4448-9a17-4d46999e7e4a,Attribute,c90af3c9-d79f-4a8f-830f-487dbc1517ff,E4-6 – Impact metrics,,,,,,,,"The undertaking shall report metrics for material biodiversity and ecosystemrelated impacts, either by material geographical locations, and/or by material raw materials.","The information required under paragraph 52 shall include a description of the assessment of the impact on species and ecosystems in particular: (a) when reporting on their impact on species, the undertaking shall consider two aspects – population size, and extinction risk. These aspects provide insight on the health of a single species’ population and its relative resilience to human induced and naturally occurring change; (b) when reporting on their impact on ecosystems, the undertaking shall consider three aspects: condition, extent, and functioning. Together they give insight into the overall health of an ecosystem.",Qualitative
3efe6edb-a97a-4b0c-9212-ea6e7c86bdee,Attribute,c90af3c9-d79f-4a8f-830f-487dbc1517ff,E4-7 – Response metrics,,,,,,,,The undertaking shall disclose response metrics.,,Qualitative
26824d70-c4ee-4ff3-8945-110c6313999d,Attribute,c90af3c9-d79f-4a8f-830f-487dbc1517ff,"Optional E4-8 – Biodiversity-friendly consumption and
production metrics",,,,,,,,The undertaking may disclose metrics on its biodiversity-friendly consumption and production.,"The disclosure required by paragraph 58 shall include: (a) the list of any third-party certification schemes that it uses for its raw material, as well as the volume and percentage of its production and/or consumption covered; (b) the volume and percentage of supply of raw material traceable to mill or to plantation level; and (c) the volume and percentage of raw material that comes from ecosystems that have been managed to maintain or enhance conditions for biodiversity, as demonstrated by regular monitoring and reporting of biodiversity levels and gains or losses.",Qualitative
21f07c26-2686-4b67-bcd8-e70a1a9f6860,Object,bcb666f5-dafa-4e38-93bc-ab796b806649,Taxonomy Regulation for biodiversity and ecosystems,,,,,,,,,,
9fd4e3bd-5f8f-48ee-8473-6a00de597b8e,Attribute,21f07c26-2686-4b67-bcd8-e70a1a9f6860,E4-9 – Biodiversity offsets,,,,,,,,"The undertaking may disclose the actions, development and financing of biodiversity and ecosystems mitigation projects (offsets) inside and outside its value chain.","The information disclosed under paragraph 63 shall include: (a) The aim of the offset and key performance indicators used; (b) the financing (direct and indirect costs) of biodiversity offsets in monetary terms; and (c) a description of offsets including area, type, the quality criteria applied and the standards that the biodiversity offsets fulfil.",Qualitative
2b33aca8-90de-46f7-8706-e72d0057e9c5,Attribute,21f07c26-2686-4b67-bcd8-e70a1a9f6860,"E4-10 – Potential financial effects from biodiversity-related impacts, risks and opportunities",,,,,,,,The undertaking shall disclose its potential financial effects of risks and opportunities arising from biodiversity-related impacts and dependencies.,"The undertaking may include an assessment of the market size of related products and services at risk over the short-, medium-, and long-term, explaining how these are defined, how financial amounts are estimated and which critical assumptions are made.",Qualitative
bf809625-7beb-4310-9eb4-74d1736f57d7,Layer,,ESRS E5 - Resource Use and Circular Economy,,,,,,,,,,
d6be18b3-e6e4-4ed2-aee3-3a02d04d2c12,Object,bf809625-7beb-4310-9eb4-74d1736f57d7,"Policies, targets, action plans and resources",,,,,,,,,,
748323b5-810d-4264-9370-6681f25e7525,Attribute,d6be18b3-e6e4-4ed2-aee3-3a02d04d2c12,E5-1 – Policies implemented to manage resource use and circular economy,,,,,,,,The undertaking shall disclose separately its policies (i) to decouple economic activity from extraction of non-renewable resources and (ii) for regeneration of renewable resources and ecosystems.,"The description of the resource use and circular economy policies shall follow the principles defined in ESRS 1 Disclosure principle 1 On policies adopted to manage material sustainability matters. If the undertaking does not disclose the information required by paragraph 17, because it does not believe it has material impacts, risks or opportunities in relation to resource use and circular economy or it has not adopted a policy and/or objectives as outlined in ESRS 1, it shall disclose this to be the case, shall provide reasons for not having adopted a policy or objectives, and may report a timeframe in which it aims to have such policy or objectives in place.",Qualitative
1f5d0292-67ba-4143-9aab-92f69b83a52f,Attribute,d6be18b3-e6e4-4ed2-aee3-3a02d04d2c12,E5-2 – Measurable targets for resource use and circular economy,,,,,,,,The undertaking shall disclose the resource use and circular economy-related targets it has adopted.,"The description of the targets required by paragraph 21 shall include information on: (a) the measurable outcome-oriented target set to meet the resource use and circular economy-related policy’s objectives related to the management of its material impacts, risks and opportunities; (b) a description of how material impacts are linked with targets and if they are not, a justification as to why a material impact is not covered by a target; and (c) as applicable, the geographical scope of the target: a description of the geographies covered by the target and how these geographies were selected and, where appropriate an explanation of why geographies identified as relevant were not included. 25. The resource use and circular economy targets above-mentioned shall be classified in the following categories: (a) targets to eliminate waste (including in production, use phase and at end of functional life); (b) targets for circular material use rate; (c) targets to eliminate the use of virgin non-renewable raw material; and (d) targets for regeneration of renewable resources and ecosystems.",Qualitative
d61e6a73-5929-4e13-bfd5-93aeb3873679,Attribute,d6be18b3-e6e4-4ed2-aee3-3a02d04d2c12,E5-3 – Resource use and circular economy action plans,,,,,,,,The undertaking shall disclose its resource use and circular economy-related action plans and the resources allocated to their implementation.,"The disclosure required by paragraph 26 shall include for each key action plan or action a description of: (a) the geographical scope of the actions or action plan, including explanation of any limitations as to geographical boundaries or activities; (b) whether the action or action plan is intended to be a one-time initiative or a systematic practice; and (c) how stakeholders are involved in the action plan or action, or/and a list of stakeholders impacted negatively or positively by the action plan or action and how they are impacted. 30. Considering that resource sourcing and circular economy may require collective actions, or action plans, involving other stakeholders, the undertaking shall describe if the action or action plan is individual or collective, and for a collective, the undertaking shall explain its role and whether the success of it depends on the undertaking’s support.",Qualitative
4cb0060f-a87f-4930-9487-f67e82a7eddc,Object,bf809625-7beb-4310-9eb4-74d1736f57d7,Performance measurement,,,,,,,,,,
bf137bf7-d4f3-4cbc-b985-c12b145204c9,Attribute,4cb0060f-a87f-4930-9487-f67e82a7eddc,E5-4 – Resource inflows,,,,,,,,The undertaking shall provide information on its resource inflows.,"The disclosure required by paragraph 31 shall include: (a) the overall total weight of materials used during the reporting period; (b) the weight in both absolute value (tons) and percentage of renewable input materials used to manufacture the undertaking’s products and services (including packaging); and (c) the weight in both absolute value (tons) and percentage, of reused or recycled input materials used to package the undertaking’s products.",Qualitative
401948f6-e366-48fd-b08f-f5d49f70bf21,Attribute,4cb0060f-a87f-4930-9487-f67e82a7eddc,E5-5 – Resource outflows,,,,,,,,The undertaking shall provide information on its resource outflows,"The disclosure required by paragraph 34 shall include the amount in both absolute and percentage terms of material and products that are designed along circular principles: durability, reusability, repairability, disassembly, remanufacturing/refurbishment, recycling or other optimisation of the use of the resource. 38. Information on the products and materials that are recirculated in practice may be provided.",Qualitative
33a00f12-7bfc-4bbc-acbd-d16f1a51a9ea,Attribute,4cb0060f-a87f-4930-9487-f67e82a7eddc,E5-6 – Waste,,,,,,,,The undertaking shall provide information on its wastes.,"The disclosure required by paragraph 39 shall include and disclose separately the total tons of waste: (a) the total amount of waste generated; (b) for each of hazardous and non-hazardous waste, the amount by weight diverted from disposal by recovery operation type and the total amount summing all three types. The recovery operation types to be reported on are: i. preparation for reuse; ii. recycling; and
iii. other recovery operations;
(c) for each of hazardous and non-hazardous waste, the amount by weight averted to
disposal by recovery operation type and the total amount summing all three types. The
recovery operation types to be reported are:
iv. incineration;
v. landfilling; and
vi. other disposal operations; and
(d) the total amount and percentage of non-recycled waste.
3
42. The undertaking shall also disclose the total amount of hazardous waste and radioactive waste
generated by the undertaking, where radioactive waste is defined in Article 3(7) of Council
Directive 2011/70/Euratom.",Qualitative
754a5315-05d7-4444-8358-f1434b923dd5,Attribute,4cb0060f-a87f-4930-9487-f67e82a7eddc,E5-7 – Resource use optimisation,,,,,,,,The undertaking shall provide information on its strategy to optimise resource use in creating circular business models.,"Better design to improve longevity, reparability, facilitate the increase of recycling content or new ways of consumption such as pay-per-use and sharing are considered as ways to retain the value of the resource.",Qualitative
ec1a9309-a89e-486a-bd3c-65c9b6782c21,Attribute,4cb0060f-a87f-4930-9487-f67e82a7eddc,E5-8 – Circularity support,,,,,,,,The undertaking shall provide information on its ability to create partnerships to accelerate the transition from linear to circular economy.,"The disclosure required by paragraph 47 shall include a description of: (a) actions, including circularity measures, taken to prevent waste generation in the undertaking’s upstream and downstream value chain and to manage significant impacts arising from waste generated; (b) the extent to which the undertaking engages with customers on advancing circular economy topics; and (c) the extent to which the undertaking engages with suppliers on advancing circular economy topics.",Qualitative
e9815ab5-f713-42b1-bc3b-04307bc27351,Object,bf809625-7beb-4310-9eb4-74d1736f57d7,Taxonomy Regulation for the transition to a circular economy (including enabling activities),,,,,,,,,,
