ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Title,Link to Guidance,Question,Answer Format,Rows
7977abff-cae4-443f-ade4-e32e4f367667,Group,b980fea5-8de6-4116-aea6-6cd9126be8c5,Technology,,,,,,,,,,,,
1de63bce-e324-4979-93ba-4aa708b1e2b1,Attribute,7977abff-cae4-443f-ade4-e32e4f367667,E10,,,,,,,,,,What percent of the company’s revenue came from low-carbon products/services during this reporting period?,Matrix – Text Boxes with option for Unknown or N/A,Low-carbon products and services/total revenue for the reporting period
fcac29c4-43ec-4505-9276-5e883ab08bc4,Group,b980fea5-8de6-4116-aea6-6cd9126be8c5,Sector-specific Questions,,,,,,,,,,,,
cbdfb7b3-f870-4276-bf4d-f998c468a1a1,Group,fcac29c4-43ec-4505-9276-5e883ab08bc4,Sector-specific: Water,,,,,,,,,,,,
ab80c2cf-f102-4c5c-ab30-2957a6c8f872,Attribute,cbdfb7b3-f870-4276-bf4d-f998c468a1a1,E11,,,,,,,,,,Please provide details regarding the company’s water withdrawal and consumption (own operations) during the reporting period.,Matrix – Text Boxes with option for Unknown or N/A,"Water withdrawal (volume of water in megaliters):
Total
BY SOURCE
Fresh surface water
Groundwater
Brackish surface water/seawater
Produced water
Third-party water
Percentage of water withdrawn in regions with high or extremely high water stress (%)
Water consumption (volume of water in megaliters):
Total
BY SOURCE
Fresh surface water
Groundwater
Brackish surface water/seawater
Produced water
Third-party water
Percentage of water withdrawn in regions with high or extremely high water stress (%)"
f164de98-ced1-4e73-9fa2-f44823b04e95,Attribute,cbdfb7b3-f870-4276-bf4d-f998c468a1a1,E12,,,,,,,,,,Please provide details about the company’s water intensity of products in regions with high or extremely high water stress.,Matrix – Text Boxes with option for Unknown or N/A,Water intensity of products (cubic meter/$ OR cubic meter/product type)
594679f2-f525-4084-8c11-13f0f60035f4,Group,fcac29c4-43ec-4505-9276-5e883ab08bc4,"Sector-specific: Forests, Biodiversity, and Land Use",,,,,,,,,,,,
7777247a-d996-4848-a4a5-671c72e87957,Attribute,594679f2-f525-4084-8c11-13f0f60035f4,E13,,,,,,,,,,"Please report the number and area (in hectares) of sites owned, leased, or managed by the company in or adjacent to protected areas and/or key biodiversity areas (KBA).",Matrix – Text Boxes with option for Unknown or N/A,"Sites
Hectares"
0dd63a93-4fe2-4149-a275-2503638f2b62,Attribute,594679f2-f525-4084-8c11-13f0f60035f4,E14,,,,,,,,,,"What area (in hectares) of natural ecosystems was converted during the reporting period in areas owned, leased, or managed by the company?",Matrix – Text Boxes with option for Unknown or N/A,Conversion of natural resources
9d678417-c64b-4cc5-82ea-261c741aea49,Attribute,594679f2-f525-4084-8c11-13f0f60035f4,E15,,,,,,,,,,Is the company supporting or implementing project(s) focused on ecosystem restoration and protection?,Matrix – Select one answer option per line + text box,"Forest ecosystem restoration
Other ecosystem restoration
Reforestation
Natural regeneration
Agroforestry
Set-aside land
Biodiversity offsetting
Other (Please provide additional information)"
04fd5d17-0ae4-42f9-9395-4b370ee07688,Group,fcac29c4-43ec-4505-9276-5e883ab08bc4,Sector-specific: Air Pollution,,,,,,,,,,,,
ca644d19-4869-4230-ac98-f78b903574d1,Attribute,04fd5d17-0ae4-42f9-9395-4b370ee07688,E16,,,,,,,,,,"Where applicable, please report the company’s emissions of the following pollutants during the reporting period.",Matrix – Text Box with option for Unknown or N/A,"NOx
SOx
Volatile organic compounds (VOCs)
Hazardous air pollutants (HAPs)
Particulate matter (PM10)
Persistent organic pollutants (POPs)
Other (Please provide additional information)"
f0e50963-b67f-44ad-a8a4-67c3edae022c,Group,fcac29c4-43ec-4505-9276-5e883ab08bc4,Sector-specific: Waste,,,,,,,,,,,,
b7f10422-ff3a-40bf-920c-e2f973398ccb,Attribute,f0e50963-b67f-44ad-a8a4-67c3edae022c,E17,,,,,,,,,,Please report the company’s total weight of waste generated in metric tonnes during the reporting period.,Matrix – Text Box with option for Unknown or N/A,Solid waste
d3f497b6-e8a2-43b5-80ea-f12cc3272667,Attribute,f0e50963-b67f-44ad-a8a4-67c3edae022c,E18,,,,,,,,,,"Please report the percentage of the company’s waste that was hazardous waste (e.g., hazardous waste ratio) during the reporting period.",Matrix – Text Box with option for Unknown or N/A,Solid waste
a3037e9a-6945-4712-8079-afb58163048a,Attribute,f0e50963-b67f-44ad-a8a4-67c3edae022c,E19,,,,,,,,,,Please report the company’s estimated metric tonnes of single-use plastic consumed wherever material along the value chain during the reporting period.,Matrix – Text Box with option for Unknown or N/A,Single-use plastics
d6b5d2e0-1d21-482b-aeb7-97f3f8ac590b,Group,b980fea5-8de6-4116-aea6-6cd9126be8c5,Overall Environment,,,,,,,,,,,,
b83ef772-2956-4f88-8f71-6598430bbb72,Attribute,d6b5d2e0-1d21-482b-aeb7-97f3f8ac590b,E20,,,,,,,,,,"Briefly describe additional relevant practical actions the company has taken during the reporting period and/or plans to take to implement the environment principles, including goals set and any challenges faced and actions taken towards prevention and/or remediation.",Text Box,
c55e4dfe-e88f-45a0-87d3-d2ad554918a6,Object,bad292e3-fef9-4dcf-bfdb-7fe8550e3932,Anti-Corruption,,,,,,,,,,,,
e0500695-3227-48a6-95d9-786eaa0a3e1d,Group,c55e4dfe-e88f-45a0-87d3-d2ad554918a6,Commitment,,,,,,,,,,,,
317ce095-1ba7-4594-99e6-3659e1d34370,Group,e0500695-3227-48a6-95d9-786eaa0a3e1d,AC1,,,,,,,,,,Does the company have an anti-corruption compliance programme?,Radial – Select One,"No, it is not an immediate business priority
No, but we plan to in the next two years
Yes [Prompts AC1.1]"
aa079ada-3417-43cd-bf8e-73b2a266fbbf,Attribute,317ce095-1ba7-4594-99e6-3659e1d34370,AC1.1,,,,,,,,,,"If yes, in what year was this programme last reviewed?",YYYY,
f40191a1-75d6-469f-8e10-d16cf7b945ba,Attribute,e0500695-3227-48a6-95d9-786eaa0a3e1d,AC2,,,,,,,,,,"Does your company have policies and recommendations for employees on how to act in case of doubt and/or in situations that may represent a conflict of interest, e.g., with regard to gifts and hospitality, donations, sponsorship, or interactions with public officials?",Radial – Select One,"No, and we have no plants to develop them
No, but we plan to in the next two years
Yes, included within a broader policy
Yes, articulated as a stand-alone policy"
cd266550-68fe-46df-bece-163bf7361c8f,Group,c55e4dfe-e88f-45a0-87d3-d2ad554918a6,Prevention,,,,,,,,,,,,
62a9e125-c9e2-41ea-9090-72e2b4280b37,Group,cd266550-68fe-46df-bece-163bf7361c8f,AC3,,,,,,,,,,Who receives training on anti-corruption and integrity?,Select all that apply,"No training provided
Select employees [Prompts AC3.1]
All employees [Prompts AC3.1]
Contractors [Prompts AC3.1]
Direct suppliers of the organization [Prompts AC3.1]
Indirect suppliers of the organization [Prompts AC3.1]
Other – such as partners, clients, etc. [Prompts AC3.1]"
028031b5-ed21-4402-8e91-78d50afbc323,Attribute,62a9e125-c9e2-41ea-9090-72e2b4280b37,AC3.1,,,,,,,,,,How often is such training provided?,Matrix – Select one answer option per line,"Select employees
All employees
Contractors
Direct suppliers of the organization
Indirect suppliers of the organization
Other – such as partners, clients, etc."
97afb59f-d984-4316-a013-51a0da3919ae,Attribute,cd266550-68fe-46df-bece-163bf7361c8f,AC4,,,,,,,,,,Does the company monitor its anti-corruption compliance programme?,Select all that apply,"No, we do not monitor the anti-corruption compliance programme (Please provide additional information) [Makes text box mandatory]
Review topics on ad hoc basis
Yes, through internal employee self-evaluations
Yes, through automated controls monitoring
Yes, through external independent monitoring
Yes, through other mechanisms (Please provide additional information) [Makes text box mandatory]"
7b014cb0-1976-495e-be20-facc49919cf3,Group,c55e4dfe-e88f-45a0-87d3-d2ad554918a6,Performance,,,,,,,,,,,,
772f54cf-56d0-49bc-801a-16ca5ea504f1,Attribute,7b014cb0-1976-495e-be20-facc49919cf3,AC5,,,,,,,,,,Please report the company’s total number and nature of incidents of corruption during the reporting year.,Matrix – Text Boxes with option for Unknown or N/A,"Confirmed during the current year, but related to previous years
Confirmed during the current year, and related to this year"
57bc263b-ccd9-49e6-9518-a0352cb0bd42,Group,c55e4dfe-e88f-45a0-87d3-d2ad554918a6,Response and Reporting,,,,,,,,,,,,
3060f1ac-fcb1-48b1-80f3-8a31db9ff9de,Attribute,57bc263b-ccd9-49e6-9518-a0352cb0bd42,AC6,,,,,,,,,,"Within the reporting period, what measures has the company taken to address suspected incidents of corruption independently or in response to a dispute or investigation by a government regulator?",Select all that apply,"Initial case assessment
Internal investigation
Review by risk/ethics committee
Review by board of directors
External audit/review
Other (Please provide additional information) [Makes text box mandatory]
Not applicable/no incidents in the reporting period"
d1e87ecf-eba4-40ca-b8ba-a4ce13f090a8,Attribute,57bc263b-ccd9-49e6-9518-a0352cb0bd42,AC7,,,,,,,,,,Does your company engage in Collective Action against corruption?,Radial – Select One,"No, it is not an immediate business priority
No, but we plan to in the next two years
Yes (Please explain) [Makes text box mandatory]"
230820f7-6f5e-4e30-a1e5-1403eb9de2f3,Attribute,57bc263b-ccd9-49e6-9518-a0352cb0bd42,AC8,,,,,,,,,,"Briefly describe additional relevant practical actions the company has taken during the reporting period and/or plans to implement the anti-corruption principle, including goals set and any challenges faced and actions taken towards prevention and/or remediation.",Text Box,
