ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Description,Full_Partial_Match
cd4c818c-79fd-46a1-96c1-ac7250a83df9,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(d),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, the measures that institutions take to mitigate risks associated with environmental factors, including understanding the counterparty’s capacity to manage environmental risks and entering into a dialogue with counterparties to mitigate such environmental risks.",,
fbe05847-a947-4e28-add6-df1840a625ad,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Governance,,,,,,,,,,,,
c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(e),,"1e85d99c-26d9-464f-9fba-058d5681fd4b,5af49c2c-3ff5-4628-be10-4360013c40b7",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (b), and Article 435(2), points (a), (b), (c) CRR, the involvement of institutions management body in the supervision and management of environmental risks, and the rationale for institutions approach taking into account various transmission channels such as physical, transition and liability risks.",,
9f26899d-698f-4a36-9c24-15b985263e6b,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,Part
9b2c856e-3b43-45cc-a093-1352e2ce11d5,Transition,,,c341d4f4-b1f7-4d20-95d1-1c1c00f0029d,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,Part
6d03657e-dd41-40e0-9e03-6e063d3c24fc,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(f),,"1e85d99c-26d9-464f-9fba-058d5681fd4b,5af49c2c-3ff5-4628-be10-4360013c40b7,d9ddea06-96b2-4efb-b2d5-899230c5ee10",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), point (d) CRR, the ways in which institutions’ management body integrates short-term, medium-term and long-term effects of environmental risks in organisational structure for the purposes of risk management and the ways in which this integration of environmental risks is reflected in business lines and internal control functions.",,
c90d4bd0-5a81-4c85-8b99-ffe5ee8b9293,Transition,,,6d03657e-dd41-40e0-9e03-6e063d3c24fc,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,Part
db252051-1ab8-4bfa-b813-81e8e7f1042e,Transition,,,6d03657e-dd41-40e0-9e03-6e063d3c24fc,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,Part
57bbb544-c21c-48b0-800b-0007d586a7a4,Transition,,,6d03657e-dd41-40e0-9e03-6e063d3c24fc,d9ddea06-96b2-4efb-b2d5-899230c5ee10,,,,,,,,,,Part
532cbf4c-ea69-4d6b-8f07-26978a36e993,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(g),,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (a), (b), (c) CRR, institutions’ organisation of risk committees and the allocation of tasks and responsibilities in the risk management framework to monitor and manage environmental risks, taking into account physical, transition and liability transmission channels.",,
737fc084-0009-4d77-a853-c871115463e3,Transition,,,532cbf4c-ea69-4d6b-8f07-26978a36e993,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,Part
44003a30-6a80-4a41-8cea-a80f08d4b287,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(h),,"1e85d99c-26d9-464f-9fba-058d5681fd4b,5af49c2c-3ff5-4628-be10-4360013c40b7",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, the ways via which institutions include environmental risks into internal reporting framework and structure, and the frequency of internal reporting and information exchange on environmental risks.",,
90b83a46-b43f-4981-80df-d420ae9bd0e7,Transition,,,44003a30-6a80-4a41-8cea-a80f08d4b287,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,Part
6ac96a67-ec70-440b-a579-886d558a7ec8,Transition,,,44003a30-6a80-4a41-8cea-a80f08d4b287,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,Part
13a2ab87-74fe-4d86-8eaf-5392469da901,Attribute,fbe05847-a947-4e28-add6-df1840a625ad,(i),,"7fa7efbb-766e-49ec-8e1b-5a732304c5b6,69678c1d-f8cf-4b1a-b6cd-740ccf113db2",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, information on whether environmental risks are included in remuneration policy, and the criteria and metrics used to determine the impact on variable remuneration of environmental risk considerations.",,
631b6a97-eede-4380-9902-a8b20eb9186a,Transition,,,13a2ab87-74fe-4d86-8eaf-5392469da901,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,,,,,,,,,,Part
7e600cce-536e-4f64-a929-1128c41ee14f,Transition,,,13a2ab87-74fe-4d86-8eaf-5392469da901,69678c1d-f8cf-4b1a-b6cd-740ccf113db2,,,,,,,,,,Yes
8b82e74b-b353-4af3-af1c-c2d5af5cfca3,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Risk management,,,,,,,,,,,,
af975d0a-79cc-4359-8c94-71d08bccea0b,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(j),,"33f6c0ba-12b3-4415-80b2-3a6feed08ed0,d9ddea06-96b2-4efb-b2d5-899230c5ee10",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, integration of short-, medium- and long-term effects of environmental factors and risks in the risk tolerance framework. Institutions shall decide the relevant time horizon according to their own risk profile and exposures.",,
d55f729f-3649-4b34-96eb-a16c7f353e6a,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,Part
39660841-360f-452e-b5c5-14e8cf4e02c9,Transition,,,af975d0a-79cc-4359-8c94-71d08bccea0b,d9ddea06-96b2-4efb-b2d5-899230c5ee10,,,,,,,,,,Part
0ac63ca1-35e9-4f32-a969-666c5ea05e97,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(k),,"33f6c0ba-12b3-4415-80b2-3a6feed08ed0,13b6f3bf-579e-458d-89ee-dd3af6133e2c",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the methodologies, definitions and standards institutions are using for the identification and management of environmental factors and risks, and the framework on which these standards, definitions and methodologies are based. An explanation of the linkages of methodologies, definitions and standards to the current international and European policy framework and benchmarks available, for example, Non-financial Reporting Directive (NFRD); Task Force on Climate-related Financial Disclosures (TCFD) Recommendations; European Commission’s Guidelines on non-financial reporting – Supplement on reporting climate-related information; United Nations Environment Programme Finance Initiative (UNEP FI); the Global Reporting Initiative (GRI) Sustainability Reporting Standards, the United Nations’ Principles for Responsible Investment (UNPRI), Sustainability Accounting Standards Board standards and Carbon Disclosure Projects.",,
1c81b602-e415-4de2-af4b-8ade8495864e,Transition,,,0ac63ca1-35e9-4f32-a969-666c5ea05e97,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,Part
3754b2c5-9eb3-4449-8597-5386080e5aae,Transition,,,0ac63ca1-35e9-4f32-a969-666c5ea05e97,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,Part
4b6c7d9a-0b9b-4190-956e-47a67e62a856,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(l),,"52d71f8b-955c-4c4a-bedb-fd23e60429bb,36058f69-8afa-4f8e-9e23-fc02cd6805e9,13b6f3bf-579e-458d-89ee-dd3af6133e2c",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR: - the processes by which institutions identify and monitor its activities and exposures which are sensitive and vulnerable to environmental risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. - The processes by which institutions identify and monitor environmental risks that are financially material or currently nonmaterial with a prospect to become material in the future. Activities, exposures and assets which are sensitive and vulnerable to environmental risks shall include those related, for example, to agriculture, fisheries, forestry, energy sectors in combination with their geographical location, reliance on water or other environmental factors and risks, which may be vulnerable to factors such as flood, draught, fires, loss of biodiversity. They shall also include concentration of the counterparty’s operations in endangered zones, and they shall be deemed to cover the entire value chain of the counterparty. When disclosing the above, institutions shall indicate materiality (including double materiality) as defined in the report in accordance with Article 98(8) of CRD and it shall cover the life cycle of exposures including for example, loan origination together with creditworthiness assessment of the counterparty and monitoring. Institutions shall explain the extent to which such assessment covers relevant transmission channels including, for example, (i) lower profitability, (ii) lower real estate value, lower household wealth, (iii) lower asset performance, (iv) increase cost of compliance, and (v) increase legal costs. If institutions identify no environmental risks as material, they shall provide justification and present the underlying methodology used to arrive to this conclusion.",,
8f3d5e92-b545-4627-961f-8f534844689a,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,52d71f8b-955c-4c4a-bedb-fd23e60429bb,,,,,,,,,,Part
a0ffbe34-15d5-43ea-b812-f3e43b32cb25,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,Part
108dda7e-7c5e-437b-b389-22e80ca27c30,Transition,,,4b6c7d9a-0b9b-4190-956e-47a67e62a856,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,Part
897dac12-f23e-4cac-a0ba-327a74288fcd,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(m),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, the activities, commitments, and exposures institutions have in place in order to mitigate environmental risks. The methodology institutions use to identify risk mitigating measures and activities, and to what extent these activities, commitments and exposures account for relevant transmission channels, for example, (i) lower profitability, (ii) lower real estate value, lower household wealth, (iii) lower asset performance, (iv) increase cost of compliance, and (v) increase legal costs.",,
c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(n),,"13b6f3bf-579e-458d-89ee-dd3af6133e2c,f44d4ab3-359c-44ed-adae-8449c3d80295",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) and (f) CRR, the implementation tools that institutions use for identification and management of environmental risks such as stress test, sensitivity analysis or other forward-looking indicators, applied at exposure-level, portfolio-level, counterparty-level or sectoral-level, depending on the materiality of the risk. This shall include indications of all assumptions and methodologies for any of the implementation tools used. Institution shall also indicate the time horizon used for the assessment of the environmental risk on the accounting and prudential metrics, e.g. short-term, medium-term or long-term time horizon.",,
78ac8a9b-4791-4364-ac21-30a8bae073bc,Transition,,,c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,Part
a7bee418-043e-4631-96a2-44dac8efe0cc,Transition,,,c8e17037-9e06-4d92-8d7e-eb38b0cc6b09,f44d4ab3-359c-44ed-adae-8449c3d80295,,,,,,,,,,Part
52c875a3-e4f8-448b-953a-3fecd7a94040,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(o),,"33f6c0ba-12b3-4415-80b2-3a6feed08ed0,36058f69-8afa-4f8e-9e23-fc02cd6805e9,13b6f3bf-579e-458d-89ee-dd3af6133e2c,f44d4ab3-359c-44ed-adae-8449c3d80295",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) and (f) CRR, the description of the outcome of the assessment from the risk tool used in accordance with point 14. The estimated impact of environmental risk, e.g., climate change risk, on institutions’ solvency, regulatory capital requirements and liquidity risk profile in the framework of ICAAP and ILAAP. For example, disclosure of the assessment of a portfolio with regard to different climate change scenarios and of the outcome of the scenario analyses with a linkage between the transition risk and its effect on financial and prudential metrics, such as the impact on accounting provisions or Tier 1 capital ratio.",,
f84ed648-01a2-4f03-96c2-4a75685112f6,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,Part
4a0dc0e2-c828-4345-839c-8f656c5f6098,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,Part
a669ba3a-fd73-44a4-839f-c69dc8818e5f,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,Part
0cb2b4b7-49a6-4d50-b905-892bfb679b9f,Transition,,,52c875a3-e4f8-448b-953a-3fecd7a94040,f44d4ab3-359c-44ed-adae-8449c3d80295,,,,,,,,,,Part
31b0aab6-93e3-4d2e-9570-7de96e72f3d9,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(p),,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,Qualitative,,"In accordance with Article 449a, the data and information available to institutions in order to carry out the risk management of environmental risks, the key data and information currently missing and measures the institution is taking in order to close data gaps and to improve data quality and accuracy.",,
b304d3f8-7eb0-4647-8861-5334949b23bc,Transition,,,31b0aab6-93e3-4d2e-9570-7de96e72f3d9,13b6f3bf-579e-458d-89ee-dd3af6133e2c,,,,,,,,,,Part
67fb9893-d41c-479a-8927-ca842375d9b1,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(q),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, the limits institutions set on financing projects or counterparties, which significantly harm environmental objectives (e.g., as per Article 9 of Regulation (EU) 2020/852) in line with institution’s business strategy. These limits shall include limits set by institutions at the point of origination and monitoring in order to avoid or mitigate environmental risks and limits that indicate when a specific exposure would trigger corrective actions, further investigation, internal escalation, and/or exclusion from portfolio.",,
64427737-a4c0-406b-8a50-f23d4b1ec3fa,Attribute,8b82e74b-b353-4af3-af1c-c2d5af5cfca3,(r),,6407556e-5921-4315-b5ba-1b005d1fe89e,,,,,,Qualitative,,"The ways that institutions map and link the manifestation of environmental risks on its balance sheet through credit risk, liquidity risk, market risk and operational risk. The ways in which institutions assess and manage the impact of transition to a low-carbon and climate-resilient economy to the prudential risk categories including credit risk, liquidity risk, market risk and operational risk.",,
842671fd-d20c-497d-8954-15ba7d4834d4,Transition,,,64427737-a4c0-406b-8a50-f23d4b1ec3fa,6407556e-5921-4315-b5ba-1b005d1fe89e,,,,,,,,,,Part
2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 2: Qualitative information on Social risk,,,,,,,,,,,,
a1ccad46-eed8-459e-ab06-9ea7e636b686,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Business strategy and processes,,,,,,,,,,,,
98a6415d-4662-4e71-9c04-69afc46e8df7,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(a),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), points (a) and (e) CRR, how institutions’ business environment, business model, strategy and processes, financial planning integrate risks stemming from social factors (i.e. social risks) and how these evolve over time given changing technology, policy framework, business environment and stakeholder (e.g. consumers and investors) preferences.",,
98e1acc0-2d85-4648-8e9f-32f7fef0bae8,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(b),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), points (a), (c), (d), (e) and (f) CRR, whether the institution sets objectives, targets and limits the institution sets for the assessment and management of social risks, and how the process is for the setting of these objectives, targets and limits. An explanation of the linkages of these objectives, targets and limits to the current international and European policy framework and benchmarks available, for example, the Ten Principles of UN Global Compact, ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights. Examples of social aspects can include human rights violation, labour rights, income inequality, lack of human rights, customer safety and protection, privacy, poverty and non-discrimination. Furthermore, climate change and transition to low carbon economy have social impactssuch as ending of certain job and skills, and emergence of new jobs and skills, consumers’ changing preferences and preferences of shareholders of companies that prioritise swift integration of climate, environmental and social change, as defined in paragraphs 78 of the EBA report under Article 98(8) CRD.",,
71af1698-a77c-4e4a-b075-8611c3fc8191,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(c),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, how institutions take measures to mitigate risks associated with social factors, including understanding the counterparty’s capacity to manage social risks and entering into a dialogue with them to mitigate social risks.",,
943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Governance,,,,,,,,,,,,
5778ae57-5027-42f1-abaa-a6b67cc2cf5e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(d),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (b) and Article 435(2), points (a), (b), (c) CRR, how institutions’ management body is involved in the supervision and management of social risks, and what is the rationale for this approach taking into account a number of social factors including activities towards the community and society, employee relationships and labour standards, customer protection and product responsibility, human rights.",,
c7e78e38-caed-4734-bc15-edb703fd649c,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(e),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (a), (b), (c) CRR, how institutions organise risk committees, allocate tasks and responsibilities in the risk management framework to monitor and manage social risks. Institutions shall provide information on the level of internal capacity is being built, with the amount of resources, and the extent to which information for social risk assessment is reliant on external capacity.",,
0ad5f1af-9b69-46d6-a938-6514607714cd,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(f),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, how institutions include social risks into internal reporting framework and structure, and what is the frequency of internal reporting and information exchange on social risks.",,
0e10e3df-db77-4671-a694-d0fd1451c69e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(g),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR information on whether social risks are included in remuneration policy, and the criteria and metrics used to determine the impact on variable remuneration of social risk considerations.",,
96f01bb1-0e98-4d94-b47d-cbf86a169cff,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Risk management,,,,,,,,,,,,
ab9fef27-5b37-429f-9835-55ca9a317337,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(h),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, what methodologies, definitions and standards institutions use for the identification and management of social factors and risks, and the framework on which these standards, definitions and methodologies are based. An explanation of the linkages of these methodologies, definitions and standards to the current international and European policy framework and benchmarks, for example, the Ten Principles of UN Global Compact; ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights.",,
2473eb58-24e0-4096-8c0a-7c343da3e01c,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(i),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the process by which institutions identify and monitor their activities and exposures sensitive and vulnerable to social risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. The process by which institutions identify and monitor social risks that are financially material or currently non-material with a prospect to be material in the future. Such activities, exposures and assets sensitive and vulnerable to social risks may be related to counterparties breaching labour law, human rights or other social laws or rights that may face legal dispute. More precisely, sectors with enhanced social risk may include those with migrant workers, low wages; poor labour standards; poor working conditions; negatively affecting communities; and enhanced chance of being under public and political scrutiny.",,
28a1da2f-4221-489e-bc18-a75db51ebc45,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(j),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the activities, commitments and assets that institutions have in place to mitigate social risks.",,
d0ec12cd-3da2-476e-b84c-ad5f04e2857d,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(k),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the implementation tools that institutions use for identification and management of social risks such as scenario analysis, applied at exposurelevel, portfolio-level, counterparty-level or sectoral-level and cover covering factors such as migration, demographic trends, change in labour force, technological change. Furthermore, social risks to be identified can include change of consumer behaviour, issues around discrimination and social inclusiveness, scenarios about increasing inequality, social impact of climate change, climate adaptation/mitigation and environmental degradation. Assumptions and methodologies of such scenario analysis shall be indicated. The institution shall indicate the time horizon used for the assessment of the social risk on the accounting and prudential metrics, e.g., short-term, mediumterm or long-term time horizon.",,
a21aff69-97c7-4e41-9f3b-27193253351b,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(l),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, the limits institutions set on financing projects or counterparties, which significantly harm social objectives in line with institution’s business strategy. These limits shall include limits set by institutions at the point of origination and monitoring in order to avoid or mitigate social risks and limits that indicate when a specific exposure would trigger corrective actions, further investigation, internal escalation, and/or exclusion from portfolio.",,
b76a1858-3b1c-4499-b7da-a559d29b957f,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(m),,,,,,,,Qualitative,,"In accordance with Article 449a CRR, the ways the institutions map and link the manifestation of social risks on their balance sheet through credit risk, liquidity risk, market risk and operational risk. The ways in which the institution assesses and manages the impact of relevant socially harmful events on the prudential risks categories including credit risk, liquidity risk, market risk and operational risk.",,
9e8f126c-381d-479e-a89c-6555114dc34c,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 3: Qualitative information on Governance risk,,,,,,,,,,,,
407dbfe0-d777-4e8f-9a66-aae5f278cbee,Attribute,9e8f126c-381d-479e-a89c-6555114dc34c,Business strategy and processes,,,,,,,,,,,,
bb5c7136-157e-43db-90f9-fb5b42e780a0,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Governance,,,,,,,,,,,,
047c571b-48a2-4d77-a70b-e90bffe4647d,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(a),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways in which institutions integrate governance performance of the counterparty in their governance arrangements. The considerations on the governance performance of the counterparty shall cover the necessary steps and phases in the decision-making, supervision and management processes of the counterparty at all levels. This shall include committees of the highest governance body and committees responsible for decision-making on economic, environmental, and social topics. An explanation of these economic, environmental and social topics to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,
55542a20-a6e7-4904-b039-6170dfb58749,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(b),,,,,,,,Qualitative,,"The ways via which the institution takes into account the role of the counterparty's highest governance body in non-financial reporting, e.g., the highest committee or position that formally reviews and approves the organisation’s sustainability report and ensures that all material topics are covered. An explanation of these material topics (including economic, environmental and social areas) to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,
0b001a4c-4898-4c45-903d-c79acdf32c61,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(c),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways via which the institution integrates the governance performance of their counterparties in its governance arrangements. The considerations related to the governance performance of the institution’s counterparties shall cover all of the following: a) ethical considerations; e.g., integrity of conduct, values and ethics, anti-bribery and anti-corruption measures, accountability and rule of law; b) strategy and risk management; e.g., strategy implementation, operational execution and monitoring, internal controls and risk management policies and procedures; c) inclusiveness; e.g., gender gap and representation of people from minority groups in the management, income gap; d) transparency; e.g. disclosures on discrimination, tax commitments and payments, disclosure on lobbying activities, and rules and practices; e) Management of conflict of interest, e.g. processes for the highest governance body to ensure that any conflict of interest is avoided, managed and mitigated; and f) Internal communication on critical concerns, e.g. how internal process of the counterparty operates for communicating critical concerns to the highest governance body.",,
2e0fda44-459a-4825-9b20-f4d154f8c02d,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Risk management,,,,,,,,,,,,
e162060a-3199-4886-8b16-b38139fcebed,Attribute,2e0fda44-459a-4825-9b20-f4d154f8c02d,(d),,,,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1) CRR, the ways in which the institution integrates in its risk management arrangements the governance performance of their counterparties considering aspects explained in row 3.",,
5e2f3343-092a-4491-94fd-cd19f791892e,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 1: Banking book - Climate change transition risk: Quality of exposures by sector,,"52d71f8b-955c-4c4a-bedb-fd23e60429bb,b2114f9e-43a0-4411-bc5d-f084c71d0a54,47dc7e32-f9e6-4be4-a11a-4b89335a9874",,,,,,,,,,
1630031d-30b9-413a-9ff3-3d9d0af96f8d,Transition,,,5e2f3343-092a-4491-94fd-cd19f791892e,52d71f8b-955c-4c4a-bedb-fd23e60429bb,,,,,,,,,,Part
3ac80299-9f5d-4b65-b32a-308bd3c55669,Transition,,,5e2f3343-092a-4491-94fd-cd19f791892e,b2114f9e-43a0-4411-bc5d-f084c71d0a54,,,,,,,,,,Part
2a18e485-a0da-46a7-b7fa-3d272cb2391c,Transition,,,5e2f3343-092a-4491-94fd-cd19f791892e,47dc7e32-f9e6-4be4-a11a-4b89335a9874,,,,,,,,,,Part
31781775-d60f-4686-971c-25614bebf2e5,Group,5e2f3343-092a-4491-94fd-cd19f791892e,Columns,,,,,,,,,,,,
764784be-182d-47b7-b983-bb498b83c51b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,a,,49235240-6476-4864-88a4-ea420ac89f65,,,,,,Quantitative,Total gross carrying amount,"The gross carrying amount, as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 4 , of those exposures towards nonfinancial corporates, including loans and advances, debt securities and equity instruments, classified in the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading or held for sale assets.",,
39ed27fa-e666-47f6-8c5b-8d3228395c99,Transition,,,764784be-182d-47b7-b983-bb498b83c51b,49235240-6476-4864-88a4-ea420ac89f65,,,,,,,,,,Part
b2b825ca-5593-434a-86ed-45ed7f67bd1c,Attribute,31781775-d60f-4686-971c-25614bebf2e5,b,,,,,,,,Quantitative,Of which exposures towards companies excluded from EU Paris-aligned Benchmarks,"The gross carrying amount of those exposures towards counterparties that are excluded from the EU Paris-aligned Benchmarks as specified in Article 12.1, points (d) to (g) and Article 12.2 of Commission Delegated Regulation (EU) 2020/18185 .",,
5f7e4d82-4191-4c82-97a4-f00ac6342d0b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,c,,,,,,,,Quantitative,"Of which environmentally sustainable (CCM)
Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.","Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.",,
6d8e76ad-8d39-4803-9fa2-1873423ce4b4,Attribute,31781775-d60f-4686-971c-25614bebf2e5,d,,,,,,,,Quantitative,Of which stage 2,Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC6.,,
0a7c9f28-70e9-4f6f-acc7-771aa2f751a1,Attribute,31781775-d60f-4686-971c-25614bebf2e5,e,,,,,,,,Quantitative,Of which non-performing exposures,Non-performing exposures as defined in Article 47a(3) CRR.,,
