ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Description,Required?,Quant_Qual,Minimum Boundary
26cb52c9-e754-428a-afd8-e64eaeca7001,Object,138f5e79-4fe6-45f3-aef6-bc0844ffb52d,Information on Offsets,,,,,,,,,,,
bd9c6e4a-288e-4bff-80f2-2ee9a950eb72,Group,26cb52c9-e754-428a-afd8-e64eaeca7001,Information on offsets that have been purchased or developed outside the inventory boundary,,,,,,,,,No,Qualitative,
3d6c89cc-c594-4ec4-be8b-60bdee74ee80,Attribute,bd9c6e4a-288e-4bff-80f2-2ee9a950eb72,Quantity of GHGs (mtCO2e),,,,,,,,,No,Quantitative,
f35dbee7-0a19-49e3-8d58-ee228def8d44,Attribute,bd9c6e4a-288e-4bff-80f2-2ee9a950eb72,Type of offset project,,,,,,,,,No,Qualitative,
22f44895-7e2e-444e-833a-20af755767b2,Attribute,bd9c6e4a-288e-4bff-80f2-2ee9a950eb72,"Were the offsets verified/certified and/or approved by an external GHG program (e.g., CDM)",,,,,,,,,No,Qualitative,
eafae088-280c-4360-8f01-4215624df550,Group,26cb52c9-e754-428a-afd8-e64eaeca7001,Information on reductions inside the inventory boundary that have been sold/transferred as offsets to a third party.,,,,,,,,,No,Qualitative,
38dce2a9-037d-4466-b047-ed250a5cbf7d,Attribute,eafae088-280c-4360-8f01-4215624df550,Quantity of GHGs (mtCO2e),,,,,,,,,No,Quantitative,
f4cad996-b4a7-4e0b-bc4e-b6960c75ea76,Attribute,eafae088-280c-4360-8f01-4215624df550,Type of offset project,,,,,,,,,No,Qualitative,
07493d23-178b-4eb7-889a-c85632c5cdb6,Attribute,eafae088-280c-4360-8f01-4215624df550,"Were the offsets verified/certified and/or approved by an external GHG program (e.g., CDM)",,,,,,,,,No,Qualitative,
932fddbc-be74-4c00-b61e-3a6324893504,Object,138f5e79-4fe6-45f3-aef6-bc0844ffb52d,Scope 3 Calculations,,,,,,,,,,,
2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,Group,932fddbc-be74-4c00-b61e-3a6324893504,Upstream Scope 3 Emissions,,,,,,,,,,,
396c9d0c-1140-49cc-afaf-35edda0c7e4d,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,1. Purchased goods and services,,,,,,,,"Extraction, production, and transportation of goods and services purchased or acquired by the reporting company in the reporting year, not otherwise included in Categories 2 - 8",,,All upstream (cradle-to-gate) emissions of purchased goods and services
5c91028f-fe58-4cff-86d9-046143e216c5,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,2. Capital goods,,,,,,,,"Extraction, production, and transportation of capital goods purchased or acquired by the reporting company in the reporting year",,,All upstream (cradle-to-gate) emissions of purchased capital goods
90a78613-44c9-41c0-ba0d-7fd5c153f4b7,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,3. Fuel- and energy related activities (not included in scope 1 or scope 2),,,,,,,,"Extraction, production, and transportation of fuels and energy purchased or acquired by the reporting company in the reporting year, not already accounted for in scope 1 or scope 2, including: a. Upstream emissions of purchased fuels (extraction, production, and transportation of fuels consumed by the reporting company) b. Upstream emissions of purchased electricity (extraction, production, and transportation of fuels consumed in the generation of electricity, steam, heating, and cooling consumed by the reporting company) c. Transmission and distribution (T&D) losses (generation of electricity, steam, heating and cooling that is consumed (i.e., lost) in a T&D system) – reported by end user d. Generation of purchased electricity that is sold to end users (generation of electricity, steam, heating, and cooling that is purchased by the reporting company and sold to end users) – reported by utility company or energy retailer only",,,"a. For upstream emissions of purchased fuels: All upstream (cradle-to-gate) emissions of purchased fuels (from raw material extraction up to the point of, but excluding combustion) b. For upstream emissions of purchased electricity: All upstream (cradle-to-gate) emissions of purchased fuels (from raw material extraction up to the point of, but excluding, combustion by a power generator) c. For T&D losses: All upstream (cradle-to-gate) emissions of energy consumed in a T&D system, including emissions from combustion d. For generation of purchased electricity that is sold to end users: Emissions from the generation of purchased energy"
0c085753-c294-457a-8651-85e9cbaf8bc0,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,4. Upstream transportation and distribution,,,,,,,,"Transportation and distribution of products purchased by the reporting company in the reporting year between a company’s tier 1 suppliers and its own operations (in vehicles and facilities not owned or controlled by the reporting company) • Transportation and distribution services purchased by the reporting company in the reporting year, including inbound logistics, outbound logistics (e.g., of sold products), and transportation and distribution between a company’s own facilities (in vehicles and facilities not owned or controlled by the reporting company)",,,"The scope 1 and scope 2 emissions of transportation and distribution providers that occur during use of vehicles and facilities (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing vehicles, facilities, or infrastructure"
a1468013-926a-435e-87ab-9bde0f83bb9c,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,5. Waste generated in operations,,,,,,,,Disposal and treatment of waste generated in the reporting company’s operations in the reporting year (in facilities not owned or controlled by the reporting company,,,The scope 1 and scope 2 emissions of waste management suppliers that occur during disposal or treatment ; Optional: Emissions from transportation of waste
fa6ed6f2-4d19-4f10-9dc5-9d300e65aeba,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,6. Business travel,,,,,,,,Transportation of employees for business-related activities during the reporting year (in vehicles not owned or operated by the reporting company,,,"The scope 1 and scope 2 emissions of transportation carriers that occur during use of vehicles (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing vehicles or infrastructure"
51d83184-c3dc-40c6-92c3-7055955c6489,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,7. Employee commuting,,,,,,,,Transportation of employees between their homes and their worksites during the reporting year (in vehicles not owned or operated by the reporting company),,,"The scope 1 and scope 2 emissions of employees and transportation providers that occur during use of vehicles (e.g., from energy use) ; Optional: Emissions from employee teleworking"
1b241023-7893-40f2-a24d-19d79dd47b9d,Attribute,2dffff93-94e8-4ff2-aa89-3ba70ec78c7e,8. Upstream leased assets,,,,,,,,Operation of assets leased by the reporting company (lessee) in the reporting year and not included in scope 1 and scope 2 – reported by lessee,,,"The scope 1 and scope 2 emissions of lessors that occur during the reporting company’s operation of leased assets (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing or constructing leased assets"
77456d8f-8444-46f5-addc-14c141eb2a17,Group,932fddbc-be74-4c00-b61e-3a6324893504,Downstream Scope 3 Emissions,,,,,,,,,,,
5d266141-e53c-454e-8ae8-71bd4833ce02,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,9. Downstream transportation and distribution,,,,,,,,"Transportation and distribution of products sold by the reporting company in the reporting year between the reporting company’s operations and the end consumer (if not paid for by the reporting company), including retail and storage (in vehicles and facilities not owned or controlled by the reporting company)",,,"The scope 1 and scope 2 emissions of transportation providers, distributors, and retailers that occur during use of vehicles and facilities (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing vehicles, facilities, or infrastructure"
69ecb0b9-40f9-490a-8faf-e95bdea77e45,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,10. Processing of sold products,,,,,,,,"Processing of intermediate products sold in the reporting year by downstream companies (e.g., manufacturers)",,,"The scope 1 and scope 2 emissions of downstream companies that occur during processing (e.g., from energy use)"
987af3ec-00c7-470e-b89b-598fbcae3d4c,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,11. Use of sold products,,,,,,,,End use of goods and services sold by the reporting company in the reporting year,,,"The direct use-phase emissions of sold products over their expected lifetime (i.e., the scope 1 and scope 2 emissions of end users that occur from the use of: products that directly consume energy (fuels or electricity) during use; fuels and feedstocks; and GHGs and products that contain or form GHGs that are emitted during use) ; Optional: The indirect use-phase emissions of sold products over their expected lifetime (i.e., emissions from the use of products that indirectly consume energy (fuels or electricity) during use)"
7deee20d-9509-4a72-aa88-2e3424ed9ed1,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,12. End-of-life treatment of sold products,,,,,,,,Waste disposal and treatment of products sold by the reporting company (in the reporting year) at the end of their life,,,The scope 1 and scope 2 emissions of waste management companies that occur during disposal or treatment of sold products
6b87aa22-5602-43c3-8ab4-eb7f5fce2aad,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,13. Downstream leased assets,,,,,,,,"Operation of assets owned by the reporting company (lessor) and leased to other entities in the reporting year, not included in scope 1 and scope 2 – reported by lessor",,,"The scope 1 and scope 2 emissions of lessees that occur during operation of leased assets (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing or constructing leased assets"
2f6fed36-f965-4b9d-9cc3-b017818e701f,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,14. Franchises,,,,,,,,"Operation of franchises in the reporting year, not included in scope 1 and scope 2 – reported by franchisor",,,"The scope 1 and scope 2 emissions of franchisees that occur during operation of franchises (e.g., from energy use) ; Optional: The life cycle emissions associated with manufacturing or constructing franchises"
2cf30daf-ea63-4861-b819-f0e8eb7bb91a,Attribute,77456d8f-8444-46f5-addc-14c141eb2a17,15. Investments,,,,,,,,"Operation of investments (including equity and debt investments and project finance) in the reporting year, not included in scope 1 or scope 2",,,See the description of category 15 (Investments) in section 5.5 for the required and optional boundaries
