ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,EBA_P3_Map?,SASB_Map?,Description,TCFD_Map?,Title,Full_Partial_Match,Delta,Potential_Proxy,Depends_on_Industry,Calculation_Required
10a9738a-11ff-484b-ac18-3978b178cf1c,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.1,955d5b01-e409-431c-9716-d392ee97d50d,,,,,,,Quantitative,No,Part,(1) Number and (2) value of mortgage loans in 100-year flood zones,No,,,,,,
2158cdf2-295f-41fa-9ad6-e5dbe60f3632,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.2,a22a7b0a-3920-4f18-8f0b-58939ef92c33,,,,,,,Quantitative,Part,Part,"(1) Total expected loss and (2) Loss Default (LGD) attributable to mortgage loan default and deliquency due to weather-related natural catastrophes, by geographic region",No,,,,,,
458beb4b-d04e-41a7-abe3-8b13a349f296,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-450a.3,9e97e4f3-e768-46a0-aac7-2a58ad2ebb0f,,,,,,,Qualitative,Part,Yes,Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting,No,,,,,,
d9ec6ac2-6712-4780-b4aa-61ce8473adac,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.A,ee45d8dd-a88a-4e74-a3e5-a971ab4783a6,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial,No,,,,,,
dff87e34-40b3-4459-b1ba-b31ae43a547f,Attribute,a2fead6c-f111-4b2b-a13c-2d55190e944a,FN-MF-000.B,cc4c4caf-15dc-4e6e-beaa-e79db836fc6d,,,,,,,Quantitative,No,Yes,(1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial,No,,,,,,
6edeffab-a938-4f5e-8b8a-7b28cf6e480b,Layer,,SASB,,,,,,,,,,,,,,,,,,
d596846c-21d6-4d09-b190-8fe9c66504e4,Object,6edeffab-a938-4f5e-8b8a-7b28cf6e480b,B15 - Asset Management and Custody Activities,,,,,,,,,,,,,,,,,,
66638d57-64bc-43b6-9c5f-fa75c396095d,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-270a.1,,,,,,,,Quantitative,,,,,"Amount of assets under management, by asset class, that employ (1) integration by environmental, social and governance issues, (2) sustainability themed investing, and (3) screening",,,,,
fd02909a-4571-4ce6-8ef1-d3f8b1529f6c,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-270a.2,,,,,,,,Quantitative,,,,,"Description of approach to incorporation of environmental, social, and governance factors in investment and/or wealth management processes and strategies",,,,,
5e5b62dc-e8d6-4996-b5e3-2f7d8afc0a9b,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-270a.3,,,,,,,,Qualitive,,,,,Description of proxy voting and investee engagement policies and procedures,,,,,
daafdf7e-e2aa-42af-ab27-f8c24b9de44b,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-330a.1,,,,,,,,Quantitative,,,,,Percentage of total assets under management (AUM) included in the financed emissions calculation,,,,,
68654f98-4a09-48f0-bb6a-4eeb15ad1576,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-410a.1,,8edef6fb-af21-4076-bf4a-67b56a7f13f9,,,,,,Quantitative,,,,,"(1) Absolute gross (a) Scope 1 emissions, Scope (b) emissions, and (c) Scope 3 emissions, and (2) associated amount of total AUM(i.e. financed emissions)",,,,,
8693e390-6f3d-45eb-ac7c-23296544b5ce,Transition,,,68654f98-4a09-48f0-bb6a-4eeb15ad1576,8edef6fb-af21-4076-bf4a-67b56a7f13f9,,,,,,,,,,,,Part,AUM shall be defined as total market value of assets managed. Section 203A of the Investment Advisers Act of 1940 Section 203A not included,No,No,No
2983e8cf-b0df-4d67-8678-3d82582e281d,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-410a.2,,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,Qualitive,,,,,"(1) Gross emissions intensity by (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) associated amount of total AUM (i.e. financed emissions)",,,,,
b005b302-94d7-41d4-9d99-afafd84c3ead,Transition,,,2983e8cf-b0df-4d67-8678-3d82582e281d,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
816bf7d4-e803-4edc-8791-46b704b7b052,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-410a.3,,8a34f210-2ada-4dfb-af33-c2d12a46b66b,,,,,,Qualitive,,,,,Description of methodology used to calculate financed emissions,,,,,
0ad28d18-69ce-4b5f-a5ac-d4085176b78c,Transition,,,816bf7d4-e803-4edc-8791-46b704b7b052,8a34f210-2ada-4dfb-af33-c2d12a46b66b,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
db6842e8-5e02-42cc-8329-80a51ef4fd07,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-510a.1,,,,,,,,Quantitative,,,,,(1) Total registered and (2) total unregistered assets under management (AUM),,,,,
0b63309b-e889-47f1-8b6a-f103db1c4a8a,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-510a.2,,,,,,,,Qualitive,,,,,Total Assets under custody and supervision,,,,,
3f561146-ebe2-4be2-9af2-386bb32e7a0c,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-000.A,,763f3e13-39b6-4f45-944b-0c1c005795d9,,,,,,Quantitative,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",,,,,
2061e5cc-af60-4d90-bb11-1870978d78a6,Transition,,,3f561146-ebe2-4be2-9af2-386bb32e7a0c,763f3e13-39b6-4f45-944b-0c1c005795d9,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
babe55cb-b846-40d9-ab18-051b016c6efe,Attribute,d596846c-21d6-4d09-b190-8fe9c66504e4,FN-AC-000.B,,60b1fde7-c1c6-4e74-ad39-e6c1d1f04664,,,,,,Quantitative,,,,,"(1) Gross exposure to carbon-related industries, by industry, (2) total gross exposure to all industries, and (3) percentage of total gross exposure for each carbon-related industry",,,,,
e31554ec-a8f7-4a1d-a367-f03defcc09ef,Transition,,,babe55cb-b846-40d9-ab18-051b016c6efe,60b1fde7-c1c6-4e74-ad39-e6c1d1f04664,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
e836448e-50ca-4520-96b8-497f5542bd88,Object,6edeffab-a938-4f5e-8b8a-7b28cf6e480b,B16 - Commercial Banks,,,,,,,,,,,,,,,,,,
e423e5e0-5745-494d-904c-16bef53d3952,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-230a.1,,,,,,,,Quantitative,,,,,Percentage of gross exposure included in the financed emissions calculation,,,,,
dd612265-4125-4264-aa07-67ae33bcbeea,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-230a.2,,,,,,,,Qualitive,,,,,Net premiums written related to energy efficiency and low carbon technology,,,,,
29d3c43f-2d4d-4730-8675-91db22bdd5dc,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-240a.1,,,,,,,,Quantitative,,,,,"For each industry asset class: (1) gross emissions intensity by (a) Scope 1 emissions, (b) Scope 2 emissions, (c) Scope 3 emissions, and (2) gross exposure (i.e. financed emissions",,,,,
b8aa35a6-1dfb-4961-b25a-428ff931b5a3,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-230a.3,,,,,,,,Quantitative,,,,,(1) Number and (2) value of checking and savings accounrs by segment: (a) personal and (b) small business,,,,,
3226c529-bec0-412a-9bf8-8bf1cf2e02ff,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-230a.4,,,,,,,,Quantitative,,,,,"(1) Number and (2) value of loans by segment: (a) personal, (b) small business, and (c) corporate",,,,,
31ab0d3c-206d-473d-91fa-cce87e2f10af,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-410a.1,,,,,,,,Quantitative,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",,,,,
30396ab9-8e8b-4a2b-a496-fb159ed6793c,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-510a.1,,,,,,,,Quantitative,,,,,"Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors",,,,,
32df3c4b-1446-4ba5-91f8-a4c5b9ed37a7,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-510a.2,,,,,,,,Qualitive,,,,,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,,,,,
0ee42f64-385d-4a65-8349-36c75dcac813,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-550a.1,,,,,,,,Quantitative,,,,,"Total amount of monetary losses attributable to insurance payouts from (1) modeled natural catastrophes and (2) non-modeled natural catastrophes, by type of event and geographic segment (net and gross of reinsurance)",,,,,
6c4dd3f7-1954-42ca-8bff-bdbb658d989e,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-550a.2,,,,,,,,Qualitive,,,,,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy,,,,,
d15f4d49-5a9e-4d3f-ae36-390dac2ceb77,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-000.A,,3f9aa2e4-039a-4cff-aa95-4a6401fdafd4,,,,,,Quantitative,,,,,"(1) Gross exposure to carbon-related industries, by industry (2) total gross exposure to all industries, and (3) percentage of total gross exposure to each carbon-related industry",,,,,
41185da2-9bc7-471b-9121-06fbe7bb7b45,Transition,,,d15f4d49-5a9e-4d3f-ae36-390dac2ceb77,3f9aa2e4-039a-4cff-aa95-4a6401fdafd4,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
9204c5ea-0100-4816-a1c9-b1c209fc7d53,Attribute,e836448e-50ca-4520-96b8-497f5542bd88,FN-CB-000.B,,6aa9a990-db8f-4a54-8b69-5d2f2191702a,,,,,,Quantitative,,,,,Percentage of gross exposure included in the financed emissions calculation,,,,,
14b54ed4-9153-464a-9ccd-95746ea9c286,Transition,,,9204c5ea-0100-4816-a1c9-b1c209fc7d53,6aa9a990-db8f-4a54-8b69-5d2f2191702a,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,Object,6edeffab-a938-4f5e-8b8a-7b28cf6e480b,B17 - Insurance,,,,,,,,,,,,,,,,,,
e200d142-bec6-43ab-b578-d4f257cb7438,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-270a.1,,,,,,,,Quantitative,,,,,"For each industry by asset class: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) gross exposure (i.e., financed emissions)",,,,,
83e0fb05-3838-4901-a07e-0c559b84d2d4,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-270a.2,,,,,,,,Quantitative,,,,,"For each industry by asset class: (1) gross emissions intensity of (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) gross exposure (i.e., financed emissions)",,,,,
3cd108d4-ea24-4a8f-90a1-96fb1a708b35,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-270a.3,,,,,,,,Quantitative,,,,,Description of the methodology used to calculate financed emissions,,,,,
c5875cb3-c301-49f4-b911-03dfe58f53e1,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-270a.4,,,,,,,,Qualitive,,,,,"Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance",,,,,
1f2cb9c8-8370-4625-9aee-f8a3efa3189b,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-410a.1,,,,,,,,Quantitative,,,,,"Revenue from (1) underwriting, (2) advisory, and (3) securitzation transactions incorporating integration of envrionmental, social and governance (ESG) factors, by industry",,,,,
9920af7b-ad4d-4d47-a288-7f8b8f8bc68c,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-410a.2,,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,Qualitive,,,,,"(1) Number and (2) total value of investments and loans incorporating integration of environmental, social and governance (ESG) factors, by industry",,,,,
a7376d3a-9631-4c69-a1c4-c614631b103c,Transition,,,9920af7b-ad4d-4d47-a288-7f8b8f8bc68c,0768f4e2-863e-4f46-b01e-ba37bf4f4c2d,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
521067e0-71a0-4122-b437-e1a9fb6d868b,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-410b.1,,7e402e97-a220-4b70-a570-78febb86986b,,,,,,Quantitative,,,,,"Description of approach to incorporation of environmental, social and governance (ESG) factors in investment banking and brokerage activities",,,,,
b102d47e-d940-464f-94a1-f42b93ea4c5a,Transition,,,521067e0-71a0-4122-b437-e1a9fb6d868b,7e402e97-a220-4b70-a570-78febb86986b,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
b2243d64-c09a-40d9-b9a4-1325439e570c,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-410b.2,,268843c7-e21e-4364-9c9b-358397a7bbe2,,,,,,Qualitive,,,,,"For each key business line in industry: (1) absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions and (c) Scope 3 emissions, and (2) associated revenue (i.e. facilitated emissions)",,,,,
0560f3d3-18d7-46e2-80cd-dded9934ea29,Transition,,,b2243d64-c09a-40d9-b9a4-1325439e570c,268843c7-e21e-4364-9c9b-358397a7bbe2,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
6da47bbd-a295-40ca-a7b5-cab88e254d2e,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-450a.2,,3c0b6a8e-1e36-4c2d-91ea-8ab70fd144d0,,,,,,Quantitative,,,,,Description of the methodology used to calculate financed emissions,,,,,
d06d8c7e-3332-46da-bb2f-4f8b2e6b66fd,Transition,,,6da47bbd-a295-40ca-a7b5-cab88e254d2e,3c0b6a8e-1e36-4c2d-91ea-8ab70fd144d0,,,,,,,,,,,,Yes,Minor difference in disclosure method for benefits and claims incurred,No,No,No
e25292a4-b248-498b-b2ad-90b665ef2485,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-450a.3,,d3804730-6c68-4ceb-a2fd-1163fc98b9be,,,,,,Quantitative,,,,,"(1) Number and (2) value of (a) underwriting. (b) advisory, and (c) securitization transactions",,,,,
f47a28cf-0df9-4455-94d9-098078cff1eb,Transition,,,e25292a4-b248-498b-b2ad-90b665ef2485,d3804730-6c68-4ceb-a2fd-1163fc98b9be,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
f337b533-bc39-4146-b7ba-d0a1958812ea,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-550a.1,,,,,,,,Quantitative,,,,,(1) Number and (2) value of proprietary investments and loans by sector,,,,,
2a8fa105-4535-4924-a7b9-30ccbea80f3e,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-550a.2,,,,,,,,Quantitative,,,,,"(1) Number and (2) value of market making transactions in (a) fixed income, (b) equity, (c) currency, (d) derivatives, and (e) commodity products",,,,,
8ae8756c-790d-4fad-a0d2-1e0346658285,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-550a.3,,,,,,,,Qualitive,,,,,(1) Number and (2) value of mortgage loans in 100-year flood zones,,,,,
f671a64c-0ce7-45ed-ac54-3e78128e6f77,Attribute,9d9c0d38-2f83-48fa-9eea-f6fb51bdf660,FN-IN-000.A,,a4eb686c-35d6-4faf-b3a3-fabb2ed63f79,,,,,,Quantitative,,,,,"(1) Total expected loss and (2) Loss Default (LGD) attributable to mortgage loan default and deliquency due to weather-related natural catastrophes, by geographic region",,,,,
7e114183-1d1f-4a72-94ac-61ac95e5546e,Transition,,,f671a64c-0ce7-45ed-ac54-3e78128e6f77,a4eb686c-35d6-4faf-b3a3-fabb2ed63f79,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
c1b7ba6a-c43a-428d-a05c-58deb86f4db1,Object,6edeffab-a938-4f5e-8b8a-7b28cf6e480b,B18 - Investment Banking and Brokerage,,,,,,,,,,,,,,,,,,
8b7505ce-656b-4c92-945f-7614666885fe,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-330a.1,,,,,,,,Quantitative,,,,,"Percentage of gender and racial/ethnic group representation for (1) executive management, (2) non-executive management, (3) professionals, and (4) all other employees2",,,,,
5e38bdda-9523-4572-a244-3609e8579182,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-410a.1,,e8be7e7d-e402-404d-ab4e-693997e21628,,,,,,Quantitative,,,,,"Revenue from (1) underwriting, (2) advisory, and (3) securitization transactions incorporating integration of environmental, social, and governance (ESG) factors, by industry",,,,,
bd574b18-1262-45f5-b284-1840506ace9e,Transition,,,5e38bdda-9523-4572-a244-3609e8579182,e8be7e7d-e402-404d-ab4e-693997e21628,,,,,,,,,,,,,,,,
ab4af181-39ee-4dc4-9d4a-8705fbb7b0cb,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-410a.2,,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,Quantitative,,,,,"(1) Number and (2) total value of investments and loans incorporating integration of environmental, social, and governance (ESG) factors, by industry",,,,,
064962f2-e277-4f6c-80c5-517a3997e5b4,Transition,,,ab4af181-39ee-4dc4-9d4a-8705fbb7b0cb,88652f7a-8154-4f09-92b7-780f7a47ccc6,,,,,,,,,,,,,,,,
4f0210f0-a4cb-4696-863e-86ea65ee35a8,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-410a.3,,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,Qualitive,,,,,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment banking and brokerage activities",,,,,
be62db7c-6f17-47ca-bfd3-097919eda0e9,Transition,,,4f0210f0-a4cb-4696-863e-86ea65ee35a8,624b00f4-0014-4abc-8e84-ffd6125fc021,,,,,,,,,,,,,,,,
73084818-bad7-4fd2-bf45-caccd4912369,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510a.1,,,,,,,,Quantitative,,,,,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",,,,,
782d1af0-9632-4156-b6c4-5e2a799d104e,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510a.2,,,,,,,,Qualitive,,,,,Description of whistleblower policies and procedures,,,,,
a12ea05d-a6d9-4210-bc6e-60078bd008ce,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510b.1,,,,,,,,Quantitative,,,,,"(1) Number and (2) percentage of covered employees with a record of investment-related investigations, consumer-initiated complaints, private civil litigations, or other regulatory proceeding",,,,,
7372ecf1-4081-44a4-84ee-f7e1b472444f,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510b.2,,,,,,,,Quantitative,,,,,"Number of mediation and arbitration cases associated with professional integrity, including duty of care, by party",,,,,
562e44bd-d919-421d-ad3c-42b327fa2fbf,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510b.3,,,,,,,,Quantitative,,,,,"Total amount of monetary losses as a result of legal proceedings associated with professional integrity, including duty of care",,,,,
b00f00bc-e7b7-40c7-9045-0199fdc30498,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-510b.4,,,,,,,,Qualitive,,,,,"Description of approach to ensuring professional integrity, including duty of care",,,,,
d11da61e-cc20-4efe-893f-1f724b29443b,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-550a.1,,,,,,,,Quantitative,,,,,"Global Systemically Important Bank (G-SIB) score, by category",,,,,
5044f16e-2948-4b4a-8da9-e0cb0429cd71,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-550a.2,,,,,,,,Qualitive,,,,,"Description of approach to incorporation of results of mandatory and voluntary stress tests into capital adequacy planning, long-term corporate strategy, and other business activities",,,,,
259e0c1d-e70e-4edb-ba0c-5d74541b08df,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-550b.1,,,,,,,,Quantitative,,,,,Percentage of total remuneration that is variable for Material Risk Takers (MRTs),,,,,
ce112d62-2a6a-440d-aef7-9cd57f71be09,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-550b.2,,,,,,,,Quantitative,,,,,Percentage of variable remuneration of Material Risk Takers (MRTs) to which malus or clawback provisions were applied,,,,,
f7bcbdda-6185-4dae-b999-51b97b855973,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-550c.3,,,,,,,,Qualitive,,,,,"Discussion of policies around supervision, control, and validation of traders’ pricing of Level 3 assets and liabilities",,,,,
cec501e1-b2da-4247-9c26-bddc88d2fbd2,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-000.A,,6c78b942-d4b0-4cd3-8052-b32eec0a9619,,,,,,Quantitative,,,,,"(1) Number and (2) value of (a) underwriting, (b) advisory, and (c) securitization transactions",,,,,
7520bdc8-c477-43ea-9e81-c4ada3ef0532,Transition,,,cec501e1-b2da-4247-9c26-bddc88d2fbd2,6c78b942-d4b0-4cd3-8052-b32eec0a9619,,,,,,,,,,,,,,,,
e2d6cdfc-f234-46c0-ae82-fbb310d0300c,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-000.B,,a4457778-4ba8-4860-9abc-c46af9456517,,,,,,Quantitative,,,,,(1) Number and (2) value of proprietary investments and loans by secto,,,,,
6d0ccc80-5131-4a0e-a6bd-4724f1942c79,Transition,,,e2d6cdfc-f234-46c0-ae82-fbb310d0300c,a4457778-4ba8-4860-9abc-c46af9456517,,,,,,,,,,,,,,,,
dcbc1a4b-ae0f-4465-9f71-f639df1833f5,Attribute,c1b7ba6a-c43a-428d-a05c-58deb86f4db1,FN-IB-000.C,,b96a741c-7425-469a-8e10-bbcdff8de364,,,,,,Quantitative,,,,,"(1) Number and (2) value of market making transactions in (a) fixed income, (b) equity, (c) currency, (d) derivatives, and (e) commodity products",,,,,
2c94bf75-2492-47f5-b169-b3cad4d8d5db,Transition,,,dcbc1a4b-ae0f-4465-9f71-f639df1833f5,b96a741c-7425-469a-8e10-bbcdff8de364,,,,,,,,,,,,,,,,
773bb13f-e3f3-4640-baaa-43cd2a0df7c6,Object,6edeffab-a938-4f5e-8b8a-7b28cf6e480b,B19 - Mortgage Finance,,,,,,,,,,,,,,,,,,
64bdf6f2-a0e5-4389-ac62-4f293de364c9,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270a.1,,,,,,,,Quantitative,,,,,"(1) Number and (2) value of residential mortgages of the following types: (a) Hybrid or Option Adjustable-rate Mortgages (ARM), (b) Prepayment Penalty, (c) Higher Rate, (d) Total, by FICO scores above or below 660",,,,,
f2d44457-58cc-4319-afda-2cc3b9ed4bd5,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270a.2,,,,,,,,Quantitative,,,,,"(1) Number and (2) value of (a) residential mortgage modifications, (b) foreclosures, and (c) short sales or deeds in lieu of foreclosure, by FICO scores above and below 660",,,,,
4e167927-8251-4d12-b6a9-30225edeaa47,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270a.3,,,,,,,,Quantitative,,,,,Total amount of monetary losses as a result of legal proceedings associated with communications to customers or remuneration of loan originators 2,,,,,
1fc25d32-6833-46bf-be41-2745d434223d,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270a.4,,,,,,,,Qualitive,,,,,Description of remuneration structure of loan originators,,,,,
ae0610e5-517d-4537-9e29-dabe653b8ca4,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270b.1,,,,,,,,Quantitative,,,,,"(1) Number, (2) value, and (3) weighted average Loan-to-Value (LTV) ratio of mortgages issued to (a) minority and (b) all other borrowers, by FICO scores above and below 660",,,,,
9ba18ed4-37bd-47c0-a233-1ab4353bf3a3,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270b.2,,,,,,,,Quantitative,,,,,Total amount of monetary losses as a result of legal proceedings associated with discriminatory mortgage lending3,,,,,
2846e0e7-355f-42da-bb89-779065c33888,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-270b.3,,,,,,,,Qualitive,,,,,Description of policies and procedures for ensuring nondiscriminatory mortgage origination,,,,,
955d5b01-e409-431c-9716-d392ee97d50d,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-450a.1,,10a9738a-11ff-484b-ac18-3978b178cf1c,,,,,,Quantitative,,,,,(1) Number and (2) value of mortgage loans in 100-year flood zones,,,,,
028ea79c-0e73-45cb-9279-a83f2f68f2f8,Transition,,,955d5b01-e409-431c-9716-d392ee97d50d,10a9738a-11ff-484b-ac18-3978b178cf1c,,,,,,,,,,,,Part,"Disclose entities portfolio's underwritten on properties; For mortgage loans on properties located in the U.S, For mortgage loans on properties located in Canada,For mortgage loans on properties located in the EU, FEMA, Canada's Flood Damage Protection Program and EU's Flood Directive ot included",No,No,No
a22a7b0a-3920-4f18-8f0b-58939ef92c33,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-450a.2,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,Quantitative,,,,,"(1) Total expected loss and (2) Loss Given Default (LGD) attributable to mortgage loan default and delinquency due to weatherrelated natural catastrophes, by geographic region",,,,,
279a867e-2553-4532-866b-efae6d12c5d7,Transition,,,a22a7b0a-3920-4f18-8f0b-58939ef92c33,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,Part,"Weather related loan defaults, howver do not include Gulf Coast, California, Northeast, Mountain, Midwest",No,No,No
9e97e4f3-e768-46a0-aac7-2a58ad2ebb0f,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-450a.3,,458beb4b-d04e-41a7-abe3-8b13a349f296,,,,,,Qualitive,,,,,Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting,,,,,
21256d3b-bebc-4577-b95c-4fec79ea0321,Transition,,,9e97e4f3-e768-46a0-aac7-2a58ad2ebb0f,458beb4b-d04e-41a7-abe3-8b13a349f296,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
ee45d8dd-a88a-4e74-a3e5-a971ab4783a6,Attribute,773bb13f-e3f3-4640-baaa-43cd2a0df7c6,FN-MF-000.A,,d9ec6ac2-6712-4780-b4aa-61ce8473adac,,,,,,Quantitative,,,,,(1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial,,,,,
069825a2-3ac4-4f27-8e84-c929657c84f6,Transition,,,ee45d8dd-a88a-4e74-a3e5-a971ab4783a6,d9ec6ac2-6712-4780-b4aa-61ce8473adac,,,,,,,,,,,,Yes,Exact same as ISSB,No,No,No
