ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,NACE Code (EU Taxonomy Format),EU Taxonomy Activity Code,Description,Criteria,NACE Codes
3bb7d1a7-ed66-4293-ae86-67839ad1d7a1,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,f4934225-2236-4b86-a8da-b586731ab043,,,,,,,,,,
df882602-a0cd-48ff-914b-e7ef9979de8b,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,f1fa3d06-482b-4204-a928-91468d63a5fd,,,,,,,,,,
640a81f6-9ff2-447b-ae5b-070d4eab64ee,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,1b858f2c-a00d-4c85-9751-156ef624c18f,,,,,,,,,,
59f3ecfe-4d79-46b5-80a7-f99341b829c9,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,3fdb5b58-bb25-4e04-add4-8f16d66d59be,,,,,,,,,,
53c31213-fabc-45c6-95b0-2a5dc078818b,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,531bde8b-3538-486e-b984-78e621d9825b,,,,,,,,,,
691c9dd2-589d-4605-a666-fe61f38a2905,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,611f7392-234f-45ed-8164-ff0aa73e2580,,,,,,,,,,
a6d31c0c-74b9-485f-8f1a-b19fa79886a5,Transition,,,27849631-ea14-4bbd-b908-b1af096b3e83,4b07cb18-8045-4ab3-86b0-6fc02245496a,,,,,,,,,,
a97d1100-9e44-4e4a-8f34-031b62a0d172,Group,a685745f-de98-498b-9213-6e7695581537,F42.9 - Construction of other civil engineering projects,,,,,,,,F42.9,,,,
fc8940ea-8a71-408e-a5f8-83b135743fef,Attribute,a97d1100-9e44-4e4a-8f34-031b62a0d172,F42.9.1 - Construction of water projects,,7f192681-88ef-4a76-bfd1-d40f8d2212c7,,,,,,F42.91,,,,
17bc1091-f316-486e-9ca8-012c83e6b182,Transition,,,fc8940ea-8a71-408e-a5f8-83b135743fef,7f192681-88ef-4a76-bfd1-d40f8d2212c7,,,,,,,,,,
9d92e079-5127-4c79-9116-0bd37ea87749,Attribute,a97d1100-9e44-4e4a-8f34-031b62a0d172,F42.9.9 - Construction of other civil engineering projects n.e.c.,,"77246cf3-d054-457b-9973-ce3c7128e2b5,69a7a708-6ccf-41f2-a395-9de35675f741,72aa97a2-c1d4-459c-b5cb-74e856431dd4,a3bc8c65-54b9-4f50-b237-6dbcb096c096,85f6eaba-d836-46ac-80e1-5dea6f1866f3,29b7d78b-5e55-46a7-a29e-ff72043084fe,b3045961-b8a8-4348-a9f1-259d589ae529,dc93f9a6-6b7d-4d87-9c92-dbbeb325df4e",,,,,,F42.99,,,,
9eb5ec5f-91e1-4fbf-b7b5-4364460b091f,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,77246cf3-d054-457b-9973-ce3c7128e2b5,,,,,,,,,,
211ec080-1dca-4c73-b5ff-58b6ec6a398f,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,69a7a708-6ccf-41f2-a395-9de35675f741,,,,,,,,,,
c367a2d2-2836-4045-a1e5-a49e63349756,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,72aa97a2-c1d4-459c-b5cb-74e856431dd4,,,,,,,,,,
81e4e350-0195-4cdd-a829-99f8f8d36ce2,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,a3bc8c65-54b9-4f50-b237-6dbcb096c096,,,,,,,,,,
14560dcb-e4fc-492f-bb2d-867991d974e9,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,85f6eaba-d836-46ac-80e1-5dea6f1866f3,,,,,,,,,,
e08317f8-82d6-44f0-9968-0b16548bc6d5,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,29b7d78b-5e55-46a7-a29e-ff72043084fe,,,,,,,,,,
07a5fe7e-0380-42b7-a0c4-c4e8ad35ab84,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,b3045961-b8a8-4348-a9f1-259d589ae529,,,,,,,,,,
eb124d92-dac1-4f38-846c-a02eba09b37e,Transition,,,9d92e079-5127-4c79-9116-0bd37ea87749,dc93f9a6-6b7d-4d87-9c92-dbbeb325df4e,,,,,,,,,,
30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,Group,b3a5cea3-9dc7-41b0-9df4-e207b9ccb154,F43 - Specialised construction activities,,"edbc3b96-5239-4aac-ae37-d071b6fe5c14,a7873e5b-b406-4fcd-b461-ab8e8ce89c6e,76fdaf7b-0b2a-478e-8646-fc23ff4da9f3,8d2c9666-0fec-47e2-996d-ddf540bfe919,91a5e2dc-aec7-4df2-90c1-e29041bd180c,95522e93-6f73-46be-b5fb-5fb5bd3a190f",,,,,,F43,,,,
4f09350b-d197-4a37-a3ff-baec285067c4,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,edbc3b96-5239-4aac-ae37-d071b6fe5c14,,,,,,,,,,
1c8dc4d3-b051-4b13-92bd-5cc942f1f35b,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,a7873e5b-b406-4fcd-b461-ab8e8ce89c6e,,,,,,,,,,
bdaf9f4f-e206-4672-b7a1-162534545623,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,76fdaf7b-0b2a-478e-8646-fc23ff4da9f3,,,,,,,,,,
a8cfe585-da59-4a8e-ab2e-e05706f4ee0b,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,8d2c9666-0fec-47e2-996d-ddf540bfe919,,,,,,,,,,
e5648a99-5415-4805-9281-f1ef65e6b22f,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,91a5e2dc-aec7-4df2-90c1-e29041bd180c,,,,,,,,,,
45e282da-09cf-4683-828d-b4df2fea42d0,Transition,,,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,95522e93-6f73-46be-b5fb-5fb5bd3a190f,,,,,,,,,,
88244477-e5f2-419b-a3ba-c2a15396ae4d,Group,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,F43.1 - Demolition and site preparation,,,,,,,,F43.1,,,,
7127d004-0f91-4c8e-8a05-07a2d24cc53e,Attribute,88244477-e5f2-419b-a3ba-c2a15396ae4d,F43.1.1 - Demolition,,,,,,,,F43.11,,,,
45a89cc7-e114-425c-96b8-d6a57ad40143,Attribute,88244477-e5f2-419b-a3ba-c2a15396ae4d,F43.1.2 - Site preparation,,,,,,,,F43.12,,,,
06fde4d2-c476-4bd0-84fc-8e462f073d04,Attribute,88244477-e5f2-419b-a3ba-c2a15396ae4d,F43.1.3 - Test drilling and boring,,,,,,,,F43.13,,,,
d4572242-2cd1-434e-a8b0-784b1f6acf8f,Group,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,"F43.2 - Electrical, plumbing and other construction installation activities",,,,,,,,F43.2,,,,
eabc3761-d1e9-4c89-8b9a-70585ea98df8,Attribute,d4572242-2cd1-434e-a8b0-784b1f6acf8f,F43.2.1 - Electrical installation,,"73957add-83ec-4e40-aa5b-d5bcf1538f3d,73386f64-008d-4fc1-9284-f1747a4ec4a7",,,,,,F43.21,,,,
3c2bae46-fc83-49a6-be2e-ec27679051b6,Transition,,,eabc3761-d1e9-4c89-8b9a-70585ea98df8,73957add-83ec-4e40-aa5b-d5bcf1538f3d,,,,,,,,,,
58fdf949-ccf1-4795-87fe-eb2a0da252a5,Transition,,,eabc3761-d1e9-4c89-8b9a-70585ea98df8,73386f64-008d-4fc1-9284-f1747a4ec4a7,,,,,,,,,,
a3dcd316-e2d8-48de-99ce-6216f53bb429,Attribute,d4572242-2cd1-434e-a8b0-784b1f6acf8f,"F43.2.2 - Plumbing, heat and air-conditioning installation",,a1fb803a-8ec9-48ca-91bb-947176095a49,,,,,,F43.22,,,,
bc03f7c6-5279-44a2-b562-3560280acd7a,Transition,,,a3dcd316-e2d8-48de-99ce-6216f53bb429,a1fb803a-8ec9-48ca-91bb-947176095a49,,,,,,,,,,
9d86fea1-a1e9-439b-9b0e-30ecfa972973,Attribute,d4572242-2cd1-434e-a8b0-784b1f6acf8f,F43.2.9 - Other construction installation,,,,,,,,F43.29,,,,
cd99a8d9-43ec-43e7-bbd4-219a8c22379e,Group,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,F43.3 - Building completion and finishing,,,,,,,,F43.3,,,,
8dc0c6c0-9311-44c4-9967-af662bb2db29,Attribute,cd99a8d9-43ec-43e7-bbd4-219a8c22379e,F43.3.1 - Plastering,,,,,,,,F43.31,,,,
0fa6e77e-7808-4c5a-a0f8-5cfc893e5272,Attribute,cd99a8d9-43ec-43e7-bbd4-219a8c22379e,F43.3.2 - Joinery installation,,,,,,,,F43.32,,,,
b4a339ce-0669-4d88-a009-6aa35526bc0f,Attribute,cd99a8d9-43ec-43e7-bbd4-219a8c22379e,F43.3.3 - Floor and wall covering,,,,,,,,F43.33,,,,
47d8c67f-8dcb-40d3-b4bd-604884bc6583,Attribute,cd99a8d9-43ec-43e7-bbd4-219a8c22379e,F43.3.4 - Painting and glazing,,,,,,,,F43.34,,,,
b5d7d568-6a92-4923-9faf-41f4936e48bb,Attribute,cd99a8d9-43ec-43e7-bbd4-219a8c22379e,F43.3.9 - Other building completion and finishing,,,,,,,,F43.39,,,,
60f42067-9f5f-4e1a-8dc5-9e1bfccfe167,Group,30b5dd26-583e-45c8-ae5d-4e9f0057fc3b,F43.9 - Other specialised construction activities,,,,,,,,F43.9,,,,
844e106a-629d-4591-8153-436b876a13c4,Attribute,60f42067-9f5f-4e1a-8dc5-9e1bfccfe167,F43.9.1 - Roofing activities,,,,,,,,F43.91,,,,
564299b2-ef3a-47ab-be5c-64d41ddd0ef4,Attribute,60f42067-9f5f-4e1a-8dc5-9e1bfccfe167,F43.9.9 - Other specialised construction activities n.e.c.,,,,,,,,F43.99,,,,
5d99a84c-6d48-4514-915b-9f42a393f008,Object,461e5a7c-7648-4872-9bc9-73a1597a4562,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,,,,G,,,,
5d0e486b-df5d-4d66-9c81-d9628fd125c8,Group,5d99a84c-6d48-4514-915b-9f42a393f008,G45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,,,,,,,,G45,,,,
3435a1f2-0c81-4645-9342-2da882266c7e,Group,5d0e486b-df5d-4d66-9c81-d9628fd125c8,G45.1 - Sale of motor vehicles,,,,,,,,G45.1,,,,
1d03bf3f-0e08-4874-994e-4de82ed73543,Attribute,3435a1f2-0c81-4645-9342-2da882266c7e,G45.1.1 - Sale of cars and light motor vehicles,,,,,,,,G45.11,,,,
93f3f98d-e18a-46d0-ac4c-10552d2a9bd9,Attribute,3435a1f2-0c81-4645-9342-2da882266c7e,G45.1.9 - Sale of other motor vehicles,,,,,,,,G45.19,,,,
715bb05b-4cb6-4377-83c3-2535f2fd680e,Group,5d0e486b-df5d-4d66-9c81-d9628fd125c8,G45.2 - Maintenance and repair of motor vehicles,,,,,,,,G45.2,,,,
c4d1ad88-6784-4c7b-ac1d-cae1a77c820d,Attribute,715bb05b-4cb6-4377-83c3-2535f2fd680e,G45.2.0 - Maintenance and repair of motor vehicles,,,,,,,,G45.20,,,,
1ba27421-cf70-40a5-9cd6-cf1310d91eed,Group,5d0e486b-df5d-4d66-9c81-d9628fd125c8,G45.3 - Sale of motor vehicle parts and accessories,,,,,,,,G45.3,,,,
b0c0d954-86a7-4cfb-ab62-af063bee9fc3,Attribute,1ba27421-cf70-40a5-9cd6-cf1310d91eed,G45.3.1 - Wholesale trade of motor vehicle parts and accessories,,,,,,,,G45.31,,,,
a2613670-5a27-4794-bb77-14c3b0929767,Attribute,1ba27421-cf70-40a5-9cd6-cf1310d91eed,G45.3.2 - Retail trade of motor vehicle parts and accessories,,,,,,,,G45.32,,,,
f750a362-0ce0-4cdb-81c6-9caa953dfcaa,Group,5d0e486b-df5d-4d66-9c81-d9628fd125c8,"G45.4 - Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,G45.4,,,,
96efdb65-417f-4c2c-92cf-0f3a72f6dc21,Attribute,f750a362-0ce0-4cdb-81c6-9caa953dfcaa,"G45.4.0 - Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,G45.40,,,,
d3e6dfa4-b78e-4121-b0a0-092048d55d56,Group,5d99a84c-6d48-4514-915b-9f42a393f008,"G46 - Wholesale trade, except of motor vehicles and motorcycles",,,,,,,,G46,,,,
bdaa7ef8-aafc-4f57-a325-c58051c9c246,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.1 - Wholesale on a fee or contract basis,,,,,,,,G46.1,,,,
bfa3428f-9b17-4308-a96b-11ea63e78072,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.1 - Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",,,,,,,,G46.11,,,,
db2ffbe8-169b-4566-8cc0-67726afe719f,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.2 - Agents involved in the sale of fuels, ores, metals and industrial chemicals",,,,,,,,G46.12,,,,
10be51f5-122d-49c1-8aec-210f74860cc2,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,G46.1.3 - Agents involved in the sale of timber and building materials,,,,,,,,G46.13,,,,
561db0d1-f1cc-4543-a325-08a6bdb6ed64,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.4 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,,,G46.14,,,,
b9bab0bc-18e9-4141-8fd8-61bd3c24566e,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.5 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",,,,,,,,G46.15,,,,
fd81e797-0c5b-4c85-a0a3-612931082638,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.6 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,,,,,,G46.16,,,,
b7567295-fd0b-4ba4-b743-be5bc8d36e58,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,"G46.1.7 - Agents involved in the sale of food, beverages and tobacco",,,,,,,,G46.17,,,,
13b4509a-a04f-40cf-803f-d1071c757887,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,G46.1.8 - Agents specialised in the sale of other particular products,,,,,,,,G46.18,,,,
4c60a6b9-3ef7-47b7-94ec-2795f6ef8570,Attribute,bdaa7ef8-aafc-4f57-a325-c58051c9c246,G46.1.9 - Agents involved in the sale of a variety of goods,,,,,,,,G46.19,,,,
892892ee-4c40-4d30-ade9-b9003731ac0f,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.2 - Wholesale of agricultural raw materials and live animals,,,,,,,,G46.2,,,,
6b775f00-6d09-46ee-a82c-69452c611917,Attribute,892892ee-4c40-4d30-ade9-b9003731ac0f,"G46.2.1 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",,,,,,,,G46.21,,,,
f8112c2e-0e14-4a8a-ac9f-3d88dce65fb0,Attribute,892892ee-4c40-4d30-ade9-b9003731ac0f,G46.2.2 - Wholesale of flowers and plants,,,,,,,,G46.22,,,,
44048fcc-4726-48c5-98a1-309f6255d0b8,Attribute,892892ee-4c40-4d30-ade9-b9003731ac0f,G46.2.3 - Wholesale of live animals,,,,,,,,G46.23,,,,
27868458-4325-4f7c-9cca-b325dfd80eff,Attribute,892892ee-4c40-4d30-ade9-b9003731ac0f,"G46.2.4 - Wholesale of hides, skins and leather",,,,,,,,G46.24,,,,
fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,"G46.3 - Wholesale of food, beverages and tobacco",,,,,,,,G46.3,,,,
fb240c9f-7e78-4529-b5ea-f0d4857cfdfc,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,G46.3.1 - Wholesale of fruit and vegetables,,,,,,,,G46.31,,,,
433650dc-7a5e-4534-86f0-443f2520fbd6,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,G46.3.2 - Wholesale of meat and meat products,,,,,,,,G46.32,,,,
c728eeee-1a7e-453f-9593-01b0055656ba,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,"G46.3.3 - Wholesale of dairy products, eggs and edible oils and fats",,,,,,,,G46.33,,,,
cf25c4d4-0bbf-4e4c-94d5-ee1604c3c622,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,G46.3.4 - Wholesale of beverages,,,,,,,,G46.34,,,,
aa32c620-c299-4c79-a764-36d41ecef4da,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,G46.3.5 - Wholesale of tobacco products,,,,,,,,G46.35,,,,
c14ae2ca-09d3-4e3b-9a44-eb72e13e3142,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,G46.3.6 - Wholesale of sugar and chocolate and sugar confectionery,,,,,,,,G46.36,,,,
b9f1da5b-7891-4f74-b317-b4c9f26ac296,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,"G46.3.7 - Wholesale of coffee, tea, cocoa and spices",,,,,,,,G46.37,,,,
dafdbe61-8a3e-4a9c-bdd8-d854c4fc76a9,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,"G46.3.8 - Wholesale of other food, including fish, crustaceans and molluscs",,,,,,,,G46.38,,,,
f981c09f-0539-45cc-97b0-b74aea9501e3,Attribute,fd3538c1-ceb1-4e31-a7d4-f0e4913b2ef7,"G46.3.9 - Non-specialised wholesale of food, beverages and tobacco",,,,,,,,G46.39,,,,
b37077f3-c5ee-4553-8dab-1eb501198511,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.4 - Wholesale of household goods,,,,,,,,G46.4,,,,
a79f5ed3-af2e-4436-a096-781105d63467,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.1 - Wholesale of textiles,,,,,,,,G46.41,,,,
1ad6c9a3-0558-4c1e-95d1-dae413039606,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.2 - Wholesale of clothing and footwear,,,,,,,,G46.42,,,,
34351366-1acb-4395-9526-d1a4cf738e73,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.3 - Wholesale of electrical household appliances,,,,,,,,G46.43,,,,
748e9368-26b6-4594-bdea-02debd3b738f,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.4 - Wholesale of china and glassware and cleaning materials,,,,,,,,G46.44,,,,
aa397f95-8f4b-4210-ac2e-77ddaf389fa9,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.5 - Wholesale of perfume and cosmetics,,,,,,,,G46.45,,,,
dd2ae1b4-5909-42e6-bde1-88536bab5379,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.6 - Wholesale of pharmaceutical goods,,,,,,,,G46.46,,,,
9c81b0f5-8b66-42a5-bcc8-cb9cb95e35b9,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,"G46.4.7 - Wholesale of furniture, carpets and lighting equipment",,,,,,,,G46.47,,,,
ae7c0b00-d1b2-48af-8abb-a0ddd1e6d38b,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.8 - Wholesale of watches and jewellery,,,,,,,,G46.48,,,,
1d9372e1-8b2f-4349-8db8-18cd0523b2b3,Attribute,b37077f3-c5ee-4553-8dab-1eb501198511,G46.4.9 - Wholesale of other household goods,,,,,,,,G46.49,,,,
54a4047e-4f54-4ca9-8491-e2d5ce0c3bd8,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.5 - Wholesale of information and communication equipment,,,,,,,,G46.5,,,,
28b358a5-3283-4cdf-992e-174cfee9021a,Attribute,54a4047e-4f54-4ca9-8491-e2d5ce0c3bd8,"G46.5.1 - Wholesale of computers, computer peripheral equipment and software",,,,,,,,G46.51,,,,
9772949b-c20c-47e0-beef-0916e5d4ff30,Attribute,54a4047e-4f54-4ca9-8491-e2d5ce0c3bd8,G46.5.2 - Wholesale of electronic and telecommunications equipment and parts,,,,,,,,G46.52,,,,
f5dca204-f983-4fc6-9d4b-d5391516859d,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,"G46.6 - Wholesale of other machinery, equipment and supplies",,,,,,,,G46.6,,,,
0a827dc6-1980-4c03-85b5-b9872eb7b7f6,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,"G46.6.1 - Wholesale of agricultural machinery, equipment and supplies",,,,,,,,G46.61,,,,
b4c958c9-2aea-48f0-a877-0c13468af86d,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,G46.6.2 - Wholesale of machine tools,,,,,,,,G46.62,,,,
69b7a3c2-0494-433b-a0d3-7e89b94d85a0,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,"G46.6.3 - Wholesale of mining, construction and civil engineering machinery",,,,,,,,G46.63,,,,
fed0056b-3cee-4aae-a861-b79e2b7aab2f,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,G46.6.4 - Wholesale of machinery for the textile industry and of sewing and knitting machines,,,,,,,,G46.64,,,,
17aaf176-2291-40e8-a8c9-1390c2dbb2b0,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,G46.6.5 - Wholesale of office furniture,,,,,,,,G46.65,,,,
67c15b2f-4c55-4a9a-99a1-3b8f4e8dfc4b,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,G46.6.6 - Wholesale of other office machinery and equipment,,,,,,,,G46.66,,,,
3a81fed6-54e0-418b-8011-a1d21010f621,Attribute,f5dca204-f983-4fc6-9d4b-d5391516859d,G46.6.9 - Wholesale of other machinery and equipment,,,,,,,,G46.69,,,,
1d37a5e5-fff5-4356-a307-3a8229ac062d,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.7 - Other specialised wholesale,,,,,,,,G46.7,,,,
803d5409-a2a5-4c7e-ac5e-9efe2cc2429a,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,"G46.7.1 - Wholesale of solid, liquid and gaseous fuels and related products",,,,,,,,G46.71,,,,
f0608eea-0549-40a8-99f8-e337ccb64183,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,G46.7.2 - Wholesale of metals and metal ores,,,,,,,,G46.72,,,,
f7c91247-70cb-41a2-a52f-aacf1f4589b9,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,"G46.7.3 - Wholesale of wood, construction materials and sanitary equipment",,,,,,,,G46.73,,,,
38e615c4-b1bd-494d-8ead-6a842c700d03,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,"G46.7.4 - Wholesale of hardware, plumbing and heating equipment and supplies",,,,,,,,G46.74,,,,
69d258e7-b3b9-40ed-a7e2-e806394b0d52,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,G46.7.5 - Wholesale of chemical products,,,,,,,,G46.75,,,,
0eaf4820-b05b-4f59-aace-934bb304b068,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,G46.7.6 - Wholesale of other intermediate products,,,,,,,,G46.76,,,,
b9aa8ae3-ae73-4367-8dc6-e36905dcb2cd,Attribute,1d37a5e5-fff5-4356-a307-3a8229ac062d,G46.7.7 - Wholesale of waste and scrap,,,,,,,,G46.77,,,,
63fef87a-9cff-410a-888a-bdb20e22d9f2,Group,d3e6dfa4-b78e-4121-b0a0-092048d55d56,G46.9 - Non-specialised wholesale trade,,,,,,,,G46.9,,,,
89f31a59-30cf-448f-89f3-5df402913a93,Attribute,63fef87a-9cff-410a-888a-bdb20e22d9f2,G46.9.0 - Non-specialised wholesale trade,,,,,,,,G46.90,,,,
7ac94378-8d42-44b0-913a-8427b9baa2ce,Group,5d99a84c-6d48-4514-915b-9f42a393f008,"G47 - Retail trade, except of motor vehicles and motorcycles",,,,,,,,G47,,,,
31bcd74a-05c8-460f-9b45-beb5b1517dd9,Group,7ac94378-8d42-44b0-913a-8427b9baa2ce,G47.1 - Retail sale in non-specialised stores,,,,,,,,G47.1,,,,
a9c9570d-f68c-46b2-b722-c6b087d83a08,Attribute,31bcd74a-05c8-460f-9b45-beb5b1517dd9,"G47.1.1 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,,,,,G47.11,,,,
ed20a502-342d-4b25-87ac-1ea4b950efb4,Attribute,31bcd74a-05c8-460f-9b45-beb5b1517dd9,G47.1.9 - Other retail sale in non-specialised stores,,,,,,,,G47.19,,,,
14b5f2ed-8023-47b1-91e5-0611367366df,Group,7ac94378-8d42-44b0-913a-8427b9baa2ce,"G47.2 - Retail sale of food, beverages and tobacco in specialised stores",,,,,,,,G47.2,,,,
75a4d0cd-0089-4703-9b5f-9a2466b0aa41,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,G47.2.1 - Retail sale of fruit and vegetables in specialised stores,,,,,,,,G47.21,,,,
c3444315-178c-4d6f-bb59-6301f5ba5d2f,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,G47.2.2 - Retail sale of meat and meat products in specialised stores,,,,,,,,G47.22,,,,
cf00a0fa-5803-4cf4-8323-76e1adb4a406,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,"G47.2.3 - Retail sale of fish, crustaceans and molluscs in specialised stores",,,,,,,,G47.23,,,,
5984f86d-398d-4d23-893d-93a498abd392,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,"G47.2.4 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",,,,,,,,G47.24,,,,
e62901f9-bc43-45a1-a816-b52c568db0ae,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,G47.2.5 - Retail sale of beverages in specialised stores,,,,,,,,G47.25,,,,
5e85c21c-a91a-4eaa-845d-3909ee19ec20,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,G47.2.6 - Retail sale of tobacco products in specialised stores,,,,,,,,G47.26,,,,
f83cc345-a075-470c-8ce3-63a193104a48,Attribute,14b5f2ed-8023-47b1-91e5-0611367366df,G47.2.9 - Other retail sale of food in specialised stores,,,,,,,,G47.29,,,,
4525f911-4a2f-4408-8684-0a48369baf0b,Group,7ac94378-8d42-44b0-913a-8427b9baa2ce,G47.3 - Retail sale of automotive fuel in specialised stores,,,,,,,,G47.3,,,,
57dd2dcf-27ff-4960-baa6-f58fa2b3e135,Attribute,4525f911-4a2f-4408-8684-0a48369baf0b,G47.3.0 - Retail sale of automotive fuel in specialised stores,,,,,,,,G47.30,,,,
ef1e0028-619c-4406-a887-a80992c1c5a8,Group,7ac94378-8d42-44b0-913a-8427b9baa2ce,G47.4 - Retail sale of information and communication equipment in specialised stores,,,,,,,,G47.4,,,,
e18b6e03-710c-4ae4-acff-fb8c77b3715a,Attribute,ef1e0028-619c-4406-a887-a80992c1c5a8,"G47.4.1 - Retail sale of computers, peripheral units and software in specialised stores",,,,,,,,G47.41,,,,
d07966bf-3f17-462e-a11b-c81cf64d0e2d,Attribute,ef1e0028-619c-4406-a887-a80992c1c5a8,G47.4.2 - Retail sale of telecommunications equipment in specialised stores,,,,,,,,G47.42,,,,
0930fad0-cdd3-4cfb-aee4-c4546bad455f,Attribute,ef1e0028-619c-4406-a887-a80992c1c5a8,G47.4.3 - Retail sale of audio and video equipment in specialised stores,,,,,,,,G47.43,,,,
ba78b13f-b0b8-4ab6-98b6-a28be1db5147,Group,7ac94378-8d42-44b0-913a-8427b9baa2ce,G47.5 - Retail sale of other household equipment in specialised stores,,,,,,,,G47.5,,,,
