ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Row,Comments/Description,Column
9b6ab29e-495f-41e8-b617-f2c71c8a34b8,Attribute,525d708d-19ed-48df-ad59-7d1f85b0a5ab,Transitional activity flag,,,,,,,,A1: Taxonomy-aligned activities,Categorisations based on whether an activity is transitional (only for climate change mitigation) or enabling. Information in these columns is only to be selected if officially classified as such and the activity does not substantially contribute by its own performance.,(21)
700e72d6-21a7-4e7f-9fe2-b38b94c636dd,Attribute,d92289a4-0482-4812-b7f5-bb4015ca5b68,OpEx of Taxonomy-aligned activities (Total),,,,,,,,A1T: Taxonomy-aligned activities (Total),Incl. sum or total of all Taxonomy-eligible activities’ Taxonomy-aligned proportion of OpExs.,"(3)-(10), (18)-(19)"
d04edd86-4075-43cd-8e7e-55e2895967a2,Group,d92289a4-0482-4812-b7f5-bb4015ca5b68,Taxonomy-eligible but not Taxonomy-aligned activities,,,,,,,,A2: Taxonomy-eligible but not Taxonomy-aligned activities,"List of eligible but non-aligned activities under the EU Taxonomy. The missing columns refer to the criteria (DNSH and MS) and other classifications (enabling, transitional and own performance) that only pertain to Taxonomy alignment. This information need not be reported if the result is that the activity is not Taxonomy aligned.",
11b2e778-7275-41b5-a6b0-6a66031a7216,Attribute,d04edd86-4075-43cd-8e7e-55e2895967a2,Economic activity,,,,,,,,A2: Taxonomy-eligible but not Taxonomy-aligned activities,,(1)
5fa7712d-c93c-48a9-847d-e42cdfaeaf68,Attribute,d04edd86-4075-43cd-8e7e-55e2895967a2,Code(s),,,,,,,,A2: Taxonomy-eligible but not Taxonomy-aligned activities,,(2)
f7a60132-f8c3-490c-87a8-8914ac9a81f6,Attribute,d04edd86-4075-43cd-8e7e-55e2895967a2,Absolute OpEx,,,,,,,,A2: Taxonomy-eligible but not Taxonomy-aligned activities,,(3)
9b41cf1b-2a27-4b17-a75c-005b67d682f9,Attribute,d04edd86-4075-43cd-8e7e-55e2895967a2,Proportion of OpEx,,,,,,,,A2: Taxonomy-eligible but not Taxonomy-aligned activities,Proportion of OpEx of a given activity against the total OpEx of the company.,(4)
0de9983f-eb39-49eb-8e26-521740bb6d02,Attribute,d92289a4-0482-4812-b7f5-bb4015ca5b68,OpEx of Taxonomy-eligible but not Taxonomy-aligned activities (Total),,,,,,,,A2T: Taxonomy-eligible but not Taxonomy-aligned activities (Total),,
a1780172-565d-4639-a243-564fcabcf6b4,Group,d92289a4-0482-4812-b7f5-bb4015ca5b68,Total (Taxonomy-eligible activities),,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,
3931850a-c1c6-4aab-84df-d11eeefeed1e,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,Absolute OpEx,,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,(3)
b8e25718-484b-4925-a9e9-6adf983ca0c3,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,Proportion of OpEx,,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),Proportion of OpEx of all Taxonomy-eligible activities (including those that failed the Taxonomy alignment check).,(4)
9c1bd039-2202-4ff7-b61a-1e12e9d59c7f,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,"Taxonomy-aligned proportion of OpEx, year N",,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,(18)
1805e390-953f-4bac-b9a7-ee0247030c99,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,"Taxonomy-aligned proportion of OpEx, year N-1",,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,(19)
2b4aeec1-3c84-423b-884b-b97997521577,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,Enabling activity flag,,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,(20)
e3e2c564-6352-4e22-bdda-02f9c02c22bb,Attribute,a1780172-565d-4639-a243-564fcabcf6b4,Transitional activity flag,,,,,,,,A1+A2: All Taxonomy-eligible activities (Total),,(21)
ae212aa9-2079-4583-afa9-87e98c22b483,Group,cb53b85a-2cfb-42d8-b76c-7894ba61e7da,Taxonomy-non-eligible activities,,,,,,,,B: Taxonomy-non-eligible activities,Non-eligible activities under the EU Taxonomy.,
1ddc8aff-bd62-4e5e-9f36-0e243cd87bff,Attribute,ae212aa9-2079-4583-afa9-87e98c22b483,OpEx of Taxonomy-non-eligible activities,,,,,,,,B1: OpEx of Taxonomy-non-eligible activities,Proportion of OpEx of non-eligible activities under the EU Taxonomy.,(4)
8c235f9f-a020-438d-aac5-e8343ea4bfb4,Attribute,ae212aa9-2079-4583-afa9-87e98c22b483,Total OpEx,,,,,,,,A+B: OpEx (Total),"Total OpEx of the company, in percentage (always 100%).",(4)
8cb1eb40-ec41-4a54-89f5-20d714fb85a9,Layer,,Art. 8: KPI of Asset Managers,,,,,,,,,,
ae934486-cfa7-4231-acfb-efafa1447acd,Object,8cb1eb40-ec41-4a54-89f5-20d714fb85a9,Standard KPI disclosures,,,,,,,,,,
1a6a28b7-9eca-4f45-92e1-1dda0f6d1257,Group,ae934486-cfa7-4231-acfb-efafa1447acd,KPI (%),,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities relative to the value of total assets covered by the KPI, with following weights for investments in undertakings per below:
Turnover-based: %
CapEx—based: %",
c0ce98a6-75db-40e1-9669-4d4f02ef37f0,Attribute,1a6a28b7-9eca-4f45-92e1-1dda0f6d1257,Turnover-based,,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities relative to the value of total assets covered by the KPI, with weights for investments in undertakings per Turnover.",
bc9f6d7c-5f3a-48ed-9f1f-89ad8eeebc0b,Attribute,1a6a28b7-9eca-4f45-92e1-1dda0f6d1257,CapEx-based,,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities relative to the value of total assets covered by the KPI, with weights for investments in undertakings per CapEx.",
9314e272-e2e8-41ed-a10f-b66e3976c5db,Group,ae934486-cfa7-4231-acfb-efafa1447acd,KPI (monetary amount),,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities, with following weights for investments in undertakings per below:
Turnover-based: [monetary amount]
CapEx-based: [monetary amount]",
42312a76-f17d-4028-b99f-f250604958f8,Attribute,9314e272-e2e8-41ed-a10f-b66e3976c5db,Turnover-based,,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities, with weights for investments in undertakings per Turnover.",
7575e5c4-421a-4cf7-8657-d80c006ec5f7,Attribute,9314e272-e2e8-41ed-a10f-b66e3976c5db,CapEx-based,,,,,,,,,"The weighted average value of all the investments that are directed at funding, or are associated with taxonomy-aligned economic activities, with weights for investments in undertakings per CapEx.",
0e1db323-7154-4615-b733-c1e29a837ebe,Group,ae934486-cfa7-4231-acfb-efafa1447acd,KPI Coverage,,,,,,,,,,
7a9a166a-c826-47ae-84e3-15853ba28c49,Attribute,0e1db323-7154-4615-b733-c1e29a837ebe,Coverage ratio (%),,,,,,,,,The percentage of assets covered by the KPI relative to total investments (total AuM). Excluding investments in sovereign entities.,
99c3fa8f-7891-46e1-bf57-b047b376fb48,Attribute,0e1db323-7154-4615-b733-c1e29a837ebe,Coverage (monetary amount),,,,,,,,,The monetary value of assets covered by the KPI. Excluding investments in sovereign entities.,
10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Object,8cb1eb40-ec41-4a54-89f5-20d714fb85a9,"Additional, complementary disclosures: breakdown of denominator of the KPI",,,,,,,,,,
ba879274-e444-4ae9-8f1c-ea29b4a1a621,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Derivatives (%),,,,,,,,,The percentage of derivatives relative to total assets covered by the KPI.,
fb1a54a1-6514-4ffa-ac0a-72de15cab4de,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Derivatives (monetary amount),,,,,,,,,The value in monetary amounts of derivatives.,
89ac1182-6c37-4a89-bdf8-ea0e01199f74,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,EU non-NFRD counterparty exposures (%),,,,,,,,,"The proportion of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI:
For non-financial undertakings
For financial undertakings",
3563a48b-df9b-445f-9b3a-280c2e9c5914,Attribute,89ac1182-6c37-4a89-bdf8-ea0e01199f74,For non-financial undertakings,,,,,,,,,The proportion of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings.,
d68349c0-71a4-41fe-b88e-4a080541f8a4,Attribute,89ac1182-6c37-4a89-bdf8-ea0e01199f74,For financial undertakings,,,,,,,,,The proportion of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings.,
1083be02-3e3c-4c7e-b162-2fdbb126e309,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,EU non-NFRD counterparty exposures (monetary amount),,,,,,,,,"Value of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU:
For non-financial undertakings: [monetary amount]
For financial undertakings: [monetary amount]",
cb0bb0a2-0d47-49db-82e0-1522ee111087,Attribute,1083be02-3e3c-4c7e-b162-2fdbb126e309,For non-financial undertakings,,,,,,,,,Value of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings.,
0ec5e15d-86fc-4d8b-9163-7db5d9c02bc3,Attribute,1083be02-3e3c-4c7e-b162-2fdbb126e309,For financial undertakings,,,,,,,,,Value of exposures to EU financial and non-financial undertakings not subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings.,
cf077a1d-d3ba-41e8-8ed3-73d8e02a2fdf,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Third-country non-NFRD counterparty exposures (%),,,,,,,,,"The proportion of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI:
For non-financial undertakings
For financial undertakings",
f33c86a1-4b2f-4a09-9f4e-9366b573f6fc,Attribute,cf077a1d-d3ba-41e8-8ed3-73d8e02a2fdf,For non-financial undertakings,,,,,,,,,The proportion of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings.,
0c66cef3-7ff5-4987-8430-485dd66f0123,Attribute,cf077a1d-d3ba-41e8-8ed3-73d8e02a2fdf,For financial undertakings,,,,,,,,,The proportion of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings.,
136444ba-88a1-468a-95a8-a1d230bb00da,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Third-country non-NFRD counterparty exposures (monetary amount),,,,,,,,,"Value of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU:
For non-financial undertakings: [monetary amount]
For financial undertakings: [monetary amount]",
86811e06-81ca-4da4-8eef-aaaf305230bc,Attribute,136444ba-88a1-468a-95a8-a1d230bb00da,For non-financial undertakings,,,,,,,,,Value of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings.,
3f8ce093-1917-4b56-bab7-57c67f4fde9c,Attribute,136444ba-88a1-468a-95a8-a1d230bb00da,For financial undertakings,,,,,,,,,Value of exposures to financial and non-financial undertakings from non-EU countries not subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings.,
9b469592-12f0-4e48-a3d9-3c2529e0fa8a,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,NFRD counterparty exposures (%),,,,,,,,,"The proportion of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI:
For non-financial undertakings
For financial undertakings",
93407595-b445-4885-981b-a1228a055b83,Attribute,9b469592-12f0-4e48-a3d9-3c2529e0fa8a,For non-financial undertakings,,,,,,,,,The proportion of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings.,
fd52274f-b47f-4a8a-8c1e-410b67eab9f7,Attribute,9b469592-12f0-4e48-a3d9-3c2529e0fa8a,For financial undertakings,,,,,,,,,The proportion of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings.,
df3de9c2-56d5-4c2f-9234-4b13964f8287,Group,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,NFRD counterparty exposures (monetary amount),,,,,,,,,"Value of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU:
For non-financial undertakings: [monetary amount]
For financial undertakings: [monetary amount]",
ba5f0b0b-acc3-4ed7-bca9-e3d0fb76a996,Attribute,df3de9c2-56d5-4c2f-9234-4b13964f8287,For non-financial undertakings,,,,,,,,,Value of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings.,
9ebbc571-6480-44a9-afde-4d4d1e82b616,Attribute,df3de9c2-56d5-4c2f-9234-4b13964f8287,For financial undertakings,,,,,,,,,Value of exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings.,
2d98f36f-64b5-4c64-adad-f8474551cbf3,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Other exposures (%),,,,,,,,,The proportion of exposures to other counterparties over total assets covered by the KPI.,
17ae9f21-eff1-493e-bbc3-8427bd49b628,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Other exposures (monetary amount),,,,,,,,,Value of exposures to other counterparties.,
138223c1-a40c-4bcc-a6fe-ef5c80f77dcb,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Taxonomy-non-eligible exposures (%),,,,,,,,,The value of all the investments that are funding economic activities that are not taxonomy-eligible relative to the value of total assets covered by the KPI.,
6b576ef0-df92-4ae2-b90a-8b160b095694,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Taxonomy-non-eligible exposures (monetary amount),,,,,,,,,Value of all the investments that are funding economic activities that are not taxonomy-eligible.,
10802082-d5a8-48bd-8808-545af116d4e5,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Taxonomy-eligible but not Taxonomy-aligned activities (%),,,,,,,,,"The value of all the investments that are funding taxonomy-eligible economic activities, but not taxonomy-aligned relative to the value of total assets covered by the KPI.",
0ea38d61-853e-4a61-8aef-b446d85d6f7c,Attribute,10c854b1-c7d1-4f94-83d4-287d9d7de5e9,Taxonomy-eligible but not Taxonomy-aligned activities (monetary amount),,,,,,,,,"Value of all the investments that are funding Taxonomy-eligible economic activities, but not taxonomy-aligned.",
2fabc81b-87f9-40eb-9a78-1a1d173385a5,Object,8cb1eb40-ec41-4a54-89f5-20d714fb85a9,"Additional, complementary disclosures: breakdown of numerator of the KPI",,,,,,,,,,
9103996c-d8c9-4236-98ec-6cba2596ac72,Group,2fabc81b-87f9-40eb-9a78-1a1d173385a5,Taxonomy-aligned NFRD counterparty exposures (%),,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI.,
e81b173b-7d8d-4bc5-a18d-3213718d5a57,Group,9103996c-d8c9-4236-98ec-6cba2596ac72,For non-financial undertakings,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings.,
0362566e-6e65-421c-be67-924d81f70cc3,Attribute,e81b173b-7d8d-4bc5-a18d-3213718d5a57,Turnover-based,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings based on Turnover.,
554c0b9e-e0a3-4939-a5bf-1671d4035f8d,Attribute,e81b173b-7d8d-4bc5-a18d-3213718d5a57,CapEx-based,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for non-financial undertakings based on CapEx.,
db3ca333-e8ee-4774-bd54-412233ae9570,Group,9103996c-d8c9-4236-98ec-6cba2596ac72,For financial undertakings,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings.,
faa4182e-556d-4b1b-bf25-7f1056204d44,Attribute,db3ca333-e8ee-4774-bd54-412233ae9570,Turnover-based,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings based on Turnover.,
bb572fb2-31de-48e9-88e2-263b6c9f9aa3,Attribute,db3ca333-e8ee-4774-bd54-412233ae9570,CapEx-based,,,,,,,,,The proportion of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU over total assets covered by the KPI for financial undertakings based on CapEx.,
6c49085c-ae42-4864-ae28-b55579bc07be,Group,2fabc81b-87f9-40eb-9a78-1a1d173385a5,Taxonomy-aligned NFRD counterparty exposures (monetary amount),,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU.,
fc0fe395-a6fe-4e04-99b3-02473cb9c799,Group,6c49085c-ae42-4864-ae28-b55579bc07be,For non-financial undertakings,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings.,
e41304a9-34a7-400f-9255-fabf1a3590c1,Attribute,fc0fe395-a6fe-4e04-99b3-02473cb9c799,Turnover-based,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings based on Turnover.,
30f01886-6cbd-4ad5-a456-9aa3991191a3,Attribute,fc0fe395-a6fe-4e04-99b3-02473cb9c799,CapEx-based,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for non-financial undertakings based on CapEx.,
a1b7a5ed-fceb-4fa3-94c5-741151dd2ca8,Group,6c49085c-ae42-4864-ae28-b55579bc07be,For financial undertakings,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings.,
7f47bb12-b75b-47af-812f-9c1f30646395,Attribute,a1b7a5ed-fceb-4fa3-94c5-741151dd2ca8,Turnover-based,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings based on Turnover.,
ad2d41b6-c5c7-46d0-9522-4a79613a3843,Attribute,a1b7a5ed-fceb-4fa3-94c5-741151dd2ca8,CapEx-based,,,,,,,,,Value of Taxonomy-aligned exposures to financial and non-financial undertakings subject to Articles 19a and 29a of Directive 2013/34/EU for financial undertakings based on CapEx.,
47a5e04d-d0c8-4dc5-a15a-6d9ba610f837,Group,2fabc81b-87f9-40eb-9a78-1a1d173385a5,Taxonomy-aligned other counterparty exposures (%),,,,,,,,,The proportion of taxonomy-aligned exposures to other counterparties in over total assets covered by the KPI.,
db31949b-bcd0-410e-a8cc-12f69bd69034,Attribute,47a5e04d-d0c8-4dc5-a15a-6d9ba610f837,Turnover-based,,,,,,,,,The proportion of taxonomy-aligned exposures to other counterparties in over total assets covered by the KPI based on Turnover.,
7ac1dadf-072e-4572-8725-197ecdab8c10,Attribute,47a5e04d-d0c8-4dc5-a15a-6d9ba610f837,CapEx-based,,,,,,,,,The proportion of taxonomy-aligned exposures to other counterparties in over total assets covered by the KPI based on CapEx.,
bcdb56e1-3e55-49ad-aa72-7d6b82e659b5,Group,2fabc81b-87f9-40eb-9a78-1a1d173385a5,Taxonomy-aligned other counterparty exposures (monetary amount),,,,,,,,,Value of taxonomy-aligned exposures to other counterparties.,
18b6afc9-764e-4507-a579-9366a45ef89e,Attribute,bcdb56e1-3e55-49ad-aa72-7d6b82e659b5,Turnover-based,,,,,,,,,Value of taxonomy-aligned exposures to other counterparties based on Turnover.,
59b552f1-bfa2-43c5-87b3-013df53bd2e6,Attribute,bcdb56e1-3e55-49ad-aa72-7d6b82e659b5,CapEx-based,,,,,,,,,Value of taxonomy-aligned exposures to other counterparties based on CapEx.,
b4d27519-2f7e-479b-ae07-88baad737dda,Object,8cb1eb40-ec41-4a54-89f5-20d714fb85a9,Breakdown of the numerator of the KPI per environmental objective,,,,,,,,,,
471d621b-56c9-4ce5-9710-188272b0672c,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(1) Climate change mitigation,,,,,,,,,,
a795eeb1-3412-4934-9193-6b726bda046d,Group,471d621b-56c9-4ce5-9710-188272b0672c,Turnover: %,,,,,,,,,,
2f178d4e-5c7c-4503-a8cd-4f3616d9d8b5,Attribute,a795eeb1-3412-4934-9193-6b726bda046d,Transitional activities: A%,,,,,,,,,,
73395403-c24f-4eac-a6a2-4570e88034fc,Attribute,a795eeb1-3412-4934-9193-6b726bda046d,Enabling activities: B%,,,,,,,,,,
4d9f6261-c41e-410b-9157-29df7d731c1f,Group,471d621b-56c9-4ce5-9710-188272b0672c,CapEx: %,,,,,,,,,,
630e16ba-f94d-4a5a-8990-1e77fe5bb5f6,Attribute,4d9f6261-c41e-410b-9157-29df7d731c1f,Transitional activities: A%,,,,,,,,,,
771c8fdc-274b-447f-bdbd-993229a4c9da,Attribute,4d9f6261-c41e-410b-9157-29df7d731c1f,Enabling activities: B%,,,,,,,,,,
8281d6ff-83dd-4188-8743-e2a92849d9cc,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(2) Climate change adaptation,,,,,,,,,,
b98635fe-1b4a-43af-92f0-31625aedf5d0,Group,8281d6ff-83dd-4188-8743-e2a92849d9cc,Turnover: %,,,,,,,,,,
db471147-4120-4b3e-bf5c-1379b3a89623,Attribute,b98635fe-1b4a-43af-92f0-31625aedf5d0,Transitional activities: A%,,,,,,,,,,
5096709d-678a-4e93-a4db-0bd94ad38d18,Attribute,b98635fe-1b4a-43af-92f0-31625aedf5d0,Enabling activities: B%,,,,,,,,,,
17514997-73b2-4d68-845c-c39f540d4580,Group,8281d6ff-83dd-4188-8743-e2a92849d9cc,CapEx: %,,,,,,,,,,
a490d9c6-1d16-447a-af07-24051d215a40,Attribute,17514997-73b2-4d68-845c-c39f540d4580,Transitional activities: A%,,,,,,,,,,
3b941232-899f-4ef5-96e2-7d90414cd398,Attribute,17514997-73b2-4d68-845c-c39f540d4580,Enabling activities: B%,,,,,,,,,,
eb6d28ee-b68f-4cd3-a176-dea574ee45c1,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(3) The sustainable use and protection of water and marine resources,,,,,,,,,,
75552998-eb49-411d-b818-61319602e965,Group,eb6d28ee-b68f-4cd3-a176-dea574ee45c1,Turnover: %,,,,,,,,,,
73de0894-8cee-4268-b92a-d7e18728af52,Attribute,75552998-eb49-411d-b818-61319602e965,Transitional activities: A%,,,,,,,,,,
a0fc8b23-e881-45df-886b-9eda10b85526,Attribute,75552998-eb49-411d-b818-61319602e965,Enabling activities: B%,,,,,,,,,,
77771410-6590-4007-a4b5-bcad12a0ceb5,Group,eb6d28ee-b68f-4cd3-a176-dea574ee45c1,CapEx: %,,,,,,,,,,
caf6fc2d-3433-4707-9c79-9293e1dd8781,Attribute,77771410-6590-4007-a4b5-bcad12a0ceb5,Transitional activities: A%,,,,,,,,,,
f40c213f-c1e2-49f4-ae3d-86e3a968ce82,Attribute,77771410-6590-4007-a4b5-bcad12a0ceb5,Enabling activities: B%,,,,,,,,,,
4f7bfbcd-973f-4e07-8d64-b1f8950161bb,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(4) The transition to a circular economy,,,,,,,,,,
81fccecf-c334-4003-ac03-49c364f36321,Group,4f7bfbcd-973f-4e07-8d64-b1f8950161bb,Turnover: %,,,,,,,,,,
d4056462-91c5-412a-b249-5122d108d129,Attribute,81fccecf-c334-4003-ac03-49c364f36321,Transitional activities: A%,,,,,,,,,,
d9a17a50-c643-4148-8b41-45af0cb0feec,Attribute,81fccecf-c334-4003-ac03-49c364f36321,Enabling activities: B%,,,,,,,,,,
74654f91-5ef5-4ce6-9fdf-7e7429520092,Group,4f7bfbcd-973f-4e07-8d64-b1f8950161bb,CapEx: %,,,,,,,,,,
e8eaf85b-ea0f-463f-bf0c-58e0d58bd7da,Attribute,74654f91-5ef5-4ce6-9fdf-7e7429520092,Transitional activities: A%,,,,,,,,,,
e4a66e8b-4ed2-4e74-96c2-48bf6c8c2cfc,Attribute,74654f91-5ef5-4ce6-9fdf-7e7429520092,Enabling activities: B%,,,,,,,,,,
4e69a3c9-56ea-4f7d-bb1c-c837ef3ceaa8,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(5) Pollution prevention and control,,,,,,,,,,
c17c53cb-a79c-45de-b31f-24180a5ce711,Group,4e69a3c9-56ea-4f7d-bb1c-c837ef3ceaa8,Turnover: %,,,,,,,,,,
4b7fb224-b1cb-464a-bae3-8a46d0173e41,Attribute,c17c53cb-a79c-45de-b31f-24180a5ce711,Transitional activities: A%,,,,,,,,,,
94929ce3-481b-4816-83f4-b456314204a0,Attribute,c17c53cb-a79c-45de-b31f-24180a5ce711,Enabling activities: B%,,,,,,,,,,
4fa28e47-dcc2-43f1-ac80-311902b1013a,Group,4e69a3c9-56ea-4f7d-bb1c-c837ef3ceaa8,CapEx: %,,,,,,,,,,
f79dd1a9-047e-4a28-98a5-5b2009af30a3,Attribute,4fa28e47-dcc2-43f1-ac80-311902b1013a,Transitional activities: A%,,,,,,,,,,
cf49a319-7db5-4597-988d-1443ad6230a6,Attribute,4fa28e47-dcc2-43f1-ac80-311902b1013a,Enabling activities: B%,,,,,,,,,,
7a2e5686-6911-41d5-9ef5-b52863393983,Group,b4d27519-2f7e-479b-ae07-88baad737dda,(6) The protection and restoration of biodiversity and ecosystems,,,,,,,,,,
8bba2ad6-b141-45f0-8e0c-4ed883f83dca,Group,7a2e5686-6911-41d5-9ef5-b52863393983,Turnover: %,,,,,,,,,,
28da0289-4e64-42e2-b3e1-95aaa9d130cb,Attribute,8bba2ad6-b141-45f0-8e0c-4ed883f83dca,Transitional activities: A%,,,,,,,,,,
83dc15d9-c898-4720-af1b-727772abe204,Attribute,8bba2ad6-b141-45f0-8e0c-4ed883f83dca,Enabling activities: B%,,,,,,,,,,
1e591eb4-ce62-4a3a-b77d-8239b568e11d,Group,7a2e5686-6911-41d5-9ef5-b52863393983,CapEx: %,,,,,,,,,,
776bb942-a384-4c02-abc9-40f9e7176584,Attribute,1e591eb4-ce62-4a3a-b77d-8239b568e11d,Transitional activities: A%,,,,,,,,,,
3df4a11b-3a95-4657-837e-85d6f451364f,Attribute,1e591eb4-ce62-4a3a-b77d-8239b568e11d,Enabling activities: B%,,,,,,,,,,
ad204be2-8c5e-4f07-82f5-158f05c5b746,Group,b4d27519-2f7e-479b-ae07-88baad737dda,Taxonomy-aligned activities:,,,,,,,,,,
9c08b1b8-9a9a-4c23-9f07-3c0a90b00549,Group,ad204be2-8c5e-4f07-82f5-158f05c5b746,(1) Climate change mitigation,,,,,,,,,,
b13ce6eb-57d1-4eb1-9377-3edf9b787c2a,Group,9c08b1b8-9a9a-4c23-9f07-3c0a90b00549,Turnover: %,,,,,,,,,,
923e9342-a475-4936-bae5-de58b46dedf4,Attribute,b13ce6eb-57d1-4eb1-9377-3edf9b787c2a,Transitional activities: A%,,,,,,,,,,
